# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)n_ncdm[0]          13:(.)rho_ncdm[0]        14:(.)p_ncdm[0]          15:(.)n_ncdm[1]          16:(.)rho_ncdm[1]        17:(.)p_ncdm[1]          18:(.)rho_lambda         19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_dcdm           22:(.)rho_dr             23:gr.fac. D             24:gr.fac. f          
       9.999999999990e+11       7.558504523206e-22       4.634894139599e-07       2.157545692321e+18       1.479504840507e+04       1.479504840507e-08       1.479504840507e+16       2.675958480252e-07       2.751560535470e+36       2.451390603497e+27       1.112650056054e+26       2.009121583218e+23       6.331470950076e+35       2.110490316692e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.270295769850e+36       4.655003414452e+36       1.156229786453e+28       1.891859676973e+03       7.899608513349e-18       2.000000000000e+12 
       9.930486593833e+11       7.664693953253e-22       4.667344910558e-07       2.127654277400e+18       1.479504840507e+04       1.489861374390e-08       1.469220298418e+16       2.694690189607e-07       2.675846458098e+36       2.400623788821e+27       1.089607747286e+26       1.967513892084e+23       6.157249276516e+35       2.052416425505e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.235341324558e+36       4.526912724140e+36       1.132284967863e+28       1.875966101125e+03       1.102092353241e-07       1.433565615447e+02 
       9.861456399039e+11       7.772375238601e-22       4.700013960246e-07       2.098176988906e+18       1.479504840506e+04       1.500290404011e-08       1.459007247684e+16       2.713553020928e-07       2.602215788101e+36       2.350908324129e+27       1.067042630777e+26       1.926767871034e+23       5.987821621877e+35       1.995940540626e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.201348712939e+36       4.402346676774e+36       1.108836031964e+28       1.860258474858e+03       2.204184706391e-07       7.167828077454e+01 
       9.792906056642e+11       7.881569338326e-22       4.732919478556e-07       2.069108089381e+18       1.479504840506e+04       1.510792436839e-08       1.448865191344e+16       2.732547892068e-07       2.530611196823e+36       2.302222436599e+27       1.044944824165e+26       1.886865675401e+23       5.823056070212e+35       1.941018690071e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.168291468430e+36       4.281208285540e+36       1.085872709326e+28       1.844733428937e+03       3.306277059531e-07       4.778552051669e+01 
       9.724832231024e+11       7.992297505956e-22       4.766043275595e-07       2.040441920857e+18       1.479504840506e+04       1.521367983896e-08       1.438793635892e+16       2.751675727305e-07       2.460976933108e+36       2.254544804313e+27       1.023304649743e+26       1.847789830072e+23       5.662824335472e+35       1.887608111824e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.136143852743e+36       4.163403232389e+36       1.063384943191e+28       1.829387674693e+03       4.408369412659e-07       3.583914038756e+01 
       9.657231609756e+11       8.104581293613e-22       4.799403541256e-07       2.012172903754e+18       1.479504840505e+04       1.532017559783e-08       1.428792091253e+16       2.770937457389e-07       2.393258779892e+36       2.207854546915e+27       1.002112630227e+26       1.809523221834e+23       5.507001661628e+35       1.835667220543e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.104880835825e+36       4.048839794602e+36       1.041362885073e+28       1.814218001886e+03       5.510461765776e-07       2.867131231001e+01 
       9.590100903431e+11       8.218442556201e-22       4.833000275539e-07       1.984295535794e+18       1.479504840505e+04       1.542741682701e-08       1.418860070757e+16       2.790334019583e-07       2.327404011990e+36       2.162131216470e+27       9.813594845995e+25       1.772049091875e+23       5.355466725536e+35       1.785155575179e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.074478076368e+36       3.937428773370e+36       1.019796890440e+28       1.799221276634e+03       6.612554118882e-07       2.389276025828e+01 
       9.523436845512e+11       8.333903455666e-22       4.866833478445e-07       1.956804390927e+18       1.479504840505e+04       1.553540874480e-08       1.408997091119e+16       2.809866357712e-07       2.263361355044e+36       2.117354788504e+27       9.610361240487e+25       1.735351028450e+23       5.208101542473e+35       1.736033847491e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.044911902861e+36       3.829083424352e+36       9.986775144946e+27       1.784394439392e+03       7.714646471978e-07       2.047950879276e+01 
       9.457236192167e+11       8.450986465306e-22       4.900903149974e-07       1.929694118281e+18       1.479504840504e+04       1.564415660601e-08       1.399202672412e+16       2.829535422208e-07       2.201080945601e+36       2.073505653242e+27       9.411336479858e+25       1.699412959693e+23       5.064791374274e+35       1.688263791425e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.016159295153e+36       3.723719390129e+36       9.779955080336e+27       1.769734502991e+03       8.816738825063e-07       1.791957019360e+01 
       9.391495722111e+11       8.569714374147e-22       4.935209290124e-07       1.902959441115e+18       1.479504840504e+04       1.575366570225e-08       1.389476338045e+16       2.849342170155e-07       2.140514292290e+36       2.030564607014e+27       9.216433401479e+25       1.664219146573e+23       4.925424640000e+35       1.641808213333e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       9.881978665369e+35       3.621254634527e+36       9.577418134001e+27       1.755238550729e+03       9.918831178139e-07       1.592850683870e+01 
