# Matter power spectrum P(k) at redshift z=0
# for k=1.04697e-05 to 1.4771 h/Mpc,
# number of wavenumbers equal to 610
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.046973456879e-05       5.038393185617e+01 
       2.355655257728e-05       1.103943408263e+02 
       3.669046694399e-05       1.694674640125e+02 
       4.990795569682e-05       2.282235191083e+02 
       6.324611579045e-05       2.869746189516e+02 
       7.674300450455e-05       3.460029357834e+02 
       9.043799204340e-05       4.055400421249e+02 
       1.043721301674e-04       4.658018949379e+02 
       1.185885417230e-04       5.269988856037e+02 
       1.331328359707e-04       5.893420272135e+02 
       1.480535546141e-04       6.530473420919e+02 
       1.634026533468e-04       7.183393545023e+02 
       1.792360235131e-04       7.854541324962e+02 
       1.956140580146e-04       8.546210746927e+02 
       2.126022647876e-04       9.261479798394e+02 
       2.302719298526e-04       1.000302967434e+03 
       2.487008299017e-04       1.077396037243e+03 
       2.679739913675e-04       1.157762572245e+03 
       2.881844885805e-04       1.241766111880e+03 
       3.094342675767e-04       1.330004278816e+03 
       3.318349739036e-04       1.422517696512e+03 
       3.555087519286e-04       1.519955673024e+03 
       3.805889692678e-04       1.622992541168e+03 
       4.072208027861e-04       1.731832209925e+03 
       4.355616023650e-04       1.847214117550e+03 
       4.657809261493e-04       1.969756861475e+03 
       4.980601182759e-04       2.100070240235e+03 
       5.325912806938e-04       2.239338437533e+03 
       5.695754801269e-04       2.387552891997e+03 
       6.092200370636e-04       2.545568579887e+03 
       6.517347749018e-04       2.714144066157e+03 
       6.973271729379e-04       2.893886156073e+03 
       7.461964724265e-04       3.085554155773e+03 
       7.985269287803e-04       3.289433435865e+03 
       8.544805715955e-04       3.505794069040e+03 
       9.141899998769e-04       3.735452118154e+03 
       9.777518629265e-04       3.977872233146e+03 
       1.045221715143e-03       4.233132580258e+03 
       1.116610854279e-03       4.500900319244e+03 
       1.191885553062e-03       4.780675836098e+03 
       1.270968804019e-03       5.071751393184e+03 
       1.353744376949e-03       5.373415642799e+03 
       1.440062709208e-03       5.684638892120e+03 
       1.477104874446e-03       5.817130717843e+03 
       1.529747969177e-03       6.004388575622e+03 
       1.622605580151e-03       6.331620162223e+03 
       1.718429556387e-03       6.665231860657e+03 
       1.817009149387e-03       7.004149244111e+03 
       1.918134484328e-03       7.347292669090e+03 
       2.021601042820e-03       7.693712755342e+03 
       2.127212991547e-03       8.042422725272e+03 
       2.234785455566e-03       8.392571840805e+03 
       2.344145890991e-03       8.743386831130e+03 
       2.455134732511e-03       9.094223460452e+03 
       2.567605487494e-03       9.444353342861e+03 
       2.681424430096e-03       9.793230807961e+03 
       2.796470023865e-03       1.014042234741e+04 
       2.912632174998e-03       1.048536376618e+04 
       3.029811394037e-03       1.082771132545e+04 
       3.147917922800e-03       1.116718484089e+04 
       3.266870866252e-03       1.150343666747e+04 
       3.386597355746e-03       1.183624149023e+04 
       3.507031760012e-03       1.216535671265e+04 
