# Matter power spectrum P(k) at redshift z=0
# for k=1.04697e-05 to 1.4771 h/Mpc,
# number of wavenumbers equal to 610
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.046973456879e-05       4.834426152436e+01 
       2.355655257728e-05       1.059254353423e+02 
       3.669046694399e-05       1.626075835570e+02 
       4.990795569682e-05       2.189374599001e+02 
       6.324611579045e-05       2.752990295151e+02 
       7.674300450455e-05       3.319272336028e+02 
       9.043799204340e-05       3.890444095972e+02 
       1.043721301674e-04       4.468579448777e+02 
       1.185885417230e-04       5.055699265956e+02 
       1.331328359707e-04       5.653830879582e+02 
       1.480535546141e-04       6.265050305727e+02 
       1.634026533468e-04       6.891515917618e+02 
       1.792360235131e-04       7.535497837587e+02 
       1.956140580146e-04       8.199696297583e+02 
       2.126022647876e-04       8.886134372637e+02 
       2.302719298526e-04       9.597842826624e+02 
       2.487008299017e-04       1.033780884122e+03 
       2.679739913675e-04       1.110926638201e+03 
       2.881844885805e-04       1.191572366113e+03 
       3.094342675767e-04       1.275813311531e+03 
       3.318349739036e-04       1.364599378802e+03 
       3.555087519286e-04       1.458124127405e+03 
       3.805889692678e-04       1.556876271526e+03 
       4.072208027861e-04       1.661370881594e+03 
       4.355616023650e-04       1.772172131597e+03 
       4.657809261493e-04       1.889876843158e+03 
       4.980601182759e-04       2.015114666187e+03 
       5.325912806938e-04       2.147814029151e+03 
       5.695754801269e-04       2.289711023555e+03 
       6.092200370636e-04       2.441123149982e+03 
       6.517347749018e-04       2.602686786130e+03 
       6.973271729379e-04       2.775083113959e+03 
       7.461964724265e-04       2.958595244390e+03 
       7.985269287803e-04       3.153915620259e+03 
       8.544805715955e-04       3.361541813622e+03 
       9.141899998769e-04       3.581033335801e+03 
       9.777518629265e-04       3.813033251434e+03 
       1.045221715143e-03       4.057260174507e+03 
       1.116610854279e-03       4.313391986438e+03 
       1.191885553062e-03       4.580942506219e+03 
       1.270968804019e-03       4.859178933997e+03 
       1.353744376949e-03       5.147337813136e+03 
       1.440062709208e-03       5.444434177721e+03 
       1.477104874446e-03       5.570891589209e+03 
       1.529747969177e-03       5.749569150086e+03 
       1.622605580151e-03       6.061597218005e+03 
