# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)n_ncdm[0]          13:(.)rho_ncdm[0]        14:(.)p_ncdm[0]          15:(.)n_ncdm[1]          16:(.)rho_ncdm[1]        17:(.)p_ncdm[1]          18:(.)rho_lambda         19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_dcdm           22:(.)rho_dr             23:gr.fac. D             24:gr.fac. f          
       9.999999999990e+11       7.558504521727e-22       4.634894139599e-07       2.157545692743e+18       1.410833163622e+04       1.410833163622e-08       1.410833163622e+16       2.675958479728e-07       2.751560535470e+36       2.451390603497e+27       1.112650056054e+26       2.009121583218e+23       6.331470950076e+35       2.110490316692e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.270295769850e+36       4.655003416274e+36       1.338444028099e+28       7.420701831596e+03       6.908764010578e-18       2.000000000000e+12 
       9.930486593833e+11       7.664693951753e-22       4.667344910558e-07       2.127654277820e+18       1.410833163622e+04       1.420708995767e-08       1.401025981750e+16       2.694690189080e-07       2.675846458098e+36       2.400623788821e+27       1.089607747286e+26       1.967513892084e+23       6.157249276516e+35       2.052416425505e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.235341324558e+36       4.526912725924e+36       1.310725662926e+28       7.358360269540e+03       9.638573827472e-08       1.433565615445e+02 
       9.861456399039e+11       7.772375237080e-22       4.700013960246e-07       2.098176989322e+18       1.410833163622e+04       1.430653958737e-08       1.391286972939e+16       2.713553020397e-07       2.602215788101e+36       2.350908324129e+27       1.067042630777e+26       1.926767871034e+23       5.987821621877e+35       1.995940540626e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.201348712939e+36       4.402346678521e+36       1.283581328307e+28       7.296748083137e+03       1.927714765414e-07       7.167828077440e+01 
       9.792906056642e+11       7.881569336783e-22       4.732919478556e-07       2.069108089794e+18       1.410833163621e+04       1.440668536448e-08       1.381615663295e+16       2.732547891533e-07       2.530611196823e+36       2.302222436599e+27       1.044944824165e+26       1.886865675401e+23       5.823056070211e+35       1.941018690070e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.168291468430e+36       4.281208287251e+36       1.256999136419e+28       7.235852056781e+03       2.891572148070e-07       4.778552051656e+01 
       9.724832231024e+11       7.992297504391e-22       4.766043275595e-07       2.040441921267e+18       1.410833163621e+04       1.450753216203e-08       1.372011582219e+16       2.751675726766e-07       2.460976933108e+36       2.254544804313e+27       1.023304649743e+26       1.847789830072e+23       5.662824335471e+35       1.887608111824e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.136143852743e+36       4.163403234065e+36       1.230967445624e+28       7.175659290868e+03       3.855429530714e-07       3.583914038744e+01 
       9.657231609756e+11       8.104581292025e-22       4.799403541256e-07       2.012172904162e+18       1.410833163621e+04       1.460908488716e-08       1.362474262382e+16       2.770937456846e-07       2.393258779892e+36       2.207854546915e+27       1.002112630227e+26       1.809523221833e+23       5.507001661628e+35       1.835667220543e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.104880835825e+36       4.048839796242e+36       1.205474855379e+28       7.116157193436e+03       4.819286913348e-07       2.867131230990e+01 
       9.590100903431e+11       8.218442554590e-22       4.833000275539e-07       1.984295536198e+18       1.410833163620e+04       1.471134848137e-08       1.353003239704e+16       2.790334019037e-07       2.327404011990e+36       2.162131216469e+27       9.813594845994e+25       1.772049091874e+23       5.355466725535e+35       1.785155575178e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.074478076368e+36       3.937428774977e+36       1.180510201238e+28       7.057333472022e+03       5.783144295971e-07       2.389276025818e+01 
       9.523436845512e+11       8.333903454031e-22       4.866833478445e-07       1.956804391329e+18       1.410833163620e+04       1.481432792074e-08       1.343598053330e+16       2.809866357162e-07       2.263361355044e+36       2.117354788504e+27       9.610361240486e+25       1.735351028450e+23       5.208101542472e+35       1.736033847491e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.044911902860e+36       3.829083425926e+36       1.156062549965e+28       6.999176125755e+03       6.747001678584e-07       2.047950879265e+01 
       9.457236192166e+11       8.450986463648e-22       4.900903149974e-07       1.929694118680e+18       1.410833163620e+04       1.491802821618e-08       1.334258245611e+16       2.829535421654e-07       2.201080945601e+36       2.073505653242e+27       9.411336479857e+25       1.699412959693e+23       5.064791374273e+35       1.688263791424e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.016159295153e+36       3.723719391670e+36       1.132121194742e+28       6.941673437649e+03       7.710859061186e-07       1.791957019350e+01 
       9.391495722111e+11       8.569714372464e-22       4.935209290124e-07       1.902959441511e+18       1.410833163619e+04       1.502245441369e-08       1.324983362076e+16       2.849342169597e-07       2.140514292289e+36       2.030564607014e+27       9.216433401478e+25       1.664219146573e+23       4.925424639999e+35       1.641808213333e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       9.881978665367e+35       3.621254636036e+36       1.108675650485e+28       6.884813967121e+03       8.674716443779e-07       1.592850683860e+01 
       9.326212236455e+11       8.690110289670e-22       4.969751898898e-07       1.876595156186e+18       1.410833163619e+04       1.512761159458e-08       1.315772951415e+16       2.869287564775e-07       2.081614238065e+36       1.988512843845e+27       9.025566647806e+25       1.629754176007e+23       4.789892829060e+35       1.596630943020e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       9.610058463136e+35       3.521609380220e+36       1.085715649250e+28       6.828586542697e+03       9.638573826361e-07       1.433565615469e+01 
       9.261382558545e+11       8.812197649116e-22       5.004549166188e-07       1.850596131163e+18       1.410833163619e+04       1.523350487574e-08       1.306626565457e+16       2.889372577719e-07       2.024334923491e+36       1.947331947222e+27       8.838652629002e+25       1.596002954107e+23       4.658090416724e+35       1.552696805575e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       9.345620628442e+35       3.424706040676e+36       1.063231135734e+28       6.772980254932e+03       1.060243120893e-06       1.303241468602e+01 
       9.197003533808e+11       8.936000213873e-22       5.039564712206e-07       1.824957305995e+18       1.410833163618e+04       1.534013940987e-08       1.297543759142e+16       2.909598185754e-07       1.968631751037e+36       1.907003882026e+27       8.655609486319e+25       1.562950699571e+23       4.529914781963e+35       1.509971593988e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       9.088459270649e+35       3.330469168704e+36       1.041212262875e+28       6.717984449511e+03       1.156628859150e-06       1.194638012881e+01 
       9.133072029600e+11       9.061542080860e-22       5.074853106635e-07       1.799673690343e+18       1.410833163618e+04       1.544752038573e-08       1.288524090508e+16       2.929965373044e-07       1.914461350353e+36       1.867510986635e+27       8.476357056259e+25       1.530582937208e+23       4.405266127547e+35       1.468422042516e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       8.838374164565e+35       3.238825391713e+36       1.019649387537e+28       6.663588720545e+03       1.253014597405e-06       1.102742781116e+01 
       9.069584935054e+11       9.188847685535e-22       5.110377969686e-07       1.774740363007e+18       1.410833163617e+04       1.555565302843e-08       1.279567120663e+16       2.950475130646e-07       1.861781544498e+36       1.828835965188e+27       8.300816835458e+25       1.498885491599e+23       4.284047402345e+35       1.428015800782e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       8.595170594550e+35       3.149703356084e+36       9.985330662871e+27       6.609782904041e+03       1.349400335660e-06       1.023975439604e+01 
       9.006539160927e+11       9.317941806649e-22       5.146139301360e-07       1.750152470965e+18       1.410833163617e+04       1.566454259963e-08       1.270672413767e+16       2.971128456550e-07       1.810551317108e+36       1.790961880011e+27       8.128911946311e+25       1.467844480891e+23       4.166164225760e+35       1.388721408587e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       8.358659202912e+35       3.063033671626e+36       9.778540512610e+27       6.556557071561e+03       1.445786073913e-06       9.557104102935e+00 
       8.943931639451e+11       9.448849571068e-22       5.182173481444e-07       1.725905228434e+18       1.410833163617e+04       1.577419439782e-08       1.261839537007e+16       2.991926355735e-07       1.760730780455e+36       1.753872144200e+27       7.960567103302e+25       1.437446310714e+23       4.051524814246e+35       1.350508271415e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       8.128655842471e+35       2.978748857536e+36       9.576032861115e+27       6.503901524043e+03       1.542171812166e-06       8.959785096468e+00 
       8.881759324181e+11       9.581596458668e-22       5.218444130151e-07       1.701993915932e+18       1.410833163616e+04       1.588461375860e-08       1.253068060583e+16       3.012869840214e-07       1.712281144394e+36       1.717550514352e+27       7.795708580031e+25       1.407677668230e+23       3.940039909841e+35       1.313346636614e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       7.904981433184e+35       2.896783289870e+36       9.377719020431e+27       6.451806785793e+03       1.638557550418e-06       8.432738914293e+00 
       8.820019189852e+11       9.716208307290e-22       5.254969437374e-07       1.678413879364e+18       1.410833163616e+04       1.599580605491e-08       1.244357557679e+16       3.033959929084e-07       1.665164686160e+36       1.681981083461e+27       7.634264176928e+25       1.378525516302e+23       3.831622710678e+35       1.277207570226e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       7.687461822716e+35       2.817073150441e+36       9.183512139276e+27       6.400263598647e+03       1.734943288669e-06       7.964253419027e+00 
       8.758708232225e+11       9.852711317771e-22       5.291749403113e-07       1.655160529113e+18       1.410833163616e+04       1.610777669729e-08       1.235707604447e+16       3.055197648576e-07       1.619344720995e+36       1.647148273940e+27       7.476163189632e+25       1.349977087785e+23       3.726188803397e+35       1.242062934466e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       7.475927650839e+35       2.739556377133e+36       8.993327165005e+27       6.349262916277e+03       1.831329026919e-06       7.545082186421e+00 
       8.697823467949e+11       9.991132059045e-22       5.328802217264e-07       1.632229339150e+18       1.410833163615e+04       1.622053113417e-08       1.227117779987e+16       3.076584032104e-07       1.574785573588e+36       1.613036830807e+27       7.321336378026e+25       1.322019879931e+23       3.623656097419e+35       1.207885365806e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       7.270214217576e+35       2.664172615581e+36       8.807080806362e+27       6.298795898670e+03       1.927714765168e-06       7.167828077077e+00 
       8.637361934408e+11       1.013149747331e-21       5.366109689930e-07       1.609615846149e+18       1.410833163615e+04       1.633407485210e-08       1.218587666322e+16       3.098120120316e-07       1.531452550300e+36       1.579631815001e+27       7.169715935916e+25       1.294641648919e+23       3.523944761036e+35       1.174648253679e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       7.070161354960e+35       2.590863172176e+36       8.624691497005e+27       6.248853906739e+03       2.024100503417e-06       6.826502930529e+00 
