# Matter power spectrum P(k) at redshift z=3
# for k=1.09832e-05 to 1.4771 h/Mpc,
# number of wavenumbers equal to 611
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.098323011996e-05       4.034138361692e+00 
       2.456609863059e-05       8.788633540372e+00 
       3.820196235635e-05       1.347083648747e+01 
       5.193162748028e-05       1.812890761212e+01 
       6.579664891404e-05       2.279141439273e+01 
       7.983974213527e-05       2.748051360430e+01 
       9.410520958009e-05       3.221567401100e+01 
       1.086393878414e-04       3.701522565553e+01 
       1.234911219658e-04       4.189717576479e+01 
       1.387122731757e-04       4.687972253079e+01 
       1.543582663150e-04       5.198162944709e+01 
       1.704886831533e-04       5.722253184117e+01 
       1.871679072897e-04       6.262310260960e+01 
       2.044658256238e-04       6.820573380599e+01 
       2.224585900278e-04       7.399417875862e+01 
       2.412294407036e-04       8.001421066574e+01 
       2.608695894089e-04       8.629378880897e+01 
       2.814791558649e-04       9.286332506331e+01 
       3.031681436911e-04       9.975594909729e+01 
       3.260574325438e-04       1.070077641234e+02 
       3.502797500845e-04       1.146580804062e+02 
       3.759805703595e-04       1.227496079924e+02 
       4.033188636791e-04       1.313285831857e+02 
       4.324675972034e-04       1.404476788654e+02 
       4.636138561061e-04       1.501545456639e+02 
       4.969584248303e-04       1.605082426089e+02 
       5.327146411634e-04       1.715676973545e+02 
       5.711063200286e-04       1.833935394470e+02 
       6.123645494383e-04       1.960462682024e+02 
       6.567232006885e-04       2.095869823228e+02 
       7.044130812671e-04       2.240719377556e+02 
       7.556548002151e-04       2.395521154206e+02 
       8.106506090063e-04       2.560636615591e+02 
       8.695757060313e-04       2.736520064014e+02 
       9.325697082770e-04       2.923291114845e+02 
       9.997291420844e-04       3.120980420628e+02 
       1.071101826599e-03       3.329464210717e+02 
       1.146683880547e-03       3.548409806027e+02 
       1.226419780167e-03       3.777352580997e+02 
       1.310205489570e-03       4.015698857935e+02 
       1.397894267954e-03       4.262663262099e+02 
       1.477104874446e-03       4.483586063454e+02 
       1.489304429660e-03       4.517434448021e+02 
       1.584228161605e-03       4.779157773750e+02 
       1.682440505337e-03       5.046890003823e+02 
       1.783707756016e-03       5.319719156766e+02 
       1.887794756863e-03       5.596736485783e+02 
       1.994470810898e-03       5.877065062588e+02 
       2.103514143470e-03       6.159737827918e+02 
       2.214715003793e-03       6.444452079370e+02 
       2.327877586896e-03       6.730188847442e+02 
       2.442820997860e-03       7.016489346077e+02 
       2.559379482563e-03       7.302767494742e+02 
       2.677402128266e-03       7.588561232628e+02 
       2.796752205129e-03       7.873344459897e+02 
       2.917306284670e-03       8.156814956534e+02 
       3.038953238176e-03       8.438671268980e+02 
       3.161593189676e-03       8.718554761592e+02 
       3.285136475078e-03       8.996276512448e+02 
       3.409502641281e-03       9.271598126596e+02 
       3.534619505791e-03       9.544339575040e+02 
       3.660422287884e-03       9.814403973735e+02 
       3.786852815679e-03       1.008147066588e+03 
       3.913858809126e-03       1.034564150279e+03 
       4.041393236032e-03       1.060669976401e+03 
       4.169413736633e-03       1.086462702200e+03 
       4.297882111331e-03       1.111936409118e+03 
       4.426763865857e-03       1.137083134068e+03 
       4.556027808186e-03       1.161897062877e+03 
       4.685645691715e-03       1.186379465900e+03 
       4.815591899606e-03       1.210525319682e+03 
       4.945843165608e-03       1.234333654011e+03 
       5.076378327093e-03       1.257804604072e+03 
       5.207178106520e-03       1.280935602106e+03 
       5.338224917928e-03       1.303728939706e+03 
       5.469502695439e-03       1.326182298353e+03 
       5.600996741143e-03       1.348297856565e+03 
       5.732693590021e-03       1.370077143108e+03 
       5.864580889854e-03       1.391483536725e+03 
       5.996647294339e-03       1.412594988953e+03 
       6.128882367821e-03       1.433371947780e+03 
       6.261276500283e-03       1.453809533514e+03 
       6.393820831378e-03       1.473921753699e+03 
       6.526507182444e-03       1.493706857024e+03 
       6.659327995599e-03       1.513166621317e+03 
       6.792276279080e-03       1.532301062619e+03 
       6.925345558136e-03       1.551125076737e+03 
       7.058529830838e-03       1.569615218903e+03 
       7.191823528273e-03       1.587795153330e+03 
       7.325221478627e-03       1.605662977217e+03 
       7.458718874737e-03       1.623205954228e+03 
       7.592311244746e-03       1.640450522478e+03 
       7.725994425516e-03       1.657388197464e+03 
       7.859764538526e-03       1.674026031851e+03 
       7.993617967985e-03       1.690353719682e+03 
       8.127551340930e-03       1.706399101357e+03 
       8.261561509114e-03       1.722136347660e+03 
       8.395645532508e-03       1.737576252842e+03 
       8.529800664240e-03       1.752728107910e+03 
       8.664024336849e-03       1.767592551942e+03 
       8.798314149710e-03       1.782172389749e+03 
       8.932667857527e-03       1.796470201186e+03 
       9.067083359797e-03       1.810490141454e+03 
       9.201558691138e-03       1.824233087542e+03 
       9.336092012413e-03       1.837701930492e+03 
       9.470681602580e-03       1.850903899371e+03 
       9.605325851189e-03       1.863830944168e+03 
       9.740023251481e-03       1.876479327986e+03 
       9.874772394026e-03       1.888884599082e+03 
       1.000957196086e-02       1.901020306212e+03 
       1.014442072009e-02       1.912902372404e+03 
       1.027931752085e-02       1.924532048763e+03 
       1.041426128875e-02       1.935909602875e+03 
       1.054925102157e-02       1.947038421667e+03 
       1.068428578530e-02       1.957942222660e+03 
       1.081936471051e-02       1.968557313186e+03 
       1.095448698894e-02       1.978953237105e+03 
       1.108965187039e-02       1.989109116536e+03 
       1.122485865976e-02       1.999030044453e+03 
       1.136010671441e-02       2.008719580798e+03 
       1.149539544159e-02       2.018168729523e+03 
       1.163072429616e-02       2.027391974679e+03 
       1.176609277841e-02       2.036390779207e+03 
       1.190150043206e-02       2.045172021309e+03 
       1.203694684237e-02       2.053721281116e+03 
       1.217243163447e-02       2.062063528806e+03 
       1.230795447166e-02       2.070176150428e+03 
       1.244351505399e-02       2.078084254339e+03 
       1.257911311684e-02       2.085770547549e+03 
       1.271474842963e-02       2.093268749399e+03 
       1.285042079462e-02       2.100544075157e+03 
       1.298613004581e-02       2.107604322724e+03 
       1.312187604790e-02       2.114460215889e+03 
       1.325765869532e-02       2.121115558878e+03 
       1.339347791138e-02       2.127571580467e+03 
       1.352933364741e-02       2.133863610764e+03 
       1.366522588202e-02       2.139902005382e+03 
       1.380115462040e-02       2.145772913202e+03 
       1.393711989368e-02       2.151453672466e+03 
       1.407312175833e-02       2.156944850732e+03 
       1.420916029560e-02       2.162250013845e+03 
       1.434523561105e-02       2.167370825949e+03 
       1.448134783408e-02       2.172309181130e+03 
       1.461749711751e-02       2.177072890521e+03 
       1.475368363719e-02       2.181643691129e+03 
       1.477104874446e-02       2.182214718075e+03 
       1.488990759171e-02       2.186046210879e+03 
       1.502616920206e-02       2.190277224232e+03 
       1.516246871134e-02       2.194326817898e+03 
       1.529880638457e-02       2.198210813713e+03 
       1.543518250845e-02       2.201961139207e+03 
       1.557159739119e-02       2.205510729571e+03 
       1.570805136235e-02       2.208903675077e+03 
       1.584454477272e-02       2.212125587904e+03 
       1.598107799423e-02       2.215189011740e+03 
       1.611765141987e-02       2.218089004520e+03 
       1.625426546363e-02       2.220834628158e+03 
       1.639092056047e-02       2.223422814128e+03 
       1.652761716634e-02       2.225874566911e+03 
       1.666435575817e-02       2.228159075959e+03 
       1.680113683391e-02       2.230294734797e+03 
       1.693796091260e-02       2.232283218909e+03 
       1.707482853444e-02       2.234126021628e+03 
       1.721174026088e-02       2.235832485121e+03 
       1.734869667475e-02       2.237386842191e+03 
       1.748569838038e-02       2.238799911086e+03 
       1.762274600376e-02       2.240069086485e+03 
       1.775984019269e-02       2.241207898487e+03 
