#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       7.882988290742e+01       1.946299463412e-04      -1.350347894408e+00       2.358814264479e-05       7.621866278170e-07       1.905466569542e-06       3.486371178183e-11       3.810933139085e-07      -1.012760920806e+00       2.358814264479e-05       5.896056015550e-01       6.627147566094e-01      -1.350347894408e+00       2.358020327744e-05       2.413841691296e-04      -1.012760920806e+00       2.359902498925e-05 
       1.138298829078e+02       2.967846468656e-04      -1.349108286401e+00       3.262344851513e-05       2.422509914863e-06       6.056274787157e-06       2.577317348890e-10       1.211254957431e-06      -1.011831215182e+00       3.262347901959e-05       5.976356342151e-01       6.633522932064e-01      -1.349107565657e+00       3.259819496158e-05       5.032675896197e-04      -1.011831900253e+00       3.265372565711e-05 
       1.623719558549e+02       4.544863650165e-04      -1.378211883987e+00       4.519649793934e-05       8.020955268939e-06       2.005238817235e-05       2.045253649063e-09       4.010477634469e-06      -1.033658918981e+00       4.519675732056e-05       6.004213973918e-01       6.567062689013e-01      -1.378208021289e+00       4.511778447117e-05       1.006139734771e-03      -1.033662131783e+00       4.527491577891e-05 
       2.263645391584e+02       6.908343480551e-04      -1.418755226686e+00       6.132659913654e-05       2.817991366384e-05       7.044978415961e-05       1.973312696441e-08       1.408995683192e-05      -1.064066478949e+00       6.132848056602e-05       6.009009865543e-01       6.477075516043e-01      -1.418739003167e+00       6.109750409457e-05       1.911829852464e-03      -1.064077737637e+00       6.150910573642e-05 
       2.265045797945e+02       6.913870520739e-04      -1.418838818563e+00       6.136127606497e-05       2.827900461388e-05       7.069751153471e-05       1.987506193611e-08       1.413950230694e-05      -1.064129173121e+00       6.136316762584e-05       6.008988915532e-01       6.476895171830e-01      -1.418822552226e+00       6.113172625962e-05       1.914106941278e-03      -1.064140457123e+00       6.154406269548e-05 
       2.266451311357e+02       6.919419275226e-04      -1.418922686525e+00       6.139607662300e-05       2.837924261875e-05       7.094810654687e-05       2.001926361127e-08       1.418962130937e-05      -1.064192074359e+00       6.139797844408e-05       6.008967566406e-01       6.476714258109e-01      -1.418906377127e+00       6.116606979817e-05       1.916393609495e-03      -1.064203383806e+00       6.157914455545e-05 
       2.267861998164e+02       6.924990023060e-04      -1.419006835487e+00       6.143100248182e-05       2.848060387243e-05       7.120150968107e-05       2.016574999126e-08       1.424030193621e-05      -1.064255186350e+00       6.143291469424e-05       6.008945809306e-01       6.476532764127e-01      -1.418990482783e+00       6.120053635314e-05       1.918689978932e-03      -1.064266521372e+00       6.161435300388e-05 
       2.269277925885e+02       6.930583048286e-04      -1.419091269895e+00       6.146605531622e-05       2.858310043072e-05       7.145775107681e-05       2.031456653101e-08       1.429155021536e-05      -1.064318512427e+00       6.146797805363e-05       6.008923635694e-01       6.476350680334e-01      -1.419074873637e+00       6.123512757063e-05       1.920996173611e-03      -1.064329873159e+00       6.164968973227e-05 
       2.270699163108e+02       6.936198639529e-04      -1.419175992230e+00       6.150123673267e-05       2.868680355170e-05       7.171700887925e-05       2.046580058723e-08       1.434340177585e-05      -1.064382054452e+00       6.150317013116e-05       6.008901042120e-01       6.476168002110e-01      -1.419159552169e+00       6.126984502785e-05       1.923312319587e-03      -1.064393441030e+00       6.168515636403e-05 
       2.272125779528e+02       6.941837090179e-04      -1.419261005076e+00       6.153654836622e-05       2.879174164998e-05       7.197935412495e-05       2.061950923161e-08       1.439587082499e-05      -1.064445814363e+00       6.153849256426e-05       6.008878025553e-01       6.475984724618e-01      -1.419244520956e+00       6.130469033005e-05       1.925638545029e-03      -1.064457226923e+00       6.172075455142e-05 
       2.273557846022e+02       6.947498698677e-04      -1.419346311496e+00       6.157199189994e-05       2.889793113028e-05       7.224482782571e-05       2.077574205561e-08       1.444896556514e-05      -1.064509794457e+00       6.157394703845e-05       6.008854581895e-01       6.475800841837e-01      -1.419329783059e+00       6.133966512998e-05       1.927974980339e-03      -1.064521233138e+00       6.175648599503e-05 
