# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)n_ncdm[0]          13:(.)rho_ncdm[0]        14:(.)p_ncdm[0]          15:(.)n_ncdm[1]          16:(.)rho_ncdm[1]        17:(.)p_ncdm[1]          18:(.)rho_lambda         19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_dcdm           22:(.)rho_dr             23:gr.fac. D             24:gr.fac. f          
       9.999999999990e+11       7.558504516587e-22       4.634894139599e-07       2.157545694210e+18       1.256440374937e+04       1.256440374937e-08       1.256440374937e+16       2.675958477908e-07       2.751560535470e+36       2.451390603497e+27       1.112650056054e+26       2.009121583218e+23       6.331470950076e+35       2.110490316692e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.270295769850e+36       4.655003422605e+36       1.971559104331e+28       3.225927245566e+02       4.741799800959e-18       2.000000000000e+12 
       9.930486593833e+11       7.664693946540e-22       4.667344910558e-07       2.127654279277e+18       1.256440374936e+04       1.265235457561e-08       1.247706429927e+16       2.694690187247e-07       2.675846458098e+36       2.400623788821e+27       1.089607747286e+26       1.967513892084e+23       6.157249276515e+35       2.052416425505e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.235341324558e+36       4.526912732124e+36       1.930729309385e+28       3.198826123806e+02       6.615392765864e-08       1.433565615438e+02 
       9.861456399039e+11       7.772375231794e-22       4.700013960246e-07       2.098176990769e+18       1.256440374936e+04       1.274092105764e-08       1.239033197544e+16       2.713553018551e-07       2.602215788101e+36       2.350908324128e+27       1.067042630777e+26       1.926767871034e+23       5.987821621876e+35       1.995940540625e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.201348712939e+36       4.402346684592e+36       1.890745074763e+28       3.172042076206e+02       1.323078553115e-07       7.167828077390e+01 
       9.792906056641e+11       7.881569331421e-22       4.732919478556e-07       2.069108091231e+18       1.256440374936e+04       1.283010750504e-08       1.230420255753e+16       2.732547889674e-07       2.530611196823e+36       2.302222436599e+27       1.044944824164e+26       1.886865675401e+23       5.823056070210e+35       1.941018690070e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.168291468430e+36       4.281208293196e+36       1.851588889423e+28       3.145569357679e+02       1.984617829632e-07       4.778552051612e+01 
       9.724832231024e+11       7.992297498953e-22       4.766043275595e-07       2.040441922694e+18       1.256440374935e+04       1.291991825757e-08       1.221867185454e+16       2.751675724895e-07       2.460976933107e+36       2.254544804313e+27       1.023304649743e+26       1.847789830072e+23       5.662824335470e+35       1.887608111823e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.136143852743e+36       4.163403239887e+36       1.813243604966e+28       3.119402360508e+02       2.646157106139e-07       3.583914038702e+01 
       9.657231609755e+11       8.104581286508e-22       4.799403541256e-07       2.012172905578e+18       1.256440374935e+04       1.301035768537e-08       1.213373570461e+16       2.770937454961e-07       2.393258779891e+36       2.207854546915e+27       1.002112630226e+26       1.809523221833e+23       5.507001661626e+35       1.835667220542e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.104880835824e+36       4.048839801943e+36       1.775692428125e+28       3.093535610716e+02       3.307696382636e-07       2.867131230950e+01 
       9.590100903430e+11       8.218442548993e-22       4.833000275539e-07       1.984295537605e+18       1.256440374935e+04       1.310143018917e-08       1.204938997478e+16       2.790334017138e-07       2.327404011989e+36       2.162131216469e+27       9.813594845991e+25       1.772049091874e+23       5.355466725533e+35       1.785155575178e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.074478076368e+36       3.937428780560e+36       1.738918913414e+28       3.067963764526e+02       3.969235659122e-07       2.389276025780e+01 
       9.523436845511e+11       8.333903448353e-22       4.866833478445e-07       1.956804392726e+18       1.256440374934e+04       1.319314020049e-08       1.196563056085e+16       2.809866355249e-07       2.263361355043e+36       2.117354788503e+27       9.610361240483e+25       1.735351028450e+23       5.208101542469e+35       1.736033847490e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.044911902860e+36       3.829083431392e+36       1.702906955920e+28       3.042681604917e+02       4.630774935598e-07       2.047950879228e+01 
       9.457236192165e+11       8.450986457885e-22       4.900903149974e-07       1.929694120067e+18       1.256440374934e+04       1.328549218189e-08       1.188245338714e+16       2.829535419727e-07       2.201080945600e+36       2.073505653241e+27       9.411336479853e+25       1.699412959692e+23       5.064791374270e+35       1.688263791423e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.016159295152e+36       3.723719397023e+36       1.667640784254e+28       3.017684038282e+02       5.292314212065e-07       1.791957019314e+01 
       9.391495722110e+11       8.569714366617e-22       4.935209290124e-07       1.902959442888e+18       1.256440374934e+04       1.337849062716e-08       1.179985440629e+16       2.849342167656e-07       2.140514292288e+36       2.030564607013e+27       9.216433401474e+25       1.664219146572e+23       4.925424639996e+35       1.641808213332e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       9.881978665361e+35       3.621254641278e+36       1.633104953644e+28       2.992966091171e+02       5.953853488522e-07       1.592850683825e+01 
