# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)n_ncdm[0]          13:(.)rho_ncdm[0]        14:(.)p_ncdm[0]          15:(.)n_ncdm[1]          16:(.)rho_ncdm[1]        17:(.)p_ncdm[1]          18:(.)rho_lambda         19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_dcdm           22:(.)rho_dr             23:gr.fac. D             24:gr.fac. f          
       9.999999999990e+11       7.558504521760e-22       4.634894139599e-07       2.157545692734e+18       1.413888805265e+04       1.413888805265e-08       1.413888805265e+16       2.675958479740e-07       2.751560535470e+36       2.451390603497e+27       1.112650056054e+26       2.009121583218e+23       6.331470950076e+35       2.110490316692e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.270295769850e+36       4.655003416233e+36       1.334335792050e+28       2.183282345862e+04       6.948148911955e-18       2.000000000000e+12 
       9.930486593833e+11       7.664693951786e-22       4.667344910558e-07       2.127654277810e+18       1.413888805264e+04       1.423786026901e-08       1.404060382586e+16       2.694690189092e-07       2.675846458098e+36       2.400623788821e+27       1.089607747286e+26       1.967513892084e+23       6.157249276516e+35       2.052416425505e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.235341324558e+36       4.526912725884e+36       1.306702505958e+28       2.164940518507e+04       9.693520599287e-08       1.433565615445e+02 
       9.861456399039e+11       7.772375237114e-22       4.700013960246e-07       2.098176989313e+18       1.413888805264e+04       1.433752529089e-08       1.394300280621e+16       2.713553020409e-07       2.602215788101e+36       2.350908324129e+27       1.067042630777e+26       1.926767871034e+23       5.987821621877e+35       1.995940540626e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.201348712939e+36       4.402346678482e+36       1.279641488483e+28       2.146813284464e+04       1.938704119777e-07       7.167828077440e+01 
       9.792906056642e+11       7.881569336817e-22       4.732919478556e-07       2.069108089785e+18       1.413888805264e+04       1.443788796793e-08       1.384608024450e+16       2.732547891545e-07       2.530611196823e+36       2.302222436599e+27       1.044944824165e+26       1.886865675401e+23       5.823056070211e+35       1.941018690070e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.168291468430e+36       4.281208287212e+36       1.253140888291e+28       2.128896755503e+04       2.908056179613e-07       4.778552051657e+01 
       9.724832231024e+11       7.992297504427e-22       4.766043275595e-07       2.040441921258e+18       1.413888805263e+04       1.453895318370e-08       1.374983142452e+16       2.751675726778e-07       2.460976933108e+36       2.254544804313e+27       1.023304649743e+26       1.847789830072e+23       5.662824335471e+35       1.887608111824e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.136143852743e+36       4.163403234027e+36       1.227189099478e+28       2.111187136366e+04       3.877408239439e-07       3.583914038744e+01 
       9.657231609756e+11       8.104581292061e-22       4.799403541256e-07       2.012172904152e+18       1.413888805263e+04       1.464072585598e-08       1.365425166288e+16       2.770937456859e-07       2.393258779892e+36       2.207854546915e+27       1.002112630227e+26       1.809523221833e+23       5.507001661628e+35       1.835667220543e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.104880835825e+36       4.048839796205e+36       1.201774756494e+28       2.093680722308e+04       4.846760299254e-07       2.867131230990e+01 
       9.590100903431e+11       8.218442554626e-22       4.833000275539e-07       1.984295536189e+18       1.413888805263e+04       1.474321093697e-08       1.355933630871e+16       2.790334019049e-07       2.327404011990e+36       2.162131216469e+27       9.813594845994e+25       1.772049091874e+23       5.355466725535e+35       1.785155575178e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.074478076368e+36       3.937428774941e+36       1.176886729160e+28       2.076373896702e+04       5.816112359058e-07       2.389276025818e+01 
       9.523436845512e+11       8.333903454068e-22       4.866833478445e-07       1.956804391320e+18       1.413888805262e+04       1.484641341353e-08       1.346508074351e+16       2.809866357174e-07       2.263361355044e+36       2.117354788504e+27       9.610361240486e+25       1.735351028450e+23       5.208101542472e+35       1.736033847491e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.044911902860e+36       3.829083425890e+36       1.152514117799e+28       2.059263128708e+04       6.785464418852e-07       2.047950879265e+01 
       9.457236192166e+11       8.450986463685e-22       4.900903149974e-07       1.929694118671e+18       1.413888805262e+04       1.495033830742e-08       1.337148038084e+16       2.829535421666e-07       2.201080945601e+36       2.073505653242e+27       9.411336479857e+25       1.699412959693e+23       5.064791374273e+35       1.688263791424e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.016159295153e+36       3.723719391635e+36       1.128646248457e+28       2.042344971016e+04       7.754816478635e-07       1.791957019350e+01 
       9.391495722111e+11       8.569714372502e-22       4.935209290124e-07       1.902959441502e+18       1.413888805262e+04       1.505499067557e-08       1.327853066617e+16       2.849342169609e-07       2.140514292289e+36       2.030564607014e+27       9.216433401478e+25       1.664219146573e+23       4.925424639999e+35       1.641808213333e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       9.881978665367e+35       3.621254636002e+36       1.105272668233e+28       2.025616057630e+04       8.724168538408e-07       1.592850683861e+01 
       9.326212236455e+11       8.690110289709e-22       4.969751898898e-07       1.876595156177e+18       1.413888805261e+04       1.516037561029e-08       1.318622707663e+16       2.869287564788e-07       2.081614238065e+36       1.988512843845e+27       9.025566647806e+25       1.629754176007e+23       4.789892829060e+35       1.596630943020e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       9.610058463136e+35       3.521609380187e+36       1.082383140699e+28       2.009073101737e+04       9.693520598172e-07       1.433565615469e+01 
       9.261382558545e+11       8.812197649155e-22       5.004549166188e-07       1.850596131154e+18       1.413888805261e+04       1.526649823956e-08       1.309456512078e+16       2.889372577732e-07       2.024334923491e+36       1.947331947222e+27       8.838652629002e+25       1.596002954107e+23       4.658090416724e+35       1.552696805575e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       9.345620628442e+35       3.424706040643e+36       1.059967641417e+28       1.992712893612e+04       1.066287265793e-06       1.303241468603e+01 
