# Matter power spectrum P(k) at redshift z=0
# for k=1.0421e-05 to 1.4771 h/Mpc,
# number of wavenumbers equal to 614
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.042102178841e-05       5.040987482730e+01 
       2.326555790728e-05       1.096246420221e+02 
       3.615501150528e-05       1.679168441380e+02 
       4.912386650231e-05       2.258671410113e+02 
       6.220717400601e-05       2.838126541500e+02 
       7.544086309480e-05       3.420100727058e+02 
       8.886206148482e-05       4.006815143212e+02 
       1.025094303237e-04       4.600333976105e+02 
       1.164235173864e-04       5.202661842554e+02 
       1.306471329820e-04       5.815803373226e+02 
       1.452257528867e-04       6.441805095566e+02 
       1.602079525639e-04       7.082788458365e+02 
       1.756458767589e-04       7.740978340022e+02 
       1.915957482013e-04       8.418729357151e+02 
       2.081184185153e-04       9.118551276387e+02 
       2.252799633951e-04       9.843134265012e+02 
       2.431523225004e-04       1.059537435105e+03 
       2.618139821347e-04       1.137839918205e+03 
       2.813506953422e-04       1.219559391319e+03 
       3.018562292661e-04       1.305062677339e+03 
       3.234331230875e-04       1.394747353642e+03 
       3.461934312239e-04       1.489043972180e+03 
       3.702594153238e-04       1.588417887999e+03 
       3.957641347127e-04       1.693370473815e+03 
       4.228518683055e-04       1.804439433654e+03 
       4.516782821039e-04       1.922197857620e+03 
       4.824102364939e-04       2.047251590950e+03 
       5.152251090573e-04       2.180234433044e+03 
       5.503094954116e-04       2.321800655921e+03 
       5.878571482927e-04       2.472614354715e+03 
       6.280660308121e-04       2.633335249510e+03 
       6.711344013046e-04       2.804600767978e+03 
       7.172559209067e-04       2.987004578591e+03 
       7.666138831644e-04       3.181072206384e+03 
       8.193748018435e-04       3.387234924287e+03 
       8.756817419581e-04       3.605803680674e+03 
       9.356479116383e-04       3.836945302269e+03 
       9.993511132066e-04       4.080663445771e+03 
       1.066829647214e-03       4.336786648426e+03 
       1.138080154470e-03       4.604965260156e+03 
       1.213057675259e-03       4.884678129163e+03 
       1.291677937606e-03       5.175248663562e+03 
       1.373821613436e-03       5.475856765722e+03 
       1.459340061378e-03       5.785573308356e+03 
       1.477104874446e-03       5.849501272659e+03 
       1.548061949780e-03       6.103444413018e+03 
