# Matter power spectrum P(k) at redshift z=0
# for k=1.09832e-05 to 1.4771 h/Mpc,
# number of wavenumbers equal to 611
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.098323011996e-05       4.646709218280e+01 
       2.456609863059e-05       1.012293848456e+02 
       3.820196235635e-05       1.551540214109e+02 
       5.193162748028e-05       2.087929726873e+02 
       6.579664891404e-05       2.624723679249e+02 
       7.983974213527e-05       3.164442427581e+02 
       9.410520958009e-05       3.709293223041e+02 
       1.086393878414e-04       4.261347589306e+02 
       1.234911219658e-04       4.822634065197e+02 
       1.387122731757e-04       5.395195933427e+02 
       1.543582663150e-04       5.981132612650e+02 
       1.704886831533e-04       6.582632891908e+02 
       1.871679072897e-04       7.202002789754e+02 
       2.044658256238e-04       7.841697067204e+02 
       2.224585900278e-04       8.504338548575e+02 
       2.412294407036e-04       9.193178546773e+02 
       2.608695894089e-04       9.910428578806e+02 
       2.814791558649e-04       1.065977607297e+03 
       3.031681436911e-04       1.144585730497e+03 
       3.260574325438e-04       1.227048866349e+03 
       3.502797500845e-04       1.313878079362e+03 
       3.759805703595e-04       1.405519330246e+03 
       4.033188636791e-04       1.502449579071e+03 
       4.324675972034e-04       1.605178985896e+03 
       4.636138561061e-04       1.714267751179e+03 
       4.969584248303e-04       1.830153686197e+03 
       5.327146411634e-04       1.953978425463e+03 
       5.711063200286e-04       2.085427403326e+03 
       6.123645494383e-04       2.225747206209e+03 
       6.567232006885e-04       2.374906515529e+03 
       7.044130812671e-04       2.533694754842e+03 
       7.556548002151e-04       2.702532694586e+03 
       8.106506090063e-04       2.881382967267e+03 
       8.695757060313e-04       3.070733856734e+03 
       9.325697082770e-04       3.270669439518e+03 
       9.997291420844e-04       3.480603447723e+03 
       1.071101826599e-03       3.700417717794e+03 
       1.146683880547e-03       3.929718805278e+03 
       1.226419780167e-03       4.167867472198e+03 
       1.310205489570e-03       4.414037857822e+03 
       1.397894267954e-03       4.667602420965e+03 
       1.477104874446e-03       4.893069271694e+03 
       1.489304429660e-03       4.927435662628e+03 
       1.584228161605e-03       5.193093916901e+03 
       1.682440505337e-03       5.463415875918e+03 
       1.783707756016e-03       5.737562088908e+03 
       1.887794756863e-03       6.014829219829e+03 
       1.994470810898e-03       6.294392689400e+03 
       2.103514143470e-03       6.575325901758e+03 
       2.214715003793e-03       6.857507004628e+03 
       2.327877586896e-03       7.139989496862e+03 
       2.442820997860e-03       7.422440850559e+03 
       2.559379482563e-03       7.704259791823e+03 
       2.677402128266e-03       7.985129331961e+03 
       2.796752205129e-03       8.264570593314e+03 
       2.917306284670e-03       8.542372268063e+03 
       3.038953238176e-03       8.818276266847e+03 
       3.161593189676e-03       9.091946167540e+03 
       3.285136475078e-03       9.363415170192e+03 
       3.409502641281e-03       9.632257798765e+03 
       3.534619505791e-03       9.898509278525e+03 
       3.660422287884e-03       1.016205405447e+04 
       3.786852815679e-03       1.042254311454e+04 
       3.913858809126e-03       1.068014916302e+04 
       4.041393236032e-03       1.093461777919e+04 
       4.169413736633e-03       1.118593644470e+04 
       4.297882111331e-03       1.143405070300e+04 
       4.426763865857e-03       1.167884510122e+04 
       4.556027808186e-03       1.192025265056e+04 
       4.685645691715e-03       1.215833372884e+04 
       4.815591899606e-03       1.239294548037e+04 
       4.945843165608e-03       1.262417392338e+04 
       5.076378327093e-03       1.285205098629e+04 
       5.207178106520e-03       1.307645415711e+04 
       5.338224917928e-03       1.329739312606e+04 
       5.469502695439e-03       1.351485400439e+04 
       5.600996741143e-03       1.372893771657e+04 
       5.732693590021e-03       1.393963753272e+04 
       5.864580889854e-03       1.414659833632e+04 
       5.996647294339e-03       1.435059377438e+04 
       6.128882367821e-03       1.455125978357e+04 
       6.261276500283e-03       1.474854466751e+04 
       6.393820831378e-03       1.494260062612e+04 
       6.526507182444e-03       1.513371699729e+04 
       6.659327995599e-03       1.532085466799e+04 
       6.792276279080e-03       1.550812335755e+04 
       6.925345558136e-03       1.568919283495e+04 
       7.058529830838e-03       1.586746695416e+04 
       7.191823528273e-03       1.604218612442e+04 
       7.325221478627e-03       1.621413966545e+04 
       7.458718874737e-03       1.638252034794e+04 
       7.592311244746e-03       1.654848470117e+04 
       7.725994425516e-03       1.671084047871e+04 
       7.859764538526e-03       1.687000760608e+04 
       7.993617967985e-03       1.702765253922e+04 
       8.127551340930e-03       1.718105732438e+04 
       8.261561509114e-03       1.733148144569e+04 
       8.395645532508e-03       1.747822283562e+04 
       8.529800664240e-03       1.762375581543e+04 
       8.664024336849e-03       1.776640903547e+04 
       8.798314149710e-03       1.790517585792e+04 
       8.932667857527e-03       1.804121570654e+04 
       9.067083359797e-03       1.817464621570e+04 
       9.201558691138e-03       1.830519553910e+04 
       9.336092012413e-03       1.843505766193e+04 
       9.470681602580e-03       1.856093385788e+04 
       9.605325851189e-03       1.868551789052e+04 
       9.740023251481e-03       1.880565179551e+04 
       9.874772394026e-03       1.892138690322e+04 
       1.000957196086e-02       1.903890849309e+04 
       1.014442072009e-02       1.915075683402e+04 
       1.027931752085e-02       1.926153583980e+04 
       1.041426128875e-02       1.936860604164e+04 
       1.054925102157e-02       1.947404082905e+04 
       1.068428578530e-02       1.957689178702e+04 
       1.081936471051e-02       1.967716527641e+04 
       1.095448698894e-02       1.977580255314e+04 
       1.108965187039e-02       1.987069970235e+04 
       1.122485865976e-02       1.996248362464e+04 
       1.136010671441e-02       2.005330163199e+04 
       1.149539544159e-02       2.014278344275e+04 
       1.163072429616e-02       2.022853619631e+04 
       1.176609277841e-02       2.031637683524e+04 
       1.190150043206e-02       2.039789662983e+04 
       1.203694684237e-02       2.047853447644e+04 
       1.217243163447e-02       2.055599709754e+04 
       1.230795447166e-02       2.063105470314e+04 
       1.244351505399e-02       2.070375478141e+04 
       1.257911311684e-02       2.077455412149e+04 
       1.271474842963e-02       2.084765584704e+04 
       1.285042079462e-02       2.091421811190e+04 
       1.298613004581e-02       2.097869180941e+04 
       1.312187604790e-02       2.104474849353e+04 
       1.325765869532e-02       2.110569518210e+04 
       1.339347791138e-02       2.116516602194e+04 
       1.352933364741e-02       2.122248878706e+04 
       1.366522588202e-02       2.127696892995e+04 
       1.380115462040e-02       2.133359523292e+04 
       1.393711989368e-02       2.138510061930e+04 
       1.407312175833e-02       2.143466642009e+04 
       1.420916029560e-02       2.148389170622e+04 
       1.434523561105e-02       2.153022322055e+04 
       1.448134783408e-02       2.157400011960e+04 
       1.461749711751e-02       2.161749839662e+04 
       1.475368363719e-02       2.165931156810e+04 
       1.477104874446e-02       2.166436310090e+04 
       1.488990759171e-02       2.169979461201e+04 
       1.502616920206e-02       2.173700204922e+04 
       1.516246871134e-02       2.177245708909e+04 
       1.529880638457e-02       2.180872177663e+04 
       1.543518250845e-02       2.184211369251e+04 
       1.557159739119e-02       2.187257544758e+04 
       1.570805136235e-02       2.190269653242e+04 
       1.584454477272e-02       2.193012674964e+04 
       1.598107799423e-02       2.195796608090e+04 
       1.611765141987e-02       2.198274605288e+04 
       1.625426546363e-02       2.200528920026e+04 
       1.639092056047e-02       2.202968814027e+04 
       1.652761716634e-02       2.204961470643e+04 
       1.666435575817e-02       2.206931221876e+04 
       1.680113683391e-02       2.208578850352e+04 
       1.693796091260e-02       2.210272216087e+04 
       1.707482853444e-02       2.211834705272e+04 
       1.721174026088e-02       2.213160277626e+04 
       1.734869667475e-02       2.214208419930e+04 
       1.748569838038e-02       2.215386578290e+04 
       1.762274600376e-02       2.216278942570e+04 
       1.775984019269e-02       2.217175152053e+04 
       1.789698161702e-02       2.217798072626e+04 
       1.803417096878e-02       2.218361885411e+04 
       1.817140896249e-02       2.218809651231e+04 
       1.830869633531e-02       2.219102005011e+04 
       1.844603384737e-02       2.219166546946e+04 
       1.858342228200e-02       2.219326274669e+04 
       1.872086244604e-02       2.219196257971e+04 
       1.885835517015e-02       2.218931903343e+04 
       1.899590130911e-02       2.218570774640e+04 
       1.913350174221e-02       2.218301792753e+04 
       1.927115737354e-02       2.217713848199e+04 
       1.940886913245e-02       2.217024054038e+04 
       1.954663797386e-02       2.216242128785e+04 
       1.968446487872e-02       2.215313196019e+04 
       1.982235085443e-02       2.214463032709e+04 
       1.996029693529e-02       2.213387141943e+04 
       2.009830418294e-02       2.212132452221e+04 
       2.023637368685e-02       2.210806558679e+04 
       2.037450656485e-02       2.209472561778e+04 
       2.051270396360e-02       2.207959823049e+04 
       2.065096705917e-02       2.206353755226e+04 
       2.078929705756e-02       2.204649898055e+04 
       2.092769519532e-02       2.202818649167e+04 
       2.106616274010e-02       2.200903251762e+04 
       2.120470099128e-02       2.198891722207e+04 
       2.134331128065e-02       2.196932476341e+04 
       2.148199497298e-02       2.194815007730e+04 
       2.162075346680e-02       2.192562633976e+04 
       2.175958819504e-02       2.190224088349e+04 
       2.189850062575e-02       2.187745758577e+04 
       2.203749226291e-02       2.185254997208e+04 
       2.217656464712e-02       2.182697303517e+04 
       2.231571935646e-02       2.179957915628e+04 
       2.245495800730e-02       2.177186516618e+04 
       2.259428225512e-02       2.174420634808e+04 
       2.273369379541e-02       2.171436559991e+04 
       2.287319436456e-02       2.168396866034e+04 
       2.301278574082e-02       2.165297301829e+04 
       2.315246974520e-02       2.162243411198e+04 
       2.329224824252e-02       2.158960041580e+04 
       2.343212314239e-02       2.155701829815e+04 
       2.357209640027e-02       2.152379154655e+04 
       2.371217001858e-02       2.148884002959e+04 
       2.385234604776e-02       2.145372378002e+04 
       2.399262658750e-02       2.141773900452e+04 
       2.413301378785e-02       2.138118995549e+04 
       2.427350985049e-02       2.134377786481e+04 
       2.441411702999e-02       2.130661278887e+04 
       2.455483763510e-02       2.126796580648e+04 
       2.469567403011e-02       2.122976352512e+04 
       2.483662863619e-02       2.118978955445e+04 
       2.497770393291e-02       2.114980816887e+04 
       2.511890245960e-02       2.110869722862e+04 
       2.526022681697e-02       2.106753931705e+04 
       2.540167966862e-02       2.102572885071e+04 
       2.554326374270e-02       2.098332387683e+04 
       2.568498183353e-02       2.094036670499e+04 
       2.582683680338e-02       2.089665570988e+04 
       2.596883158422e-02       2.085300862832e+04 
       2.611096917956e-02       2.080846168352e+04 
       2.625325266638e-02       2.076292355122e+04 
       2.639568519705e-02       2.071764852771e+04 
       2.653827000138e-02       2.067138679755e+04 
       2.668101038871e-02       2.062527526104e+04 
       2.682390975006e-02       2.057859138008e+04 
       2.696697156042e-02       2.053111374573e+04 
       2.711019938096e-02       2.048319824604e+04 
       2.725359686154e-02       2.043474423370e+04 
       2.739716774309e-02       2.038622017289e+04 
       2.754091586019e-02       2.033675372209e+04 
       2.768484514375e-02       2.028780033190e+04 
       2.782895962371e-02       2.023789760581e+04 
       2.797326343187e-02       2.018763227834e+04 
       2.811776080484e-02       2.013735439896e+04 
       2.826245608707e-02       2.008636323953e+04 
       2.840735373399e-02       2.003490806505e+04 
       2.855245831526e-02       1.998290870394e+04 
       2.869777451817e-02       1.993114222117e+04 
       2.884330715110e-02       1.987892701563e+04 
       2.898906114716e-02       1.982611749821e+04 
       2.913504156796e-02       1.977270429594e+04 
       2.928125360751e-02       1.971961485183e+04 
       2.942770259622e-02       1.966621482535e+04 
       2.957439400515e-02       1.961230786592e+04 
       2.972133345034e-02       1.955806757564e+04 
       2.986852669733e-02       1.950369163094e+04 
       3.001597966585e-02       1.944865081339e+04 
       3.016369843473e-02       1.939421015678e+04 
       3.031168924693e-02       1.933851666398e+04 
       3.045995851483e-02       1.928351141485e+04 
       3.060851282570e-02       1.922767048085e+04 
       3.075735894741e-02       1.917172227189e+04 
       3.090650383433e-02       1.911562534730e+04 
       3.105595463354e-02       1.905922707842e+04 
       3.120571869122e-02       1.900246447535e+04 
       3.135580355934e-02       1.894579465917e+04 
       3.150621700264e-02       1.888868763114e+04 
       3.165696700587e-02       1.883143593380e+04 
       3.180806178140e-02       1.877431377005e+04 
       3.195950977704e-02       1.871650031832e+04 
       3.211131968435e-02       1.865899026360e+04 
       3.226350044716e-02       1.860090571694e+04 
       3.241606127061e-02       1.854288818291e+04 
       3.256901163042e-02       1.848468091185e+04 
       3.272236128278e-02       1.842616952694e+04 
       3.287612027448e-02       1.836784771421e+04 
       3.303029895367e-02       1.830882716319e+04 
       3.318490798099e-02       1.825056438037e+04 
       3.333995834130e-02       1.819133710918e+04 
       3.349546135590e-02       1.813210885729e+04 
       3.365142869538e-02       1.807311247179e+04 
       3.380787239304e-02       1.801391362187e+04 
       3.396480485897e-02       1.795451447693e+04 
       3.412223889484e-02       1.789507401453e+04 
       3.428018770933e-02       1.783561790192e+04 
       3.443866493448e-02       1.777543819390e+04 
       3.459768464266e-02       1.771580010537e+04 
       3.475726136460e-02       1.765602879989e+04 
       3.491741010817e-02       1.759585434943e+04 
       3.507814637824e-02       1.753590221281e+04 
       3.523948619750e-02       1.747569219384e+04 
       3.540144612849e-02       1.741517691550e+04 
       3.556404329661e-02       1.735505392941e+04 
       3.572729541459e-02       1.729425205358e+04 
       3.589122080811e-02       1.723421019753e+04 
       3.605583844294e-02       1.717353959160e+04 
       3.622116795354e-02       1.711297321010e+04 
       3.638722967324e-02       1.705229988164e+04 
       3.655404466621e-02       1.699159573611e+04 
       3.672163476121e-02       1.693082514499e+04 
       3.689002258730e-02       1.686968717540e+04 
       3.705923161166e-02       1.680882886391e+04 
       3.722928617967e-02       1.674803099893e+04 
       3.740021155739e-02       1.668682992685e+04 
       3.757203397659e-02       1.662564207412e+04 
       3.774478068263e-02       1.656473353797e+04 
       3.791847998524e-02       1.650350453066e+04 
       3.809316131254e-02       1.644216276132e+04 
