# Matter power spectrum P(k) at redshift z=0
# for k=1.04489e-05 to 1.48025 h/Mpc,
# number of wavenumbers equal to 610
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.044889052359e-05       4.953404348599e+01 
       2.353250953764e-05       1.086343176615e+02 
       3.666314006555e-05       1.668103837246e+02 
       4.987723299491e-05       2.246562917744e+02 
       6.321185692224e-05       2.825366339831e+02 
       7.670503912403e-05       3.407273797444e+02 
       9.039611770381e-05       3.993700917804e+02 
       1.043261097374e-04       4.587264580769e+02 
       1.185381002745e-04       5.190037441021e+02 
       1.330776570895e-04       5.804098325553e+02 
       1.479932760733e-04       6.431575502112e+02 
       1.633368620803e-04       7.074681135673e+02 
       1.791642498150e-04       7.735964447945e+02 
       1.955357688902e-04       8.417467406583e+02 
       2.125168563774e-04       9.122030614935e+02 
       2.301787188573e-04       9.852487130217e+02 
       2.485990439444e-04       1.061189335624e+03 
       2.678627582543e-04       1.140355662825e+03 
       2.880628244570e-04       1.223106279943e+03 
       3.093010640367e-04       1.310350112839e+03 
       3.316889841928e-04       1.401529870603e+03 
       3.553485765101e-04       1.497551496873e+03 
       3.804130411803e-04       1.598901761427e+03 
       4.070273734470e-04       1.706127954892e+03 
       4.353487287423e-04       1.820131431880e+03 
       4.655464605495e-04       1.940861164198e+03 
       4.978017023537e-04       2.069646794069e+03 
       5.323063456404e-04       2.206727629122e+03 
       5.692612552811e-04       2.353492039347e+03 
       6.088735693042e-04       2.509016568412e+03 
       6.513529610182e-04       2.675844748413e+03 
       6.969068065831e-04       2.852913972421e+03 
       7.457343061515e-04       3.042265618511e+03 
       7.980197499894e-04       3.243479231272e+03 
       8.539252891866e-04       3.457388076023e+03 
       9.135837361310e-04       3.684198555065e+03 
       9.770920433690e-04       3.923510224832e+03 
       1.044506148145e-03       4.175791207518e+03 
       1.115837792523e-03       4.440498590702e+03 
       1.191053730816e-03       4.717051149665e+03 
       1.270077447111e-03       5.004707316383e+03 
       1.352793185880e-03       5.303006423116e+03 
       1.439051819053e-03       5.610568890454e+03 
       1.480253419385e-03       5.756325531596e+03 
       1.528677892303e-03       5.926613793064e+03 
       1.621477138786e-03       6.250218842557e+03 
       1.717243811918e-03       6.580297651338e+03 
       1.815767334085e-03       6.915569529781e+03 
       1.916837939627e-03       7.255090766902e+03 
       2.020251166527e-03       7.597782633137e+03 
       2.125811194932e-03       7.942721457553e+03 
