# Matter power spectrum P(k) at redshift z=0
# for k=1.04489e-05 to 1.48025 h/Mpc,
# number of wavenumbers equal to 610
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.044889052359e-05       5.002982452662e+01 
       2.353250953764e-05       1.097216878868e+02 
       3.666314006555e-05       1.684802304213e+02 
       4.987723299491e-05       2.269002811420e+02 
       6.321185692224e-05       2.853354995170e+02 
       7.670503912403e-05       3.440046672131e+02 
       9.039611770381e-05       4.032128250056e+02 
       1.043261097374e-04       4.631422102090e+02 
       1.185381002745e-04       5.240022312067e+02 
       1.330776570895e-04       5.860029428987e+02 
       1.479932760733e-04       6.493594206693e+02 
       1.633368620803e-04       7.142952458090e+02 
       1.791642498150e-04       7.810709094940e+02 
       1.955357688902e-04       8.498877849990e+02 
       2.125168563774e-04       9.210354512589e+02 
       2.301787188573e-04       9.948004384468e+02 
       2.485990439444e-04       1.071491928870e+03 
       2.678627582543e-04       1.151444565521e+03 
       2.880628244570e-04       1.235021266357e+03 
       3.093010640367e-04       1.322767871638e+03 
       3.316889841928e-04       1.414816913239e+03 
       3.553485765101e-04       1.511821189404e+03 
       3.804130411803e-04       1.614187795997e+03 
       4.070273734470e-04       1.722504141328e+03 
       4.353487287423e-04       1.837275393815e+03 
       4.655464605495e-04       1.959245719383e+03 
       4.978017023537e-04       2.089163563468e+03 
       5.323063456404e-04       2.227285262035e+03 
       5.692612552811e-04       2.374650733168e+03 
       6.088735693042e-04       2.531814932290e+03 
       6.513529610182e-04       2.699584143844e+03 
       6.969068065831e-04       2.878384352014e+03 
       7.457343061515e-04       3.069200249421e+03 
       7.980197499894e-04       3.272126779608e+03 
       8.539252891866e-04       3.487748526898e+03 
       9.135837361310e-04       3.716025195094e+03 
       9.770920433690e-04       3.957469661876e+03 
       1.044506148145e-03       4.211432166437e+03 
       1.115837792523e-03       4.478302077135e+03 
       1.191053730816e-03       4.756948545374e+03 
       1.270077447111e-03       5.047157187119e+03 
       1.352793185880e-03       5.348015870155e+03 
       1.439051819053e-03       5.658342790624e+03 
       1.480253419385e-03       5.805304069625e+03 
       1.528677892303e-03       5.977276899490e+03 
       1.621477138786e-03       6.303812877381e+03 
       1.717243811918e-03       6.636803752655e+03 
       1.815767334085e-03       6.975093244923e+03 
       1.916837939627e-03       7.317772906703e+03 
       2.020251166527e-03       7.663638731697e+03 
       2.125811194932e-03       8.011969805347e+03 
       2.233333130157e-03       8.361725773182e+03 
       2.342644384183e-03       8.712304463696e+03 
       2.453585330734e-03       9.062785026295e+03 
       2.566009405558e-03       9.412555816609e+03 
       2.679782805383e-03       9.755937643820e+03 
       2.794783914183e-03       1.012619355189e+04 
       2.910902559091e-03       1.045130596034e+04 
