# Matter power spectrum P(k) at redshift z=3
# for k=1.045e-05 to 1.48025 h/Mpc,
# number of wavenumbers equal to 614
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.045004331675e-05       4.979502849494e+00 
       2.333046840362e-05       1.082883679873e+01 
       3.625618775129e-05       1.658721223858e+01 
       4.926197626919e-05       2.231210436069e+01 
       6.238318401140e-05       2.803693438068e+01 
       7.565605135751e-05       3.378718410726e+01 
       8.911803427094e-05       3.958492875318e+01 
       1.028081439604e-04       4.545070387983e+01 
       1.167673053030e-04       5.140447061165e+01 
       1.310387384222e-04       5.746620734630e+01 
       1.456683678179e-04       6.365632695107e+01 
       1.607052633881e-04       6.999600685503e+01 
       1.762021175030e-04       7.650747499329e+01 
       1.922157619213e-04       8.321427454601e+01 
       2.088077276795e-04       9.014152039236e+01 
       2.260448500102e-04       9.731615457831e+01 
       2.439999186749e-04       1.047672044600e+02 
       2.627523716252e-04       1.125260443633e+02 
       2.823890263512e-04       1.206266589569e+02 
       3.030048383107e-04       1.291059036728e+02 
       3.247036690810e-04       1.380037541268e+02 
       3.475990379266e-04       1.473635323812e+02 
       3.718148189621e-04       1.572320928736e+02 
       3.974858317456e-04       1.676599448493e+02 
       4.247582559975e-04       1.787012812507e+02 
       4.537897817251e-04       1.904138765673e+02 
       4.847493857078e-04       2.028588088289e+02 
       5.178166066123e-04       2.160999549620e+02 
       5.531801780731e-04       2.302032059743e+02 
       5.910358777631e-04       2.452353514464e+02 
       6.315834681766e-04       2.612625946129e+02 
       6.750226495051e-04       2.783486829661e+02 
       7.215480230226e-04       2.965526768569e+02 
       7.713431765871e-04       3.159264296947e+02 
       8.245741455005e-04       3.365119138032e+02 
       8.813826538643e-04       3.583385865592e+02 
       9.418796738537e-04       3.814210382854e+02 
       1.006139916181e-03       4.057571806920e+02 
       1.074197850848e-03       4.313272095735e+02 
       1.146045735942e-03       4.580935038335e+02 
       1.221633913732e-03       4.860015134373e+02 
       1.300873356859e-03       5.149815628432e+02 
       1.383640171541e-03       5.449513818841e+02 
