# Matter power spectrum P(k) at redshift z=3
# for k=1.04401e-05 to 1.48025 h/Mpc,
# number of wavenumbers equal to 610
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.044009177906e-05       4.996989972698e+00 
       2.351670044935e-05       1.096085941240e+01 
       3.664023640594e-05       1.683149618726e+01 
       4.984709169325e-05       2.266854927436e+01 
       6.317427433263e-05       2.850671907729e+01 
       7.665974837288e-05       3.437253418988e+01 
       9.034278507427e-05       4.028904341912e+01 
       1.042643300301e-04       4.627774699885e+01 
       1.184673910662e-04       5.235959755078e+01 
       1.329974517928e-04       5.855561697050e+01 
       1.479029156839e-04       6.488733459917e+01 
       1.632355854798e-04       7.137713680280e+01 
       1.790511824837e-04       7.804857222882e+01 
       1.954099098730e-04       8.492663636092e+01 
       2.123770633381e-04       9.203804861811e+01 
       2.300236910631e-04       9.941152936583e+01 
       2.484273030391e-04       1.070780803244e+02 
       2.676726267163e-04       1.150712687531e+02 
       2.878524017089e-04       1.234275127824e+02 
       3.090682002806e-04       1.321881567681e+02 
       3.314312522111e-04       1.413926353073e+02 
       3.550632419066e-04       1.510892391221e+02 
       3.800970318608e-04       1.613283649239e+02 
       4.066772495679e-04       1.721643352708e+02 
       4.349606548944e-04       1.836553917073e+02 
       4.651161825988e-04       1.958635292943e+02 
       4.973245320832e-04       2.088541201102e+02 
       5.317771570782e-04       2.226967129441e+02 
       5.686744972129e-04       2.374570072201e+02 
       6.082232987923e-04       2.532089689162e+02 
       6.506329025133e-04       2.699919857633e+02 
       6.961104401740e-04       2.879428231195e+02 
       7.448549864116e-04       3.070618148609e+02 
       7.970508536835e-04       3.274134289120e+02 
       8.528603860056e-04       3.490305208816e+02 
       9.124167721928e-04       3.719368694075e+02 
       9.758175233792e-04       3.961569361317e+02 
       1.043119299923e-03       4.216760503621e+02 
       1.114334697960e-03       4.484501123960e+02 
       1.189431410554e-03       4.764180787152e+02 
       1.268333891910e-03       5.055506378323e+02 
       1.350927334461e-03       5.357363504560e+02 
       1.437063488801e-03       5.668987850880e+02 
       1.480253419385e-03       5.823942037659e+02 
       1.526567674019e-03       5.989127774166e+02 
