# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)n_ncdm[0]          13:(.)rho_ncdm[0]        14:(.)p_ncdm[0]          15:(.)n_ncdm[1]          16:(.)rho_ncdm[1]        17:(.)p_ncdm[1]          18:(.)rho_lambda         19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_dcdm           22:(.)rho_dr             23:gr.fac. D             24:gr.fac. f          
       9.999999999990e+11       7.555867752667e-22       4.633275239030e-07       2.158298610861e+18       1.418436699466e+04       1.418436699466e-08       1.418436699466e+16       2.675024977009e-07       2.751560535470e+36       2.451390603497e+27       1.112650056054e+25       2.009121583218e+23       6.331470950076e+35       2.110490316692e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.513140662029e-08       1.273545247419e+36       4.658252893644e+36       1.328504166928e+28       1.309279337465e+04       7.021754683101e-18       2.000000000000e+12 
       9.930486593833e+11       7.662020138725e-22       4.665707820095e-07       2.128396764738e+18       1.418436699466e+04       1.428365756362e-08       1.408576662826e+16       2.693750151842e-07       2.675846458098e+36       2.400623788821e+27       1.089607747286e+25       1.967513892084e+23       6.157249276516e+35       2.052416425505e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.513140662029e-08       1.238501386978e+36       4.530072788149e+36       1.300991650260e+28       1.298281412554e+04       9.796209684951e-08       1.433565615445e+02 
       9.861456399039e+11       7.769663859652e-22       4.698376869783e-07       2.098909189560e+18       1.418436699466e+04       1.438364316657e-08       1.398785166659e+16       2.712606402898e-07       2.602215788101e+36       2.350908324129e+27       1.067042630777e+25       1.926767871034e+23       5.987821621877e+35       1.995940540626e+35       4.516804897809e+03       4.064910694114e+03       1.658730686845e+01       3.513140662029e-08       1.204421820627e+36       4.405419786017e+36       1.274048901148e+28       1.287412128438e+04       1.959241936909e-07       7.167828077442e+01 
       9.792906056642e+11       7.878819867214e-22       4.731264198199e-07       2.069830145865e+18       1.418436699465e+04       1.448432866873e-08       1.389061734517e+16       2.731594647711e-07       2.530611196823e+36       2.302222436599e+27       1.044944824165e+25       1.886865675401e+23       5.823056070211e+35       1.941018690070e+35       6.665968128254e+03       5.998785196805e+03       2.430041211940e+01       3.513140662029e-08       1.171280014099e+36       4.284196832733e+36       1.247664120052e+28       1.276669154778e+04       2.938862905311e-07       4.778552051658e+01 
       9.724832231024e+11       7.989509407525e-22       4.764387995237e-07       2.041153973713e+18       1.418436699465e+04       1.458571896941e-08       1.379405893264e+16       2.750715810238e-07       2.460976933108e+36       2.254544804313e+27       1.023304649743e+25       1.847789830072e+23       5.662824335471e+35       1.887608111824e+35       6.527919965663e+03       5.874059426069e+03       2.346944679542e+01       3.513140662029e-08       1.139050163268e+36       4.166309544406e+36       1.221825751793e+28       1.266050216949e+04       3.918483873702e-07       3.583914038745e+01 
       9.657231609756e+11       8.101754025186e-22       4.797730071004e-07       2.012875091576e+18       1.418436699465e+04       1.468781900219e-08       1.369817173052e+16       2.769970820903e-07       2.393258779892e+36       2.207854546915e+27       1.002112630227e+25       1.809523221833e+23       5.507001661628e+35       1.835667220543e+35       1.081599530080e+04       9.732585670229e+03       3.885981188845e+01       3.513140662029e-08       1.107707174051e+36       4.051666134289e+36       1.196522480491e+28       1.255553094570e+04       4.898104842083e-07       2.867131230991e+01 
       9.590100903431e+11       8.215575567479e-22       4.831308615394e-07       1.984987995256e+18       1.418436699464e+04       1.479063373520e-08       1.360295107301e+16       2.789360616641e-07       2.327404011990e+36       2.162131216469e+27       9.813594845994e+24       1.772049091874e+23       5.355466725536e+35       1.785155575179e+35       1.278826108146e+04       1.150679473891e+04       4.561437801118e+01       3.513140662029e-08       1.077226642876e+36       3.940177341309e+36       1.171743224612e+28       1.245175620066e+04       5.877725810453e-07       2.389276025819e+01 
       9.523436845512e+11       8.330996188619e-22       4.865141818300e-07       1.957487256809e+18       1.418436699464e+04       1.489416817135e-08       1.350839232672e+16       2.808886140950e-07       2.263361355044e+36       2.117354788504e+27       9.610361240486e+24       1.735351028450e+23       5.208101542472e+35       1.736033847491e+35       1.688540704303e+04       1.519333036367e+04       6.019535995225e+01       3.513140662029e-08       1.047584837677e+36       3.831756360570e+36       1.147477132114e+28       1.234915677274e+04       6.857346778812e-07       2.047950879266e+01 
       9.457236192166e+11       8.448038354063e-22       4.899193299934e-07       1.930367523496e+18       1.418436699464e+04       1.499842734854e-08       1.341449089048e+16       2.828548343928e-07       2.201080945601e+36       2.073505653242e+27       9.411336479857e+24       1.699412959693e+23       5.064791374273e+35       1.688263791424e+35       1.653572049007e+04       1.487746059760e+04       5.813684414330e+01       3.513140662029e-08       1.018758679418e+36       3.726318775767e+36       1.123713575695e+28       1.224771200085e+04       7.836967747161e-07       1.791957019351e+01 
       9.391495722111e+11       8.566724844888e-22       4.933481250191e-07       1.903623516733e+18       1.418436699463e+04       1.510341633998e-08       1.332124219511e+16       2.848348182327e-07       2.140514292289e+36       2.030564607014e+27       9.216433401478e+24       1.664219146573e+23       4.925424639999e+35       1.641808213333e+35       1.834405104304e+04       1.650375942035e+04       6.403991832907e+01       3.513140662029e-08       9.907257241253e+35       3.623782493459e+36       1.100442148136e+28       1.214740171122e+04       8.816588715500e-07       1.592850683862e+01 
       9.326212236455e+11       8.687078762222e-22       4.968023858964e-07       1.877250031070e+18       1.418436699463e+04       1.520914025436e-08       1.322864170318e+16       2.868286619595e-07       2.081614238065e+36       1.988512843845e+27       9.025566647806e+24       1.629754176007e+23       4.789892829060e+35       1.596630943020e+35       2.223580593114e+04       2.000506108687e+04       7.760694379981e+01       3.513140662029e-08       9.634641454088e+35       3.524067679153e+36       1.077652657748e+28       1.204820620460e+04       9.796209683829e-07       1.433565615470e+01 
       9.261382558545e+11       8.809123531738e-22       5.002802936360e-07       1.851241933175e+18       1.418436699463e+04       1.531560423613e-08       1.313668490882e+16       2.888364625923e-07       2.024334923491e+36       1.947331947222e+27       8.838652629002e+24       1.596002954107e+23       4.658090416724e+35       1.552696805575e+35       2.177531585776e+04       1.958918893249e+04       7.495287557751e+01       3.513140662029e-08       9.369527174718e+35       3.427096695145e+36       1.055335123903e+28       1.195010624372e+04       1.077583065215e-06       1.303241468604e+01 
       9.197003533808e+11       8.932882908220e-22       5.037818482378e-07       1.825594160833e+18       1.418436699462e+04       1.542281346578e-08       1.304536733745e+16       2.908583178295e-07       1.968631751037e+36       1.907003882026e+27       8.655609486319e+24       1.562950699571e+23       4.529914781963e+35       1.509971593988e+35       2.343059631002e+04       2.107744716684e+04       8.009313521823e+01       3.513140662029e-08       9.111707985824e+35       3.332794040067e+36       1.033479772666e+28       1.185308304113e+04       1.175545162046e-06       1.194638012882e+01 
