#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:eta_prime             14:h_prime               15:phi_prime             16:delta_ur              17:theta_ur              18:shear_ur              19:delta_cdm             20:theta_cdm             21:delta_ncdm[0]         22:theta_ncdm[0]         23:shear_ncdm[0]         24:cs2_ncdm[0]           25:w_p[0]                26:w_theta[0]            27:pi_ncdm[0]            28:k_fss_wdm[0]          29:w_trial_1             30:w_trial_2             31:delta_dcdm            32:theta_dcdm            33:delta_dr              34:theta_dr              35:shear_dr           
       2.545550263084e-04       9.979057627514e+01       3.042728378899e+00      -1.272051205881e-01      -1.841122796020e-03      -4.878864282098e-03      -1.528650777082e-05      -9.758546067143e-04       2.282092544401e+00      -1.273444259138e-01       6.902525949193e-02       6.775849966232e-02      -1.848009429826e-03       2.011923117998e-01      -3.973718904947e-04      -5.155863659598e-02      -9.890284736391e-02      -6.925708807051e-02      -1.071022058365e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.071022058365e+01       0.000000000000e+00      -5.291670459451e+00      -2.374865992646e-01      -4.787998008653e-01 
       2.547814785391e-04       9.986747446158e+01       3.045433047543e+00      -1.266882578465e-01      -1.818209058434e-03      -4.823421367525e-03      -1.514565846951e-05      -9.647654445516e-04       2.284131783612e+00      -1.268282241638e-01       6.897638788289e-02       6.772816044887e-02      -1.839500790061e-03       2.010783669422e-01      -3.917074532835e-04      -5.173154106910e-02      -9.885986208747e-02      -6.836420079176e-02      -1.071795405424e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.071795405424e+01       0.000000000000e+00      -5.291173502199e+00      -2.375421647137e-01      -4.794568907095e-01 
       2.550083806292e-04       9.994450952618e+01       3.048095229831e+00      -1.261701821075e-01      -1.795145428814e-03      -4.767610598655e-03      -1.500316666530e-05      -9.536027008391e-04       2.286139228108e+00      -1.263108099431e-01       6.892800950103e-02       6.769820303088e-02      -1.831003688448e-03       2.009644761472e-01      -3.860574347477e-04      -5.190328497618e-02      -9.881752010072e-02      -6.747449142148e-02      -1.072569690251e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.072569690251e+01       0.000000000000e+00      -5.290674945316e+00      -2.375975160545e-01      -4.801135670365e-01 
       2.552357339893e-04       1.000216818629e+02       3.050714643619e+00      -1.256508971840e-01      -1.771931365550e-03      -4.711430616253e-03      -1.485901990184e-05      -9.423661036093e-04       2.288114666559e+00      -1.257921870436e-01       6.888012495609e-02       6.766862766740e-02      -1.822518182120e-03       2.008506405741e-01      -3.804218790153e-04      -5.207380060690e-02      -9.877582105033e-02      -6.658800006119e-02      -1.073344915455e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.073344915455e+01       0.000000000000e+00      -5.290174804062e+00      -2.376526533216e-01      -4.807698246552e-01 
       2.554635400357e-04       1.000989918674e+02       3.053291005742e+00      -1.251304069581e-01      -1.748566327801e-03      -4.654880062310e-03      -1.471320564999e-05      -9.310553811399e-04       2.290057886867e+00      -1.252723593262e-01       6.883273488140e-02       6.763943464283e-02      -1.814044330737e-03       2.007368613251e-01      -3.748008330740e-04      -5.224301999038e-02      -9.873476453461e-02      -6.570476687054e-02      -1.074121083661e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.074121083661e+01       0.000000000000e+00      -5.289673093558e+00      -2.377075765462e-01      -4.814256583483e-01 
       2.556918001911e-04       1.001764399368e+02       3.055824032027e+00      -1.246087153820e-01      -1.725049776263e-03      -4.597957580385e-03      -1.456571130752e-05      -9.196702620196e-04       2.291968676178e+00      -1.247513307210e-01       6.878583992353e-02       6.761062425725e-02      -1.805582195669e-03       2.006231394654e-01      -3.691943457969e-04      -5.241087489550e-02      -9.869435010306e-02      -6.482483206565e-02      -1.074898197506e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.074898197506e+01       0.000000000000e+00      -5.289169828880e+00      -2.377622857601e-01      -4.820810628797e-01 
       2.559205158841e-04       1.002540264698e+02       3.058313437290e+00      -1.240858264782e-01      -1.701381172995e-03      -4.540661815990e-03      -1.441652419923e-05      -9.082104752279e-04       2.293846820878e+00      -1.242291052287e-01       6.873944071346e-02       6.758219679923e-02      -1.797131837733e-03       2.005094760824e-01      -3.636024652795e-04      -5.257729683470e-02      -9.865457725591e-02      -6.394823591646e-02      -1.075676259644e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.075676259644e+01       0.000000000000e+00      -5.288665025267e+00      -2.378167810048e-01      -4.827360330138e-01 
       2.561496885496e-04       1.003317518668e+02       3.060758935339e+00      -1.235617443403e-01      -1.677559981126e-03      -4.482991416790e-03      -1.426563157722e-05      -8.966757501728e-04       2.295692106598e+00      -1.237056869204e-01       6.869353786572e-02       6.755415254508e-02      -1.788693317142e-03       2.003958722872e-01      -3.580252387713e-04      -5.274221706898e-02      -9.861544544372e-02      -6.307501874378e-02      -1.076455272743e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.076455272743e+01       0.000000000000e+00      -5.288158698122e+00      -2.378710623316e-01      -4.833905635163e-01 
       2.563793196285e-04       1.004096165298e+02       3.063160238973e+00      -1.230364731336e-01      -1.653585664683e-03      -4.424945032650e-03      -1.411302062088e-05      -8.850658167013e-04       2.297504318211e+00      -1.231810799388e-01       6.864813197821e-02       6.752649175867e-02      -1.780266693499e-03       2.002823292156e-01      -3.524627126700e-04      -5.290556661306e-02      -9.857695406692e-02      -6.220522091637e-02      -1.077235239485e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.077235239485e+01       0.000000000000e+00      -5.287650863014e+00      -2.379251298024e-01      -4.840446491542e-01 
       2.566094105683e-04       1.004876208624e+02       3.065517059985e+00      -1.225100170957e-01      -1.629457688484e-03      -4.366521315619e-03      -1.395867843686e-05      -8.733804050962e-04       2.299283239837e+00      -1.226552884988e-01       6.860322363199e-02       6.749921469125e-02      -1.771852025792e-03       2.001688480284e-01      -3.469149325161e-04      -5.306727624062e-02      -9.853910247534e-02      -6.133888284782e-02      -1.078016162569e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.078016162569e+01       0.000000000000e+00      -5.287141535671e+00      -2.379789834894e-01      -4.846982846961e-01 
       2.568399628225e-04       1.005657652698e+02       3.067829109166e+00      -1.219823805373e-01      -1.605175518081e-03      -4.307718919879e-03      -1.380259205870e-05      -8.616192460656e-04       2.301028654840e+00      -1.221283168876e-01       6.855881339107e-02       6.747232158127e-02      -1.763449372394e-03       2.000554299120e-01      -3.413819429866e-04      -5.322727648973e-02      -9.850188996782e-02      -6.047604499352e-02      -1.078798044708e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.078798044708e+01       0.000000000000e+00      -5.286630731981e+00      -2.380326234750e-01      -4.853514649120e-01 
       2.570709778510e-04       1.006440501589e+02       3.070096096298e+00      -1.214535678426e-01      -1.580738619772e-03      -4.248536501691e-03      -1.364474844637e-05      -8.497820707318e-04       2.302740345830e+00      -1.216001694661e-01       6.851490180892e-02       6.744581266062e-02      -1.755058791575e-03       1.999420760649e-01      -3.358637885027e-04      -5.338549766822e-02      -9.846531579174e-02      -5.961674784756e-02      -1.079580888631e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.079580888631e+01       0.000000000000e+00      -5.286118467936e+00      -2.380860498502e-01      -4.860041845692e-01 
       2.573024571198e-04       1.007224759382e+02       3.072317730168e+00      -1.209235834699e-01      -1.556146461184e-03      -4.188972719453e-03      -1.348513448581e-05      -8.378686106441e-04       2.304418094667e+00      -1.210708506686e-01       6.847148946881e-02       6.741968819294e-02      -1.746680344605e-03       1.998287876129e-01      -3.303605169058e-04      -5.354186985634e-02      -9.842937914260e-02      -5.876103194021e-02      -1.080364697081e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.080364697081e+01       0.000000000000e+00      -5.285604759343e+00      -2.381392627007e-01      -4.866564384054e-01 
       2.575344021016e-04       1.008010430179e+02       3.074493718568e+00      -1.203924319523e-01      -1.531398511918e-03      -4.129026234117e-03      -1.332373698872e-05      -8.258785978604e-04       2.306061682467e+00      -1.205403650041e-01       6.842857695712e-02       6.739394844840e-02      -1.738314093700e-03       1.997155656641e-01      -3.248721770235e-04      -5.369632290811e-02      -9.839407916355e-02      -5.790893783581e-02      -1.081149472819e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.081149472819e+01       0.000000000000e+00      -5.285089622031e+00      -2.381922621161e-01      -4.873082211472e-01 
       2.577668142754e-04       1.008797518099e+02       3.076623768297e+00      -1.198601178984e-01      -1.506494243266e-03      -4.068695709557e-03      -1.316054269282e-05      -8.138117650225e-04       2.307670889600e+00      -1.200087170564e-01       6.838616484327e-02       6.736859368466e-02      -1.729960100485e-03       1.996024113507e-01      -3.193988168500e-04      -5.384878645630e-02      -9.835941494496e-02      -5.706050612970e-02      -1.081935218619e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.081935218619e+01       0.000000000000e+00      -5.284573072001e+00      -2.382450481966e-01      -4.879595275242e-01 
       2.579996951266e-04       1.009586027276e+02       3.078707585168e+00      -1.193266459928e-01      -1.481433127944e-03      -4.007979812749e-03      -1.299553826208e-05      -8.016678453908e-04       2.309245495694e+00      -1.194759114853e-01       6.834425367943e-02       6.734362414660e-02      -1.721618425982e-03       1.994893258299e-01      -3.139404835324e-04      -5.399918991824e-02      -9.832538552401e-02      -5.621577744485e-02      -1.082721937272e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.082721937272e+01       0.000000000000e+00      -5.284055125421e+00      -2.382976210529e-01      -4.886103522692e-01 
       2.582330461470e-04       1.010375961863e+02       3.080744874003e+00      -1.187920209967e-01      -1.456214639931e-03      -3.946877213807e-03      -1.282871028682e-05      -7.894465728524e-04       2.310785279634e+00      -1.189419530268e-01       6.830284400028e-02       6.731904006619e-02      -1.713289130612e-03       1.993763102844e-01      -3.084972233661e-04      -5.414746250175e-02      -9.829198988419e-02      -5.537479242860e-02      -1.083509631585e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.083509631585e+01       0.000000000000e+00      -5.283535798625e+00      -2.383499808066e-01      -4.892606901182e-01 
       2.584668688351e-04       1.011167326028e+02       3.082735338640e+00      -1.182562477486e-01      -1.430838254374e-03      -3.885386585969e-03      -1.266004528361e-05      -7.771476819174e-04       2.312290019567e+00      -1.184068464941e-01       6.826193632284e-02       6.729484166224e-02      -1.704972274188e-03       1.992633659228e-01      -3.030690817883e-04      -5.429353321117e-02      -9.825922695490e-02      -5.453759174921e-02      -1.084298304381e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.084298304381e+01       0.000000000000e+00      -5.283015108110e+00      -2.384021275902e-01      -4.899105358106e-01 
       2.587011646958e-04       1.011960123958e+02       3.084678681933e+00      -1.177193311653e-01      -1.405303447543e-03      -3.823506605545e-03      -1.248952969490e-05      -7.647709077098e-04       2.313759492901e+00      -1.178705967778e-01       6.822153114619e-02       6.727102914024e-02      -1.696667915913e-03       1.991504939807e-01      -2.976561033734e-04      -5.443733085364e-02      -9.822709561102e-02      -5.370421609239e-02      -1.085087958497e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.085087958497e+01       0.000000000000e+00      -5.282493070532e+00      -2.384540615473e-01      -4.905598840897e-01 
       2.589359352406e-04       1.012754359854e+02       3.086574605756e+00      -1.171812762419e-01      -1.379609696914e-03      -3.761235951879e-03      -1.231714988861e-05      -7.523159859586e-04       2.315193476304e+00      -1.173332088472e-01       6.818162896713e-02       6.724760270729e-02      -1.688376115564e-03       1.990376956871e-01      -2.922583332372e-04      -5.457878404486e-02      -9.819559467242e-02      -5.287470615796e-02      -1.085878596790e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.085878596790e+01       0.000000000000e+00      -5.281969702589e+00      -2.385057828271e-01      -4.912087296912e-01 
       2.591711819878e-04       1.013550037939e+02       3.088422811005e+00      -1.166420880531e-01      -1.353756481990e-03      -3.698573307515e-03      -1.214289215770e-05      -7.397826530311e-04       2.316591745717e+00      -1.167946877503e-01       6.814223031382e-02       6.722456260436e-02      -1.680096936020e-03       1.989249721918e-01      -2.868758200453e-04      -5.471782121138e-02      -9.816472290357e-02      -5.204910265724e-02      -1.086670222130e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.086670222130e+01       0.000000000000e+00      -5.281445020774e+00      -2.385572915735e-01      -4.918570673213e-01 
       2.594069064621e-04       1.014347162448e+02       3.090222997610e+00      -1.161017717533e-01      -1.327743284665e-03      -3.635517358665e-03      -1.196674272014e-05      -7.271706460276e-04       2.317954076350e+00      -1.162550386144e-01       6.810333570636e-02       6.720190906865e-02      -1.671830440292e-03       1.988123246496e-01      -2.815086124834e-04      -5.485437059349e-02      -9.813447901307e-02      -5.122744631038e-02      -1.087462837406e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.087462837406e+01       0.000000000000e+00      -5.280919041686e+00      -2.386085879380e-01      -4.925048916841e-01 
       2.596431101951e-04       1.015145737638e+02       3.091974864532e+00      -1.155603325775e-01      -1.301569588879e-03      -3.572066795554e-03      -1.178868771928e-05      -7.144797028495e-04       2.319280242686e+00      -1.157142666474e-01       6.806494564691e-02       6.717964232423e-02      -1.663576690801e-03       1.986997542401e-01      -2.761567583960e-04      -5.498836025150e-02      -9.810486165324e-02      -5.040977784274e-02      -1.088256445521e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.088256445521e+01       0.000000000000e+00      -5.280391782095e+00      -2.386596720833e-01      -4.931521974887e-01 
       2.598797947250e-04       1.015945767779e+02       3.093678109772e+00      -1.150177758420e-01      -1.275234880383e-03      -3.508220312562e-03      -1.160871322414e-05      -7.017095622274e-04       2.320570018489e+00      -1.151723771379e-01       6.802706061951e-02       6.715776258188e-02      -1.655335749371e-03       1.985872621694e-01      -2.708203047807e-04      -5.511971807233e-02      -9.807586941962e-02      -4.959613798127e-02      -1.089051049396e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.089051049396e+01       0.000000000000e+00      -5.279863258942e+00      -2.387105441833e-01      -4.937989794498e-01 
       2.601169615968e-04       1.016747257163e+02       3.095332430366e+00      -1.144741069451e-01      -1.248738646591e-03      -3.443976608252e-03      -1.142680522948e-05      -6.888599637274e-04       2.321823176796e+00      -1.146293754560e-01       6.798968108986e-02       6.713627003891e-02      -1.647107677234e-03       1.984748496698e-01      -2.654992977827e-04      -5.524837177634e-02      -9.804750085061e-02      -4.878656745072e-02      -1.089846651969e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.089846651969e+01       0.000000000000e+00      -5.279333489334e+00      -2.387612044233e-01      -4.944452322871e-01 
       2.603546123624e-04       1.017550210096e+02       3.096937522394e+00      -1.139293313675e-01      -1.222080376507e-03      -3.379334385351e-03      -1.124294965568e-05      -6.759306477472e-04       2.323039489927e+00      -1.140852670544e-01       6.795280750503e-02       6.711516487887e-02      -1.638892535018e-03       1.983625180011e-01      -2.601937826889e-04      -5.537424892422e-02      -9.801975442699e-02      -4.798110696989e-02      -1.090643256194e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.090643256194e+01       0.000000000000e+00      -5.278802490545e+00      -2.388116530003e-01      -4.950909507262e-01 
       2.605927485804e-04       1.018354630903e+02       3.098493080980e+00      -1.133834546733e-01      -1.195259560690e-03      -3.314292350705e-03      -1.105713234838e-05      -6.629213555068e-04       2.324218729483e+00      -1.135400574686e-01       6.791644029417e-02       6.709444727232e-02      -1.630690382818e-03       1.982502684488e-01      -2.549038040014e-04      -5.549727692406e-02      -9.799262857147e-02      -4.717979724773e-02      -1.091440865042e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.091440865042e+01       0.000000000000e+00      -5.278270280001e+00      -2.388618901224e-01      -4.957361294979e-01 
       2.608313718165e-04       1.019160523929e+02       3.099998800296e+00      -1.128364825107e-01      -1.168275691543e-03      -3.248849215278e-03      -1.086933907808e-05      -6.498318290483e-04       2.325360666351e+00      -1.129937523176e-01       6.788057989960e-02       6.707411740664e-02      -1.622501282473e-03       1.981381022571e-01      -2.496294081640e-04      -5.561738303716e-02      -9.796612164829e-02      -4.638267897983e-02      -1.092239481503e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.092239481503e+01       0.000000000000e+00      -5.277736875049e+00      -2.389119159986e-01      -4.963807633159e-01 
       2.610704836430e-04       1.019967893533e+02       3.101454373572e+00      -1.122884206125e-01      -1.141128264247e-03      -3.183003694467e-03      -1.067955553984e-05      -6.366618112989e-04       2.326465070710e+00      -1.124463573048e-01       6.784522678516e-02       6.705417549424e-02      -1.614325298178e-03       1.980260206095e-01      -2.443706442854e-04      -5.573449438006e-02      -9.794023196277e-02      -4.558979284569e-02      -1.093039108583e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.093039108583e+01       0.000000000000e+00      -5.277202292902e+00      -2.389617308356e-01      -4.970248468725e-01 
       2.613100856396e-04       1.020776744094e+02       3.102859493100e+00      -1.117392747968e-01      -1.113816776766e-03      -3.116754508596e-03      -1.048776735349e-05      -6.234110461703e-04       2.327531712034e+00      -1.118978782183e-01       6.781038139863e-02       6.703462173646e-02      -1.606162493727e-03       1.979140247098e-01      -2.391275608598e-04      -5.584853792967e-02      -9.791495776087e-02      -4.480117950529e-02      -1.093839749305e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.093839749305e+01       0.000000000000e+00      -5.276666550936e+00      -2.390113348509e-01      -4.976683748652e-01 
       2.615501793925e-04       1.021587080011e+02       3.104213850239e+00      -1.111890509675e-01      -1.086340729501e-03      -3.050100383203e-03      -1.029396006410e-05      -6.100792786151e-04       2.328560359095e+00      -1.113483209319e-01       6.777604416900e-02       6.701545632096e-02      -1.598012932335e-03       1.978021157884e-01      -2.339002055398e-04      -5.595944053067e-02      -9.789029722875e-02      -4.401687959500e-02      -1.094641406709e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.094641406709e+01       0.000000000000e+00      -5.276129666697e+00      -2.390607282739e-01      -4.983113419986e-01 
       2.617907664954e-04       1.022398905697e+02       3.105517135416e+00      -1.106377551155e-01      -1.058699625088e-03      -2.983040049149e-03      -1.009811914226e-05      -5.966662546489e-04       2.329550779966e+00      -1.107976914058e-01       6.774221550617e-02       6.699667942151e-02      -1.589876676626e-03       1.976902951030e-01      -2.286886251310e-04      -5.606712890305e-02      -9.786624849237e-02      -4.323693372360e-02      -1.095444083855e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.095444083855e+01       0.000000000000e+00      -5.275591657907e+00      -2.391099113456e-01      -4.989537429852e-01 
       2.620318485489e-04       1.023212225587e+02       3.106769038131e+00      -1.100853933190e-01      -1.030892968275e-03      -2.915572242631e-03      -9.900229984131e-06      -5.831717213537e-04       2.330502742022e+00      -1.102459956872e-01       6.770889580071e-02       6.697829119778e-02      -1.581753788639e-03       1.975785639388e-01      -2.234928655865e-04      -5.617152964977e-02      -9.784280961702e-02      -4.246138246804e-02      -1.096247783817e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.096247783817e+01       0.000000000000e+00      -5.275052542452e+00      -2.391588843192e-01      -4.995955725451e-01 
       2.622734271606e-04       1.024027044133e+02       3.107969246963e+00      -1.095319717443e-01      -1.002920265868e-03      -2.847695705167e-03      -9.700277911313e-06      -5.695954268735e-04       2.331416011946e+00      -1.096932399112e-01       6.767608542364e-02       6.696029179510e-02      -1.573644329820e-03       1.974669236097e-01      -2.183129720015e-04      -5.627256926467e-02      -9.781997860691e-02      -4.169026636927e-02      -1.097052509691e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.097052509691e+01       0.000000000000e+00      -5.274512338388e+00      -2.392076474600e-01      -5.002368254065e-01 
       2.625155039454e-04       1.024843365805e+02       3.109117449568e+00      -1.089774966466e-01      -9.747810267393e-04      -2.779409183554e-03      -9.498248170499e-06      -5.559371204073e-04       2.332290355729e+00      -1.091394303014e-01       6.764378473300e-02       6.694268135087e-02      -1.565548361509e-03       1.973553754437e-01      -2.131489891931e-04      -5.637017414026e-02      -9.779775340476e-02      -4.092362592803e-02      -1.097858264587e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.097858264587e+01       0.000000000000e+00      -5.273971063877e+00      -2.392562010433e-01      -5.008774963005e-01 
       2.627580805253e-04       1.025661195093e+02       3.110213332691e+00      -1.084219743707e-01      -9.464747624940e-04      -2.710711429970e-03      -9.294125933093e-06      -5.421965522285e-04       2.333125538677e+00      -1.085845731703e-01       6.761199411586e-02       6.692546003518e-02      -1.557465947926e-03       1.972439206898e-01      -2.080009652857e-04      -5.646427057261e-02      -9.777613189133e-02      -4.016150160126e-02      -1.098665051638e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.098665051638e+01       0.000000000000e+00      -5.273428736880e+00      -2.393045453397e-01      -5.015175799318e-01 
       2.630011585298e-04       1.026480536504e+02       3.111256582177e+00      -1.078654113518e-01      -9.180009881976e-04      -2.641601202453e-03      -9.087896295179e-06      -5.283734737806e-04       2.333921325416e+00      -1.080286749205e-01       6.758071396099e-02       6.690862802453e-02      -1.549397154224e-03       1.971325605774e-01      -2.028689493729e-04      -5.655478476448e-02      -9.775511188505e-02      -3.940393379899e-02      -1.099472873992e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.099472873992e+01       0.000000000000e+00      -5.272885375371e+00      -2.393526806244e-01      -5.021570709989e-01 
       2.632447395954e-04       1.027301394564e+02       3.112246882968e+00      -1.073078141156e-01      -8.893592220830e-04      -2.572077265351e-03      -8.879544277969e-06      -5.144676377683e-04       2.334677479896e+00      -1.074717420447e-01       6.754994463773e-02       6.689218548139e-02      -1.541342044986e-03       1.970212963629e-01      -1.977529897202e-04      -5.664164283280e-02      -9.773469114154e-02      -3.865096288010e-02      -1.100281734815e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.100281734815e+01       0.000000000000e+00      -5.272340997508e+00      -2.394006071852e-01      -5.027959642097e-01 
       2.634888253661e-04       1.028123773820e+02       3.113183919115e+00      -1.067491892800e-01      -8.605489852581e-04      -2.502138389542e-03      -8.669054828297e-06      -5.004787982006e-04       2.335393765397e+00      -1.069137811273e-01       6.751968649558e-02       6.687613255395e-02      -1.533300684219e-03       1.969101293303e-01      -1.926531337514e-04      -5.672477081698e-02      -9.771486735324e-02      -3.790262914787e-02      -1.101091637292e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.101091637292e+01       0.000000000000e+00      -5.271795621619e+00      -2.394483253219e-01      -5.034342542823e-01 
