#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:eta_prime             14:h_prime               15:phi_prime             16:delta_ur              17:theta_ur              18:shear_ur              19:delta_cdm             20:theta_cdm             21:delta_ncdm[0]         22:theta_ncdm[0]         23:shear_ncdm[0]         24:cs2_ncdm[0]           25:w_p[0]                26:w_theta[0]            27:pi_ncdm[0]            28:k_fss_wdm[0]          29:w_trial_1             30:w_trial_2             31:delta_dcdm            32:theta_dcdm            33:delta_dr              34:theta_dr              35:shear_dr           
       8.189860610700e-04       2.579628314309e+02      -1.691420147895e-02      -2.515602819827e-07       8.794933429561e-05       1.637334101954e-04       1.184123940242e-07       3.274681251884e-05      -1.268584373164e-02      -2.429984731296e-07       5.999310320687e-01       6.439171758615e-01      -6.574489438711e-06       1.781217375168e-04      -1.116900110557e-04      -1.688583624916e-02      -5.996721509704e-07       2.457793049161e-03      -1.270372561846e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.270372561846e-02       0.000000000000e+00      -1.416311339350e-02      -1.823455149631e-07       8.871679359437e-04 
       8.208633605052e-04       2.584104306646e+02      -1.696723756566e-02      -2.526798335224e-07       8.961174088236e-05       1.658846464384e-04       1.218587600444e-07       3.317706564622e-05      -1.272562467623e-02      -2.439057579402e-07       5.999026692530e-01       6.438672440568e-01      -6.577165469505e-06       1.783570786590e-04      -1.114077369561e-04      -1.693866402385e-02      -6.026665657986e-07       2.465979393750e-03      -1.274361553207e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.274361553207e-02       0.000000000000e+00      -1.420724767150e-02      -1.832121109666e-07       8.899872057896e-04 
       8.227790999785e-04       2.588668070411e+02      -1.702138525268e-02      -2.538261540383e-07       9.133727451138e-05       1.681066477672e-04       1.254938893488e-07       3.362147217246e-05      -1.276623949627e-02      -2.448297943719e-07       5.998733616107e-01       6.438164649252e-01      -6.579883805729e-06       1.785969034817e-04      -1.111190057053e-04      -1.699259816040e-02      -6.057295652938e-07       2.474339240499e-03      -1.278434187583e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.278434187583e-02       0.000000000000e+00      -1.425230658632e-02      -1.840983994282e-07       8.928659635591e-04 
       8.247347916697e-04       2.593322977746e+02      -1.707668875698e-02      -2.550004501660e-07       9.312992337871e-05       1.704019323599e-04       1.293295456657e-07       3.408053576871e-05      -1.280772136619e-02      -2.457711152613e-07       5.998430502344e-01       6.437648084738e-01      -6.582645945358e-06       1.788413820213e-04      -1.108234812132e-04      -1.704768264631e-02      -6.088640131593e-07       2.482879530766e-03      -1.282593793089e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.282593793089e-02       0.000000000000e+00      -1.429832690957e-02      -1.850051985732e-07       8.958065812807e-04 
       8.267320210678e-04       2.598072558713e+02      -1.713319447290e-02      -2.562040000235e-07       9.499393165672e-05       1.727731889140e-04       1.333785555410e-07       3.455479421338e-05      -1.285010509445e-02      -2.467302681811e-07       5.998116710728e-01       6.437122410767e-01      -6.585453415186e-06       1.790906929333e-04      -1.105207828173e-04      -1.710396363373e-02      -6.120729234102e-07       2.491607550434e-03      -1.286843861796e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.286843861796e-02       0.000000000000e+00      -1.434534722562e-02      -1.859333693440e-07       8.988115484020e-04 
       8.287724496625e-04       2.602920506387e+02      -1.719095105596e-02      -2.574381576204e-07       9.693382304588e-05       1.752232776665e-04       1.376549018196e-07       3.504481959641e-05      -1.289342718647e-02      -2.477078144299e-07       5.997791634683e-01       6.436587353209e-01      -6.588307911236e-06       1.793450204409e-04      -1.102106071586e-04      -1.716148952257e-02      -6.153594673647e-07       2.500530943476e-03      -1.291188056054e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.291188056054e-02       0.000000000000e+00      -1.439340799022e-02      -1.868838172082e-07       9.018834755673e-04 
       8.308578174160e-04       2.607870681328e+02      -1.725000950118e-02      -2.587043574347e-07       9.895442579178e-05       1.777552309484e-04       1.421738260093e-07       3.555121843080e-05      -1.293772590349e-02      -2.487043276386e-07       5.997454582680e-01       6.436042570552e-01      -6.591211117128e-06       1.796045588442e-04      -1.098925652623e-04      -1.722031103823e-02      -6.187269804839e-07       2.509657724738e-03      -1.295630214399e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.295630214399e-02       0.000000000000e+00      -1.444255161055e-02      -1.878574942545e-07       9.050250997933e-04 
       8.329899449066e-04       2.612927115174e+02      -1.731042321348e-02      -2.600041191138e-07       1.010608992962e-04       1.803722530032e-04       1.469519400875e-07       3.607463161679e-05      -1.298304131554e-02      -2.497203919076e-07       5.997104818446e-01       6.435487702296e-01      -6.594164771507e-06       1.798695110606e-04      -1.095662419894e-04      -1.728048130128e-02      -6.221789688862e-07       2.518996291621e-03      -1.300174356870e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.300174356870e-02       0.000000000000e+00      -1.449282249762e-02      -1.888554009243e-07       9.082392880872e-04 
       8.351707349449e-04       2.618094012895e+02      -1.737224806247e-02      -2.613390522107e-07       1.032587617504e-04       1.830777186307e-04       1.520073481014e-07       3.661573417120e-05      -1.302941534256e-02      -2.507565993861e-07       5.996741625279e-01       6.434922444422e-01      -6.597170774281e-06       1.801400861837e-04      -1.092312882717e-04      -1.734205588161e-02      -6.257191152198e-07       2.528555433265e-03      -1.304824689148e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.304824689148e-02       0.000000000000e+00      -1.454426710347e-02      -1.898785875111e-07       9.115290398163e-04 
       8.374021736122e-04       2.623375753582e+02      -1.743554242203e-02      -2.627108609520e-07       1.055539193346e-04       1.858751703634e-04       1.573597781817e-07       3.717523466344e-05      -1.307689178433e-02      -2.518135471989e-07       5.996364170979e-01       6.434346402392e-01      -6.600230976427e-06       1.804165044206e-04      -1.088872370122e-04      -1.740509283750e-02      -6.293512838057e-07       2.538344337530e-03      -1.309585605562e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.309585605562e-02       0.000000000000e+00      -1.459693397102e-02      -1.909281557784e-07       9.148974900352e-04 
       8.396863304253e-04       2.628776889073e+02      -1.750036718606e-02      -2.641213488841e-07       1.079526966081e-04       1.887683135862e-04       1.630307249760e-07       3.775387424015e-05      -1.312551633238e-02      -2.528918335582e-07       5.995971618569e-01       6.433759218898e-01      -6.603347356389e-06       1.806989927144e-04      -1.085336600242e-04      -1.746965273072e-02      -6.330795245620e-07       2.548372594327e-03      -1.314461690289e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.314461690289e-02       0.000000000000e+00      -1.465087373178e-02      -1.920052598020e-07       9.183479095956e-04 
       8.420253574315e-04       2.634302139976e+02      -1.756678575288e-02      -2.655724233046e-07       1.104618675216e-04       1.917610090403e-04       1.690436025639e-07       3.835242512685e-05      -1.317533655849e-02      -2.539920529659e-07       5.995563095360e-01       6.433160543528e-01      -6.606521972428e-06       1.809877855413e-04      -1.081701281882e-04      -1.753579861066e-02      -6.369080753744e-07       2.558650194055e-03      -1.319457716217e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.319457716217e-02       0.000000000000e+00      -1.470613909705e-02      -1.931111066008e-07       9.218837045211e-04 
       8.444214870162e-04       2.639956388579e+02      -1.763486397500e-02      -2.670660993654e-07       1.130886874760e-04       1.948572621135e-04       1.754239076681e-07       3.897168848698e-05      -1.322640187721e-02      -2.551147903167e-07       5.995137612969e-01       6.432549947874e-01      -6.609756833513e-06       1.812831274020e-04      -1.077961047132e-04      -1.760359596371e-02      -6.408413625259e-07       2.569187520833e-03      -1.324578641188e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.324578641188e-02       0.000000000000e+00      -1.476278482560e-02      -1.942469562829e-07       9.255084142289e-04 
       8.468770279167e-04       2.645744667479e+02      -1.770467005709e-02      -2.686045035500e-07       1.158409250749e-04       1.980612079087e-04       1.821993919177e-07       3.961249143663e-05      -1.327876346951e-02      -2.562606136940e-07       5.994694218359e-01       6.431927098811e-01      -6.613054134967e-06       1.815852663951e-04      -1.074111563180e-04      -1.767311261116e-02      -6.448839983205e-07       2.579995337646e-03      -1.329829600353e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.329829600353e-02       0.000000000000e+00      -1.482086761850e-02      -1.954141209800e-07       9.292257048809e-04 
       8.493943593504e-04       2.651672143745e+02      -1.777627440036e-02      -2.701898764753e-07       1.187268935480e-04       2.013770915207e-04       1.894002425421e-07       4.027568310100e-05      -1.333247416633e-02      -2.574300657668e-07       5.994231824027e-01       6.431291573429e-01      -6.616415982038e-06       1.818944596803e-04      -1.070147225798e-04      -1.774441855372e-02      -6.490407756889e-07       2.591084763216e-03      -1.335215894502e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.335215894502e-02       0.000000000000e+00      -1.488044601200e-02      -1.966139634626e-07       9.330393625719e-04 
       8.519759224869e-04       2.657744096842e+02      -1.784974937214e-02      -2.718245745269e-07       1.217554807700e-04       2.048092420823e-04       1.970592684710e-07       4.096212942506e-05      -1.338758827600e-02      -2.586236534088e-07       5.993749332621e-01       6.430643002915e-01      -6.619844576035e-06       1.822109675106e-04      -1.066062900013e-04      -1.781758574152e-02      -6.533166584309e-07       2.602467237364e-03      -1.340742972762e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.340742972762e-02       0.000000000000e+00      -1.494158016829e-02      -1.978478939789e-07       9.369532802337e-04 
       8.546242090532e-04       2.663965889866e+02      -1.792516899165e-02      -2.735110701705e-07       1.249361764235e-04       2.083620397649e-04       2.052120895030e-07       4.167270657503e-05      -1.344416134879e-02      -2.598418354977e-07       5.993245583561e-01       6.429981017422e-01      -6.623342114905e-06       1.825350536889e-04      -1.061853207827e-04      -1.789268776065e-02      -6.577167666440e-07       2.614154473191e-03      -1.346416408991e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.346416408991e-02       0.000000000000e+00      -1.500433162169e-02      -1.991173660187e-07       9.409714412512e-04 
       8.573417464058e-04       2.670342932611e+02      -1.800260851615e-02      -2.752519504665e-07       1.282790956639e-04       2.120398743200e-04       2.138973239312e-07       4.240829264823e-05      -1.350224986683e-02      -2.610850085404e-07       5.992719327050e-01       6.429305221327e-01      -6.626910729689e-06       1.828669846023e-04      -1.057512192339e-04      -1.796979942061e-02      -6.622463561012e-07       2.626158393969e-03      -1.352241870689e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.352241870689e-02       0.000000000000e+00      -1.506876293704e-02      -2.004238702841e-07       9.450978979045e-04 
       8.601310784213e-04       2.676880635006e+02      -1.808214390466e-02      -2.770499132898e-07       1.317949964056e-04       2.158470937305e-04       2.231567686573e-07       4.316975740519e-05      -1.356191084213e-02      -2.623534899661e-07       5.992169322033e-01       6.428615306475e-01      -6.630552614191e-06       1.832070230968e-04      -1.053034659648e-04      -1.804899621975e-02      -6.669107903327e-07       2.638491050739e-03      -1.358225078679e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.358225078679e-02       0.000000000000e+00      -1.513493725095e-02      -2.017689263428e-07       9.493367418466e-04 
       8.629947419480e-04       2.683584350451e+02      -1.816385115462e-02      -2.789077609651e-07       1.354952894659e-04       2.197879420598e-04       2.330355654883e-07       4.395794984115e-05      -1.362320131945e-02      -2.636474989889e-07       5.991594191815e-01       6.427910893980e-01      -6.634269759043e-06       1.835554311321e-04      -1.048414210780e-04      -1.813035368442e-02      -6.717155047768e-07       2.651164520257e-03      -1.364371757254e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.364371757254e-02       0.000000000000e+00      -1.520291773947e-02      -2.031540724403e-07       9.536920701710e-04 
       8.659352376503e-04       2.690459306421e+02      -1.824780547470e-02      -2.808283903832e-07       1.393920375267e-04       2.238664844177e-04       2.435823423537e-07       4.477368318138e-05      -1.368617775612e-02      -2.649671347147e-07       5.990992610235e-01       6.427191744364e-01      -6.638064206455e-06       1.839124592355e-04      -1.043645753315e-04      -1.821394654497e-02      -6.766659607928e-07       2.664190777161e-03      -1.370687571978e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.370687571978e-02       0.000000000000e+00      -1.527276690541e-02      -2.045808518071e-07       9.581679396387e-04 
       8.689549956680e-04       2.697510523485e+02      -1.833408030679e-02      -2.828147796312e-07       1.434979418121e-04       2.280865191781e-04       2.548493212335e-07       4.561771732679e-05      -1.375089528886e-02      -2.663123518424e-07       5.990363109741e-01       6.426457543826e-01      -6.641937690608e-06       1.842783499334e-04      -1.038722863890e-04      -1.829984776169e-02      -6.817675899451e-07       2.677581542584e-03      -1.377178056137e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.377178056137e-02       0.000000000000e+00      -1.534454579185e-02      -2.060507968777e-07       9.627683162522e-04 
       8.720563345178e-04       2.704742719235e+02      -1.842274614986e-02      -2.848699697914e-07       1.478263113361e-04       2.324514750512e-04       2.668923751054e-07       4.649073827053e-05      -1.381740685193e-02      -2.676829335629e-07       5.989704299199e-01       6.425708146635e-01      -6.645891924215e-06       1.846533248014e-04      -1.033640679490e-04      -1.838812735378e-02      -6.870257255683e-07       2.691348101600e-03      -1.383848522293e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.383848522293e-02       0.000000000000e+00      -1.541831297519e-02      -2.075654091209e-07       9.674970105621e-04 
       8.752414146200e-04       2.712160200549e+02      -1.851386922501e-02      -2.869970424155e-07       1.523910136778e-04       2.369642948812e-04       2.797710240352e-07       4.739333485975e-05      -1.388576217618e-02      -2.690784626093e-07       5.989014666836e-01       6.424943351591e-01      -6.649928209904e-06       1.850375870085e-04      -1.028393155725e-04      -1.847885107026e-02      -6.924455235520e-07       2.705501095625e-03      -1.390703961872e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.390703961872e-02       0.000000000000e+00      -1.549412348382e-02      -2.091261365780e-07       9.723576081341e-04 
       8.785121848794e-04       2.719766740722e+02      -1.860750993466e-02      -2.891990911453e-07       1.572064013115e-04       2.416273043223e-04       2.935483468209e-07       4.832597253306e-05      -1.395600663367e-02      -2.704982902342e-07       5.988292804882e-01       6.424163147076e-01      -6.654047717943e-06       1.854313069822e-04      -1.022975984052e-04      -1.857207885634e-02      -6.980318692655e-07       2.720050282284e-03      -1.397748929256e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.397748929256e-02       0.000000000000e+00      -1.557202748754e-02      -2.107343466708e-07       9.773533852070e-04 
       8.818703249559e-04       2.727565447828e+02      -1.870372119109e-02      -2.914791886523e-07       1.622872134987e-04       2.464420698328e-04       3.082907982955e-07       4.928896492144e-05      -1.402817998419e-02      -2.719415047988e-07       5.987537228642e-01       6.423367499492e-01      -6.658251102933e-06       1.858346234636e-04      -1.017384019082e-04      -1.866786318989e-02      -7.037892746511e-07       2.735004274405e-03      -1.404987416037e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.404987416037e-02       0.000000000000e+00      -1.565206893549e-02      -2.123912970088e-07       9.824872209705e-04 
       8.853171822868e-04       2.735558622326e+02      -1.880254658468e-02      -2.938403476108e-07       1.676484479152e-04       2.514092459863e-04       3.240679063141e-07       5.028244331241e-05      -1.410231500158e-02      -2.734069002256e-07       5.986746583678e-01       6.422556571822e-01      -6.662538737172e-06       1.862476291631e-04      -1.011613883089e-04      -1.876624725884e-02      -7.097217634577e-07       2.750370253320e-03      -1.412422713198e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.412422713198e-02       0.000000000000e+00      -1.573428400725e-02      -2.140981021182e-07       9.877614976178e-04 
       8.888537078836e-04       2.743747613444e+02      -1.890401850844e-02      -2.962854777037e-07       1.733052044621e-04       2.565284197363e-04       3.409518423213e-07       5.130632550461e-05      -1.417843606712e-02      -2.748929467209e-07       5.985919521279e-01       6.421730567225e-01      -6.666910404054e-06       1.866703694009e-04      -1.005662090711e-04      -1.886726309533e-02      -7.158327511013e-07       2.766153674669e-03      -1.420057269972e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.420057269972e-02       0.000000000000e+00      -1.581869957426e-02      -2.158556993440e-07       9.931780011432e-04 
       8.924803915995e-04       2.752132676082e+02      -1.900815625485e-02      -2.988173384127e-07       1.792724980326e-04       2.617979552578e-04       3.590168463539e-07       5.236028477731e-05      -1.425655774205e-02      -2.763977648558e-07       5.985054827211e-01       6.420889851461e-01      -6.671365399441e-06       1.871028311085e-04      -9.995265280366e-05      -1.897092968296e-02      -7.221249200559e-07       2.782357968899e-03      -1.427892550622e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.427892550622e-02       0.000000000000e+00      -1.590533160424e-02      -2.176648130748e-07       9.987378179990e-04 
       8.961972013987e-04       2.760712838787e+02      -1.911496421879e-02      -3.014384900024e-07       1.855650455153e-04       2.672148491301e-04       3.783385074869e-07       5.344372092779e-05      -1.433668341960e-02      -2.779191055893e-07       5.984151426812e-01       6.420034932765e-01      -6.675902435755e-06       1.875449373313e-04      -9.932062479168e-05      -1.907725116986e-02      -7.286000984176e-07       2.798984257547e-03      -1.435928899159e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.435928899159e-02       0.000000000000e+00      -1.599418367016e-02      -2.195259202106e-07       1.004441238769e-03 
       9.000035305120e-04       2.769485791737e+02      -1.922443031428e-02      -3.041512448374e-07       1.921970311413e-04       2.727746053112e-04       3.989929049457e-07       5.455573526627e-05      -1.441880413719e-02      -2.794543385578e-07       5.983208361311e-01       6.419166405487e-01      -6.680519510660e-06       1.879965440302e-04      -9.867008679546e-05      -1.918621529533e-02      -7.352591484277e-07       2.816031101735e-03      -1.444165420127e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.444165420127e-02       0.000000000000e+00      -1.608524564367e-02      -2.214392186603e-07       1.010287673072e-03 
       9.038981553697e-04       2.778447801247e+02      -1.933652469300e-02      -3.069576206692e-07       1.991818565122e-04       2.784711382478e-04       4.210556185057e-07       5.569511123720e-05      -1.450289761493e-02      -2.810004502347e-07       5.982224949310e-01       6.418285097611e-01      -6.685214090763e-06       1.884574309712e-04      -9.800124039393e-05      -1.929779211717e-02      -7.421018702653e-07       2.833494297004e-03      -1.452599882078e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.452599882078e-02       0.000000000000e+00      -1.617849261101e-02      -2.234045999419e-07       1.016275579063e-03 
       9.078792114504e-04       2.787593666922e+02      -1.945119896976e-02      -3.098593008850e-07       2.065318902029e-04       2.842967186799e-04       4.446006521630e-07       5.686030357887e-05      -1.458892767419e-02      -2.825540550947e-07       5.981200662686e-01       6.417391896661e-01      -6.689982856820e-06       1.889273060249e-04      -9.731433314998e-05      -1.941193324407e-02      -7.491269341763e-07       2.851366746349e-03      -1.461228659164e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.461228659164e-02       0.000000000000e+00      -1.627388425319e-02      -2.254216305848e-07       1.022402422448e-03 
       9.119441875107e-04       2.796916722070e+02      -1.956838597161e-02      -3.128576023754e-07       2.142582238460e-04       2.902419665839e-04       4.696992939648e-07       5.804943690977e-05      -1.467684404878e-02      -2.841114197916e-07       5.980135267846e-01       6.416487871746e-01      -6.694821909212e-06       1.894058010911e-04      -9.660981667003e-05      -1.952857158947e-02      -7.563318426783e-07       2.869638414345e-03      -1.470046712101e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.470046712101e-02       0.000000000000e+00      -1.637136462231e-02      -2.274895416934e-07       1.028664660869e-03 
       9.160899437884e-04       2.806408889602e+02      -1.968800017717e-02      -3.159534557981e-07       2.223704539519e-04       2.962959022716e-04       4.964189787148e-07       5.926031594547e-05      -1.476658271380e-02      -2.856685019477e-07       5.979028824062e-01       6.415574236943e-01      -6.699726776294e-06       1.898924762584e-04      -9.588831921538e-05      -1.964762181257e-02      -7.637129338729e-07       2.888296388769e-03      -1.479047621069e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.479047621069e-02       0.000000000000e+00      -1.647086251118e-02      -2.296072306313e-07       1.035057766710e-03 
       9.203127550356e-04       2.816060794664e+02      -1.980993887285e-02      -3.191474001429e-07       2.308765020503e-04       3.024460583866e-04       5.248222104556e-07       6.049044789422e-05      -1.485806675213e-02      -2.872210028414e-07       5.977881620344e-01       6.414652248973e-01      -6.704692361149e-06       1.903868290455e-04      -9.515054373815e-05      -1.976898147282e-02      -7.712654288816e-07       2.907325053992e-03      -1.488223672531e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.488223672531e-02       0.000000000000e+00      -1.657229242869e-02      -2.317732755089e-07       1.041576288555e-03 
       9.246083759417e-04       2.825861927614e+02      -1.993408396217e-02      -3.224395914196e-07       2.397824821006e-04       3.086786489878e-04       5.549655917239e-07       6.173707626964e-05      -1.495120771075e-02      -2.887644315485e-07       5.976694295803e-01       6.413723315279e-01      -6.709713225254e-06       1.908882984988e-04      -9.439741170858e-05      -1.989253283430e-02      -7.789835206532e-07       2.926706366771e-03      -1.497565995220e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.497565995220e-02       0.000000000000e+00      -1.667555608865e-02      -2.339859611131e-07       1.048213945961e-03 
       9.289721294086e-04       2.835800857638e+02      -2.006030444645e-02      -3.258298277986e-07       2.490926301918e-04       3.149787942169e-04       5.868990336396e-07       6.299722581982e-05      -1.504590746064e-02      -2.902941788652e-07       5.975467768813e-01       6.412788894940e-01      -6.714783595287e-06       1.913962790624e-04      -9.362996456221e-05      -2.001814533769e-02      -7.868605065799e-07       2.946420237638e-03      -1.507064746625e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.507064746625e-02       0.000000000000e+00      -1.678054448370e-02      -2.362433177317e-07       1.054963762121e-03 
       9.333990115331e-04       2.845865482234e+02      -2.018845940159e-02      -3.293175887525e-07       2.588092976645e-04       3.213307875439e-04       6.206651799349e-07       6.426775597199e-05      -1.514206042893e-02      -2.918055966951e-07       5.974203185279e-01       6.411850428922e-01      -6.719897430009e-06       1.919101351108e-04      -9.284929887088e-05      -2.014567856565e-02      -7.948889554477e-07       2.966444990775e-03      -1.516709336857e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.516709336857e-02       0.000000000000e+00      -1.688714036877e-02      -2.385431696827e-07       1.061818222826e-03 
       9.378838063319e-04       2.856043296144e+02      -2.031840125468e-02      -3.329020849338e-07       2.689330052818e-04       3.277183899330e-04       6.562990628829e-07       6.554541966146e-05      -1.523955605596e-02      -2.932940783328e-07       5.972901988733e-01       6.410909415371e-01      -6.725048706830e-06       1.924292111128e-04      -9.205666632677e-05      -2.027498550566e-02      -8.030608973598e-07       2.986757872090e-03      -1.526488675084e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.526488675084e-02       0.000000000000e+00      -1.699522097241e-02      -2.408831900215e-07       1.068769450511e-03 
