#scalar perturbations for mode k = 1.000000000000e-02 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:eta_prime             14:h_prime               15:phi_prime             16:delta_ur              17:theta_ur              18:shear_ur              19:delta_cdm             20:theta_cdm             21:delta_ncdm[0]         22:theta_ncdm[0]         23:shear_ncdm[0]         24:cs2_ncdm[0]           25:w_p[0]                26:w_theta[0]            27:pi_ncdm[0]            28:k_fss_wdm[0]          29:w_trial_1             30:w_trial_2             31:delta_dcdm            32:theta_dcdm            33:delta_dr              34:theta_dr              35:shear_dr           
       6.463807244020e-04       2.150598089742e+02      -1.053885297913e+00      -1.469491093220e-03       1.554510340567e-03       3.747682691344e-03       7.952924778417e-06       7.495650222709e-04      -7.908151612354e-01      -1.457859192102e-03       5.535450104844e-01       5.837593120212e-01      -5.462405021419e-04       1.445851299228e-02      -5.542208689362e-04      -9.442248555438e-01      -2.947298356637e-03       1.083585336749e-01      -8.813030990927e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -8.813030990927e-01       0.000000000000e+00      -9.419910780384e-01      -1.010986817497e-03       5.122551935106e-02 
       6.484876488784e-04       2.156062005824e+02      -1.058082703565e+00      -1.478167516137e-03       1.568022414210e-03       3.775807308969e-03       8.074218658365e-06       7.551906114783e-04      -7.939696177378e-01      -1.466363950240e-03       5.533631149491e-01       5.834565939858e-01      -5.463005514260e-04       1.448292853836e-02      -5.538337440580e-04      -9.473419432124e-01      -2.966145227058e-03       1.086160379197e-01      -8.852564402396e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -8.852564402396e-01       0.000000000000e+00      -9.459899905068e-01      -1.017776605722e-03       5.141701169649e-02 
       6.506152979306e-04       2.161573479272e+02      -1.062319233007e+00      -1.486942944925e-03       1.582030419364e-03       3.805062846787e-03       8.201591612205e-06       7.610424139296e-04      -7.971535691010e-01      -1.474961555844e-03       5.531794566666e-01       5.831514582315e-01      -5.463575279393e-04       1.450751434386e-02      -5.534406470016e-04      -9.504812328774e-01      -2.985213447166e-03       1.088740322312e-01      -8.892509426141e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -8.892509426141e-01       0.000000000000e+00      -9.500285199224e-01      -1.024651547282e-03       5.161011499558e-02 
       6.527645010674e-04       2.167134494778e+02      -1.066596447241e+00      -1.495821190902e-03       1.596570788080e-03       3.835476920027e-03       8.335332274859e-06       7.671259584014e-04      -8.003681936796e-01      -1.483655389087e-03       5.529939561977e-01       5.828437975273e-01      -5.464113699802e-04       1.453227839236e-02      -5.530412829636e-04      -9.536436656125e-01      -3.004511236565e-03       1.091325518261e-01      -8.932882120541e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -8.932882120541e-01       0.000000000000e+00      -9.541082264963e-01      -1.031614817264e-03       5.180489457249e-02 
       6.549361426437e-04       2.172747168251e+02      -1.070916010841e+00      -1.504806301232e-03       1.611678491152e-03       3.867088370709e-03       8.475773483041e-06       7.734490179948e-04      -8.036147481054e-01      -1.492449095614e-03       5.528065396702e-01       5.825335074903e-01      -5.464620242070e-04       1.455722891113e-02      -5.526355069716e-04      -9.568302454730e-01      -3.024047358727e-03       1.093916344051e-01      -8.973699607234e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -8.973699607234e-01       0.000000000000e+00      -9.582307730928e-01      -1.038669799572e-03       5.200142005405e-02 
       6.571311516557e-04       2.178413719518e+02      -1.075279671211e+00      -1.513902508843e-03       1.627384780375e-03       3.899944114673e-03       8.623268159364e-06       7.800209799733e-04      -8.068945516966e-01      -1.501346566950e-03       5.526171218103e-01       5.822204678911e-01      -5.465094192345e-04       1.458237481940e-02      -5.522230063185e-04      -9.600420230100e-01      -3.043831033474e-03       1.096513185872e-01      -9.014979882324e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -9.014979882324e-01       0.000000000000e+00      -9.623979073919e-01      -1.045820058238e-03       5.219976448711e-02 
       6.593504861373e-04       2.184136431289e+02      -1.079689227104e+00      -1.523114160475e-03       1.643714622923e-03       3.934095440229e-03       8.778164404180e-06       7.868521056896e-04      -8.102089627834e-01      -1.510351896011e-03       5.524256282756e-01       5.819045666887e-01      -5.465534925207e-04       1.460772492208e-02      -5.518036557613e-04      -9.632800710567e-01      -3.063871799646e-03       1.099116417463e-01      -9.056741524924e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -9.056741524924e-01       0.000000000000e+00      -9.666114304413e-01      -1.053069287000e-03       5.240000277949e-02 
       6.615951143675e-04       2.189917600161e+02      -1.084146490946e+00      -1.532445638181e-03       1.660685017630e-03       3.969593915756e-03       8.940786522114e-06       7.939527121846e-04      -8.135593503494e-01      -1.519469302189e-03       5.522319769341e-01       5.815856801784e-01      -5.465941610305e-04       1.463328833466e-02      -5.513771635931e-04      -9.665454562577e-01      -3.084179347288e-03       1.101726375723e-01      -9.099003344882e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -9.099003344882e-01       0.000000000000e+00      -9.708731626863e-01      -1.060421251475e-03       5.260221006597e-02 
       6.638660003453e-04       2.195759498930e+02      -1.088653259708e+00      -1.541901318221e-03       1.678306638762e-03       4.006487815936e-03       9.111438999556e-06       8.013324575381e-04      -8.169470721173e-01      -1.528703028122e-03       5.520360995139e-01       5.812636979644e-01      -5.466313499711e-04       1.465907365983e-02      -5.509434338673e-04      -9.698392172104e-01      -3.104763386635e-03       1.104343342249e-01      -9.141784109637e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -9.141784109637e-01       0.000000000000e+00      -9.751849144201e-01      -1.067879740429e-03       5.280646026944e-02 
       6.661641110699e-04       2.201664395152e+02      -1.093211329076e+00      -1.551485665302e-03       1.696593574458e-03       4.044821322440e-03       9.290468695614e-06       8.090001813583e-04      -8.203734852468e-01      -1.538057227141e-03       5.518379161601e-01       5.809384990738e-01      -5.466649637677e-04       1.468508972567e-02      -5.505021799370e-04      -9.731623744366e-01      -3.125633713776e-03       1.106967550508e-01      -9.185102681219e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -9.185102681219e-01       0.000000000000e+00      -9.795485013405e-01      -1.075448592225e-03       5.301282683071e-02 
       6.684904809990e-04       2.207634716210e+02      -1.097822620800e+00      -1.561203653681e-03       1.715589622551e-03       4.084641207014e-03       9.478451178947e-06       8.169652423971e-04      -8.238400423163e-01      -1.547535896357e-03       5.516373414164e-01       5.806099656031e-01      -5.466949158301e-04       1.471134565676e-02      -5.500532169941e-04      -9.765160224596e-01      -3.146800797795e-03       1.109599256925e-01      -9.228979232594e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -9.228979232594e-01       0.000000000000e+00      -9.839658649555e-01      -1.083131906746e-03       5.322138835507e-02 
       6.708463988320e-04       2.213673526528e+02      -1.102489551566e+00      -1.571061861704e-03       1.735425420491e-03       4.126019728003e-03       9.676616727704e-06       8.252421002025e-04      -8.273485693517e-01      -1.557142974911e-03       5.514342274427e-01       5.802779341190e-01      -5.467211015389e-04       1.473785360839e-02      -5.495959554851e-04      -9.799015955684e-01      -3.168277490749e-03       1.112238944036e-01      -9.273438777132e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -9.273438777132e-01       0.000000000000e+00      -9.884394289905e-01      -1.090934670703e-03       5.343224533287e-02 
       6.732338298549e-04       2.219785603897e+02      -1.107215866358e+00      -1.581070174416e-03       1.756352467028e-03       4.169106015151e-03       9.887143567583e-06       8.338605944898e-04      -8.309018937151e-01      -1.566884279802e-03       5.512283386576e-01       5.799421592421e-01      -5.467434290068e-04       1.476463280286e-02      -5.491296186151e-04      -9.833214652030e-01      -3.190082910692e-03       1.114887771202e-01      -9.318519159885e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -9.318519159885e-01       0.000000000000e+00      -9.929728993987e-01      -1.098864173024e-03       5.364555751813e-02 
       6.756551714379e-04       2.225976803568e+02      -1.112006150447e+00      -1.591238890211e-03       1.778477556845e-03       4.214120233649e-03       1.011127994129e-05       8.428647695855e-04      -8.345034763599e-01      -1.576770653897e-03       5.510194492236e-01       5.796023265847e-01      -5.467617827152e-04       1.479170732690e-02      -5.486534991341e-04      -9.867785744957e-01      -3.212240261109e-03       1.117547267409e-01      -9.364266474036e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -9.364266474036e-01       0.000000000000e+00      -9.975708017886e-01      -1.106929224513e-03       5.386152166360e-02 
       6.781123304729e-04       2.232251696245e+02      -1.116864003161e+00      -1.601576489954e-03       1.801851184030e-03       4.261263760695e-03       1.034998722661e-05       8.522949103859e-04      -8.381560373334e-01      -1.586810573249e-03       5.508074066825e-01       5.792582048203e-01      -5.467760428370e-04       1.481909513013e-02      -5.481672742243e-04      -9.902751157526e-01      -3.234768402717e-03       1.120218305745e-01      -9.410717639742e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -9.410717639742e-01       0.000000000000e+00      -1.002236727385e+00      -1.115137092086e-03       5.408028894602e-02 
       6.806073602708e-04       2.238615198683e+02      -1.121793297951e+00      -1.612092425823e-03       1.826544173855e-03       4.310729042603e-03       1.060447862294e-05       8.621895167035e-04      -8.418625039607e-01      -1.597012493162e-03       5.505920301763e-01       5.789095335614e-01      -5.467860625374e-04       1.484681582927e-02      -5.476703762011e-04      -9.938134420806e-01      -3.257687667062e-03       1.122901808795e-01      -9.457912428310e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -9.457912428310e-01       0.000000000000e+00      -1.006974544024e+00      -1.123495616048e-03       5.430202193697e-02 
       6.831424760467e-04       2.245072610078e+02      -1.126798211031e+00      -1.622796974666e-03       1.852643027191e-03       4.362709224857e-03       1.087616995007e-05       8.725872296482e-04      -8.456260328506e-01      -1.607385398572e-03       5.503731320091e-01       5.785560439831e-01      -5.467916955777e-04       1.487489019105e-02      -5.471623530764e-04      -9.973960838811e-01      -3.281020012483e-03       1.125598752767e-01      -9.505893764060e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -9.505893764060e-01       0.000000000000e+00      -1.011788423314e+00      -1.132013269137e-03       5.452689567836e-02 
