# Matter power spectrum P(k) at redshift z=3
# for k=1.03915e-05 to 1.4771 h/Mpc,
# number of wavenumbers equal to 610
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.039148767302e-05       5.150767144710e+00 
       2.343412337195e-05       1.131072521196e+01 
       3.652326326040e-05       1.737411352053e+01 
       4.969501503187e-05       2.340253102217e+01 
       6.298609386887e-05       2.943174787992e+01 
       7.643415805897e-05       3.548907701299e+01 
       9.007815553730e-05       4.159822661922e+01 
       1.039586860741e-04       4.778129535859e+01 
       1.181183838609e-04       5.405980508572e+01 
       1.326023252843e-04       6.045533619720e+01 
       1.474584666759e-04       6.698997796542e+01 
       1.627381167544e-04       7.368668701665e+01 
       1.784964482594e-04       8.056959968962e+01 
       1.947930528394e-04       8.766432266462e+01 
       2.116925424841e-04       9.499821553492e+01 
       2.292651995281e-04       1.026006729324e+02 
       2.475876753055e-04       1.105034098301e+02 
       2.667437346455e-04       1.187407504706e+02 
       2.868250392474e-04       1.273499183164e+02 
       3.079319571895e-04       1.363713210453e+02 
       3.301743779537e-04       1.458488205910e+02 
       3.536725019573e-04       1.558299733151e+02 
       3.785575602480e-04       1.663662194092e+02 
       4.049724035093e-04       1.775129935166e+02 
       4.330718799798e-04       1.893297204878e+02 
       4.630229000871e-04       2.018796516083e+02 
       4.950040633762e-04       2.152294595478e+02 
       5.292047039781e-04       2.294487036463e+02 
       5.658231995884e-04       2.446094691159e+02 
       6.050643928666e-04       2.607819260573e+02 
       6.471360020067e-04       2.780374810836e+02 
       6.922439576707e-04       2.964429127555e+02 
       7.405867024924e-04       3.160594729727e+02 
       7.923486261946e-04       3.369346030653e+02 
       8.476929722396e-04       3.591155891167e+02 
       9.067547154116e-04       3.826227114065e+02 
       9.696340363401e-04       4.074655936427e+02 
       1.036391067029e-03       4.336317024822e+02 
       1.107042518708e-03       4.610918585363e+02 
       1.181560621863e-03       4.897960259200e+02 
       1.259874533633e-03       5.196763957625e+02 
       1.341874055362e-03       5.506499175169e+02 
       1.427415222107e-03       5.826226269907e+02 
       1.477104874446e-03       6.010366464861e+02 
       1.516327135659e-03       6.154901808436e+02 
       1.608419344036e-03       6.491444621037e+02 
       1.703489119148e-03       6.834737338033e+02 
       1.801328118406e-03       7.183685411903e+02 
       1.901728090982e-03       7.537215565454e+02 
       2.004485464042e-03       7.894334447634e+02 
       2.109404789863e-03       8.254016178968e+02 
       2.216301138233e-03       8.615412877290e+02 
       2.325001579224e-03       8.977727744321e+02 
       2.435345926456e-03       9.340214781053e+02 
       2.547186910554e-03       9.702199680490e+02 
       2.660389936379e-03       1.006310138139e+03 
       2.774832554019e-03       1.042239350586e+03 
       2.890403747831e-03       1.077959341224e+03 
       3.007003123569e-03       1.113433378496e+03 
       3.124540052564e-03       1.148623617210e+03 
       3.242932814563e-03       1.183499022103e+03 
       3.362107767232e-03       1.218032743869e+03 
       3.481998559998e-03       1.252201262889e+03 
       3.602545402324e-03       1.285986966010e+03 
       3.723694391120e-03       1.319368406664e+03 
       3.845396898300e-03       1.352332704237e+03 
       3.967609017046e-03       1.384867951426e+03 
       4.090291063817e-03       1.416964508788e+03 
       4.213407132273e-03       1.448612382835e+03 
       4.336924694882e-03       1.479805706887e+03 
       4.460814247837e-03       1.510538154862e+03 
       4.585048995055e-03       1.540806805311e+03 
       4.709604567176e-03       1.570606357750e+03 
       4.834458771816e-03       1.599937173395e+03 
       4.959591371617e-03       1.628796391455e+03 
       5.084983886955e-03       1.657183407559e+03 
       5.210619420505e-03       1.685098388219e+03 
       5.336482501131e-03       1.712543346982e+03 
       5.462558944884e-03       1.739516884336e+03 
       5.588835731106e-03       1.766021689536e+03 
       5.715300891899e-03       1.792059949854e+03 
       5.841943413415e-03       1.817634082071e+03 
       5.968753147588e-03       1.842746355238e+03 
       6.095720733134e-03       1.867400069406e+03 
       6.222837524736e-03       1.891596857944e+03 
       6.350095529510e-03       1.915341841692e+03 
       6.477487349908e-03       1.938638072654e+03 
       6.605006132369e-03       1.961488503430e+03 
       6.732645521053e-03       1.983898226253e+03 
       6.860399616123e-03       2.005869366123e+03 
       6.988262936071e-03       2.027406452584e+03 
       7.116230383650e-03       2.048513943718e+03 
       7.244297215043e-03       2.069195975357e+03 
       7.372459011908e-03       2.089456067058e+03 
       7.500711656016e-03       2.109299008782e+03 
       7.629051306207e-03       2.128728606392e+03 
       7.757474377427e-03       2.147749287005e+03 
       7.885977521639e-03       2.166365368964e+03 
       8.014557610418e-03       2.184580103212e+03 
       8.143211719069e-03       2.202400018176e+03 
       8.271937112110e-03       2.219827125886e+03 
       8.400731229997e-03       2.236866328913e+03 
       8.529591676975e-03       2.253527794468e+03 
       8.658516209928e-03       2.269804494984e+03 
       8.787502728169e-03       2.285707394757e+03 
       8.916549264047e-03       2.301239000236e+03 
       9.045653974323e-03       2.316404061505e+03 
       9.174815132235e-03       2.331206383293e+03 
       9.304031120191e-03       2.345650306343e+03 
       9.433300423030e-03       2.359739820898e+03 
       9.562621621817e-03       2.373479005981e+03 
       9.691993388107e-03       2.386871780944e+03 
