# Matter power spectrum P(k) at redshift z=0
# for k=9.61529e-06 to 1.69321 h/Mpc,
# number of wavenumbers equal to 561
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       9.615289314261e-06       3.421141427513e+01 
       2.210478165246e-05       7.525002316404e+01 
       3.463427341549e-05       1.158698578411e+02 
       4.723545041746e-05       1.561630213746e+02 
       5.994048067525e-05       1.963591685249e+02 
       7.278228413262e-05       2.366773370825e+02 
       8.579481037878e-05       2.772002556750e+02 
       9.901332785533e-05       3.181566809840e+02 
       1.124747280726e-04       3.596149836364e+02 
       1.262178483875e-04       7.554148237884e+02 
       1.402838169106e-04       4.447021898032e+02 
       1.547164230816e-04       4.885432481316e+02 
       1.695625173519e-04       5.334592542373e+02 
       1.848724431747e-04       5.795610236982e+02 
       2.007005040856e-04       6.271611033132e+02 
       2.171054679465e-04       6.762085810241e+02 
       2.341511093285e-04       7.273876279400e+02 
       2.519067893716e-04       7.797864774598e+02 
       2.704480700877e-04       8.352507299516e+02 
       2.898573567630e-04       8.943854398476e+02 
       3.102245575759e-04       9.523719310814e+02 
       3.316477435056e-04       1.016221862147e+03 
       3.542337837467e-04       1.081992325868e+03 
       3.780989219255e-04       1.152090838747e+03 
       4.033692462865e-04       1.225971042052e+03 
       4.301809928255e-04       1.302507348849e+03 
       4.586806046352e-04       1.385744185359e+03 
       4.890244547405e-04       1.475579714945e+03 
       5.213781256239e-04       1.567574034924e+03 
       5.559151298264e-04       1.665693244247e+03 
       5.928149571150e-04       1.769789043564e+03 
       6.322603503893e-04       1.880162372455e+03 
       6.744337506646e-04       1.997943356463e+03 
       7.195129156686e-04       2.122898202890e+03 
       7.676658077203e-04       2.255027716193e+03 
       8.190449591830e-04       2.396447092305e+03 
       8.737816440152e-04       2.544846038196e+03 
       9.319802894212e-04       2.698588684672e+03 
       9.937136247996e-04       2.862917339063e+03 
       1.059019060569e-03       3.034097632411e+03 
       1.127896702773e-03       3.216053946326e+03 
       1.200309245683e-03       3.402992662758e+03 
       1.276183770508e-03       3.595423537971e+03 
       1.355415256031e-03       3.795774840248e+03 
       1.437871422043e-03       4.000716160971e+03 
