# Matter power spectrum P(k) at redshift z=0
# for k=9.61529e-06 to 1.6926 h/Mpc,
# number of wavenumbers equal to 561
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       9.615289314261e-06       7.342129261851e+01 
       2.210241504938e-05       1.635766509434e+02 
       3.462952207976e-05       2.519395007753e+02 
       4.722827817142e-05       3.395502844764e+02 
       5.993083287521e-05       4.269559462753e+02 
       7.277008699438e-05       5.145556447541e+02 
       8.577997003648e-05       6.027527766253e+02 
       9.899572913899e-05       6.917686077311e+02 
       1.124542329852e-04       7.819161086804e+02 
       1.261942942575e-04       7.326256207546e+02 
       1.402570141915e-04       9.666236957316e+02 
       1.546861527659e-04       1.062164139432e+03 
       1.695285279609e-04       1.159879456622e+03 
       1.848344472853e-04       1.260190782764e+03 
       2.006581743492e-04       1.363490228630e+03 
       2.170584325569e-04       1.470175667398e+03 
       2.340989468963e-04       1.323854295997e+03 
       2.518490231684e-04       1.695306003268e+03 
       2.703841616362e-04       1.814273565491e+03 
       2.897866987660e-04       1.938610303415e+03 
       3.101464662090e-04       2.068641611616e+03 
       3.315614501420e-04       2.204952006304e+03 
       3.541384262438e-04       2.347847315722e+03 
       3.779935356867e-04       2.498459644462e+03 
       4.032527554222e-04       2.656890130086e+03 
       4.300522018737e-04       2.824978917455e+03 
       4.585381914667e-04       3.002316953648e+03 
       4.888669654589e-04       3.188667274617e+03 
       5.212039724600e-04       3.387877087165e+03 
       5.557225931970e-04       3.599516402864e+03 
       5.926021931213e-04       3.824250804388e+03 
       6.320254050234e-04       4.063223582462e+03 
       6.741745818026e-04       4.316914166970e+03 
       7.192274235036e-04       4.586311386866e+03 
       7.673518735920e-04       4.872100221107e+03 
       8.187004918070e-04       5.174698561022e+03 
       8.734046310064e-04       5.494330858769e+03 
       9.315688509080e-04       5.831491662884e+03 
       9.932660650875e-04       6.185579801733e+03 
       1.058533913473e-03       6.556820211389e+03 
       1.127372766567e-03       6.944061649129e+03 
       1.199745604644e-03       7.346877788227e+03 
       1.275579801549e-03       7.764131147693e+03 
       1.354770620716e-03       8.194685867247e+03 
       1.437186045845e-03       8.637218035976e+03 
       1.522672454978e-03       9.089497067177e+03 
       1.611060618405e-03       9.551493966396e+03 
       1.702171549975e-03       1.002018569244e+04 
       1.795821844171e-03       1.049635121022e+04 
       1.891828258114e-03       1.097627864797e+04 
       1.990011421758e-03       1.145975449162e+04 
       2.090198662910e-03       1.192044060779e+04 
       2.192226008063e-03       1.241287598632e+04 
       2.295939464836e-03       1.289678143424e+04 
       2.401195711727e-03       1.338298265886e+04 
       2.507862322561e-03       1.386532214492e+04 
       2.615817642946e-03       1.431606320390e+04 
       2.724950419979e-03       1.458297178159e+04 
       2.835159268137e-03       1.521796055355e+04 
       2.946352036528e-03       1.576869018457e+04 
       3.058445126759e-03       1.604347858249e+04 
       3.171362797270e-03       1.669178496360e+04 
       3.285036479181e-03       1.714669037770e+04 
       3.399404120263e-03       1.479222197883e+04 
       3.514409567338e-03       1.545989137046e+04 
       3.630001992702e-03       1.611500247636e+04 
