# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)n_ncdm[0]          13:(.)rho_ncdm[0]        14:(.)p_ncdm[0]          15:(.)rho_lambda         16:(.)rho_ur             17:(.)rho_crit           18:(.)rho_dcdm           19:(.)rho_dr             20:gr.fac. D             21:gr.fac. f          
       9.999999999990e+11       7.559518497731e-22       4.635512595996e-07       2.157256296062e+18       1.476193744188e+04       1.476193744188e-08       1.476193744188e+16       2.676317460486e-07       2.751560535470e+36       2.492336125560e+27       1.112650056054e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.902194177205e+36       4.653754726901e+36       1.172296069559e+28       9.671494891152e+02       7.871768783855e-18       2.000000000000e+12 
       9.930486593833e+11       7.665722173106e-22       4.667963366956e-07       2.127368890542e+18       1.476193744188e+04       1.486527100398e-08       1.465932218657e+16       2.695051682703e-07       2.675846458098e+36       2.440721353921e+27       1.089607747286e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.849851924417e+36       4.525698396447e+36       1.148018527977e+28       9.604265035597e+02       1.098208369251e-07       1.433565615447e+02 
       9.861456399039e+11       7.773417903914e-22       4.700650606537e-07       2.097895555900e+18       1.476193744188e+04       1.496932790100e-08       1.455742024486e+16       2.713917044476e-07       2.602215788101e+36       2.390175492941e+27       1.067042630777e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.798949961721e+36       4.401165763465e+36       1.124243759578e+28       9.537502517673e+02       2.196416738412e-07       7.167828077454e+01 
       9.792906056642e+11       7.882626652044e-22       4.733537934953e-07       2.068830555449e+18       1.476193744187e+04       1.507411319630e-08       1.445622665825e+16       2.732914463780e-07       2.530611196823e+36       2.340676406129e+27       1.044944824165e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.749448656976e+36       4.280059867160e+36       1.100961352232e+28       9.471204088757e+02       3.294625107562e-07       4.778552051668e+01 
       9.724832231024e+11       7.993369673875e-22       4.766679921886e-07       2.040168231981e+18       1.476193744187e+04       1.517963198868e-08       1.435573650272e+16       2.752044865020e-07       2.460976933108e+36       2.292202415424e+27       1.023304649743e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.701309468590e+36       4.162286414783e+36       1.078161109442e+28       9.405366522809e+02       4.392833476700e-07       3.583914038755e+01 
       9.657231609756e+11       8.105668524419e-22       4.800040187547e-07       2.011903006662e+18       1.476193744187e+04       1.528588941259e-08       1.425594488850e+16       2.771309179067e-07       2.393258779892e+36       2.244732291708e+27       1.002112630227e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.654494915511e+36       4.047753708217e+36       1.055833045870e+28       9.339986616213e+02       5.491041845827e-07       2.867131231000e+01 
       9.590100903431e+11       8.219545061512e-22       4.833655111725e-07       1.984029377954e+18       1.476193744186e+04       1.539289063848e-08       1.415684695978e+16       2.790708343313e-07       2.327404011990e+36       2.198245245503e+27       9.813594845995e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.608968548044e+36       3.936372572583e+36       1.033967382971e+28       9.275061187623e+02       6.589250214944e-07       2.389276025828e+01 
       9.523436845512e+11       8.335021450074e-22       4.867488314630e-07       1.956541920534e+18       1.476193744186e+04       1.550064087295e-08       1.405843789451e+16       2.810243301708e-07       2.263361355044e+36       2.152720917869e+27       9.610361240487e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.564694919474e+36       3.828056286806e+36       1.012554544708e+28       9.210587077807e+02       7.687458584050e-07       2.047950879275e+01 
       9.457236192167e+11       8.452120166418e-22       4.901557986159e-07       1.929435284247e+18       1.476193744186e+04       1.560914535905e-08       1.396071290418e+16       2.829915004812e-07       2.201080945601e+36       2.108139371488e+27       9.411336479858e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.521639558464e+36       3.722720516099e+36       9.915851533559e+27       9.146561149494e+02       8.785666953146e-07       1.791957019360e+01 
       9.391495722111e+11       8.570864002626e-22       4.935864126310e-07       1.902704193061e+18       1.476193744185e+04       1.571840937656e-08       1.386366723354e+16       2.849724409837e-07       2.140514292290e+36       2.064481081931e+27       9.216433401479e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.479768942217e+36       3.620283246291e+36       9.710500253985e+27       9.082980287223e+02       9.883875322231e-07       1.592850683870e+01 
       9.326212236456e+11       8.691276070988e-22       4.970424924977e-07       1.876343444037e+18       1.476193744185e+04       1.582843824220e-08       1.376729616041e+16       2.869672480697e-07       2.081614238065e+36       2.021726929109e+27       9.025566647807e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.439050470375e+36       3.520664719980e+36       9.509401675037e+27       9.019841397187e+02       1.098208369131e-06       1.433565615478e+01 
       9.261382558546e+11       8.813379808496e-22       5.005204002373e-07       1.850347906322e+18       1.476193744185e+04       1.593923730989e-08       1.367159499544e+16       2.889760188053e-07       2.024334923491e+36       1.979858188897e+27       8.838652629003e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.399452439639e+36       3.423787374432e+36       9.312467725861e+27       8.957141407086e+02       1.208029206037e-06       1.303241468612e+01 
       9.197003533808e+11       8.937198981412e-22       5.040255928179e-07       1.824712520148e+18       1.476193744184e+04       1.605081197105e-08       1.357655908186e+16       2.909988509360e-07       1.968631751038e+36       1.938856524936e+27       8.655609486321e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.360944019080e+36       3.329575781185e+36       9.119612159496e+27       8.894877265978e+02       1.317850042943e-06       1.194638012890e+01 
       9.133072029601e+11       9.062757689886e-22       5.075526132714e-07       1.799432295845e+18       1.476193744184e+04       1.616316765485e-08       1.348218379529e+16       2.930358428916e-07       1.914461350353e+36       1.898703980602e+27       8.476357056260e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.323495226138e+36       3.237956587329e+36       8.930750515104e+27       8.833045944128e+02       1.427670879847e-06       1.102742781125e+01 
       9.069584935055e+11       9.190080372655e-22       5.111050995765e-07       1.774502312872e+18       1.476193744184e+04       1.627630982843e-08       1.338846454349e+16       2.950870937909e-07       1.861781544498e+36       1.859382971143e+27       8.300816835460e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.287076903277e+36       3.148858458389e+36       8.745800080981e+27       8.771644432861e+02       1.537491716751e-06       1.023975439613e+01 
       9.006539160928e+11       9.319191811792e-22       5.146830517333e-07       1.749917718861e+18       1.476193744183e+04       1.639024399722e-08       1.329539676612e+16       2.971527034464e-07       1.810551317108e+36       1.820876275974e+27       8.128911946313e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.251660695281e+36       3.062212022783e+36       8.564679858330e+27       8.710669744417e+02       1.647312553654e-06       9.557104103019e+00 
       8.943931639451e+11       9.450117137536e-22       5.182864697417e-07       1.725673728667e+18       1.476193744183e+04       1.650497570520e-08       1.320297593457e+16       2.992327723695e-07       1.760730780455e+36       1.783167031140e+27       7.960567103304e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.217219027179e+36       2.977949817813e+36       8.387310525793e+27       8.650118911806e+02       1.757133390556e-06       8.959785096551e+00 
       8.881759324182e+11       9.582881833179e-22       5.219135346124e-07       1.701765623444e+18       1.476193744183e+04       1.662051053514e-08       1.311119755171e+16       3.013274017750e-07       1.712281144395e+36       1.746238721927e+27       7.795708580033e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.183725082774e+36       2.896006237136e+36       8.213614404706e+27       8.589988988661e+02       1.866954227457e-06       8.432738914374e+00 
       8.820019189852e+11       9.717511740031e-22       5.255678843241e-07       1.678188749720e+18       1.476193744182e+04       1.673685410888e-08       1.302005715164e+16       3.034366935863e-07       1.665164686160e+36       1.710075175632e+27       7.634264176930e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.151152783764e+36       2.816317479685e+36       8.043515425084e+27       8.530277049097e+02       1.976775064357e-06       7.964253419107e+00 
       8.758708232226e+11       9.854033062441e-22       5.292458808981e-07       1.654938518494e+18       1.476193744182e+04       1.685401208764e-08       1.292955029954e+16       3.055607504403e-07       1.619344720995e+36       1.674660554478e+27       7.476163189634e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.119476769439e+36       2.738821499994e+36       7.876939092308e+27       8.470980187568e+02       2.086595901256e-06       7.545082186500e+00 
       8.697823467950e+11       9.992472372909e-22       5.329511623131e-07       1.632010404343e+18       1.476193744182e+04       1.697199017225e-08       1.283967259140e+16       3.076996756922e-07       1.574785573589e+36       1.639979348678e+27       7.321336378028e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.088672376934e+36       2.663457959884e+36       7.713812454494e+27       8.412095518724e+02       2.196416738155e-06       7.167828077155e+00 
       8.637361934409e+11       1.013285661725e-21       5.366819095798e-07       1.609399944542e+18       1.476193744181e+04       1.709079410345e-08       1.275041965382e+16       3.098535734208e-07       1.531452550300e+36       1.606016369646e+27       7.169715935918e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.058715622024e+36       2.590168181492e+36       7.554064070549e+27       8.353620177274e+02       2.306237575053e-06       6.826502930605e+00 
       8.577320689581e+11       1.027521311983e-21       5.404381226981e-07       1.587102738193e+18       1.476193744181e+04       1.721042966217e-08       1.266178714381e+16       3.120225484335e-07       1.489311912146e+36       1.572756743338e+27       7.021235461332e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.520282070399e-08       1.029583180456e+36       2.518895101580e+36       7.397623978882e+27       8.295551317844e+02       2.416058411950e-06       6.516207342834e+00 
