# Matter power spectrum P(k) at redshift z=0
# for k=1.11853e-05 to 1.48611 h/Mpc,
# number of wavenumbers equal to 565
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.118527081559e-05                     -nan 
       2.501080545037e-05                     -nan 
       3.889224024357e-05                     -nan 
       5.287261788702e-05                     -nan 
       6.699579921295e-05                     -nan 
       8.130691348428e-05                     -nan 
       9.585282514641e-05                     -nan 
       1.106826241063e-04                     -nan 
       1.258481466501e-04                     -nan 
       1.414045341402e-04                     -nan 
       1.574108365838e-04                     -nan 
       1.739306679464e-04                     -nan 
       1.910329195705e-04                     -nan 
       2.087925370796e-04                     -nan 
       2.272913644628e-04                     -nan 
       2.466190563315e-04                     -nan 
       2.668740551973e-04                     -nan 
       2.881646245230e-04                     -nan 
       3.106099195829e-04                     -nan 
       3.343410661103e-04                     -nan 
       3.595022004965e-04                     -nan 
       3.862514042549e-04                     -nan 
       4.147614391794e-04                     -nan 
       4.452201584637e-04                     -nan 
       4.778304346366e-04                     -nan 
       5.128094112198e-04                     -nan 
       5.503868581344e-04                     -nan 
       5.908024012481e-04                     -nan 
       6.343014176642e-04                     -nan 
       6.811294559025e-04                     -nan 
       7.315251673463e-04                     -nan 
       7.857119268480e-04                     -nan 
       8.438885637770e-04                     -nan 
       9.062198838158e-04                     -nan 
       9.728278764725e-04                     -nan 
       1.043784601518e-03                     -nan 
       1.119107669395e-03                     -nan 
       1.198758957145e-03                     -nan 
       1.282646773544e-03                     -nan 
       1.370631201007e-03                     -nan 
       1.462531916625e-03                     -nan 
       1.558137528966e-03                     -nan 
       1.657215404142e-03                     -nan 
       1.759521074534e-03                     -nan 
       1.864806562107e-03                     -nan 
       1.972827227874e-03                     -nan 
       2.083347015288e-03                     -nan 
       2.196142150603e-03                     -nan 
       2.311003486294e-03                     -nan 
       2.427737732107e-03                     -nan 
       2.546167828483e-03                     -nan 
       2.666132696986e-03                     -nan 
       2.787486566852e-03                     -nan 
       2.910098036568e-03                     -nan 
       3.033848991041e-03                     -nan 
       3.158633461629e-03                     -nan 
       3.284356489313e-03                     -nan 
       3.410933030390e-03                     -nan 
       3.538286928565e-03                     -nan 
       3.666349966179e-03                     -nan 
       3.795060999673e-03                     -nan 
       3.924365179228e-03                     -nan 
       4.054213249345e-03                     -nan 
       4.184560925223e-03                     -nan 
       4.315368338821e-03                     -nan 
       4.446599548147e-03                     -nan 
       4.578222103346e-03                     -nan 
       4.710206663463e-03                     -nan 
       4.842526658151e-03                     -nan 
       4.975157989122e-03                     -nan 
       5.108078766607e-03                     -nan 
       5.241269076624e-03                     -nan 
       5.374710775298e-03                     -nan 
       5.508387306945e-03                     -nan 
       5.642283542995e-03                     -nan 
       5.776385639224e-03                     -nan 
       5.910680909044e-03                     -nan 
       6.045157710904e-03                     -nan 
       6.179805348108e-03                     -nan 
       6.314613979541e-03                     -nan 
       6.449574540018e-03                     -nan 
       6.584678669109e-03                     -nan 
       6.719918647454e-03                     -nan 
       6.855287339692e-03                     -nan 
       6.990778143253e-03                     -nan 
       7.126384942332e-03                     -nan 
       7.262102066484e-03                     -nan 
       7.397924253298e-03                     -nan 
       7.533846614725e-03                     -nan 
       7.669864606651e-03                     -nan 
       7.805974001362e-03                     -nan 
       7.942170862609e-03                     -nan 
       8.078451522975e-03                     -nan 
       8.214812563333e-03                     -nan 
       8.351250794156e-03                     -nan 
       8.487763238505e-03                     -nan 
       8.624347116523e-03                     -nan 
       8.760999831281e-03                     -nan 
       8.897718955855e-03                     -nan 
       9.034502221501e-03                     -nan 
       9.171347506828e-03                     -nan 
       9.308252827885e-03                     -nan 
       9.445216329055e-03                     -nan 
       9.582236274706e-03                     -nan 
       9.719311041507e-03                     -nan 
       9.856439111367e-03                     -nan 
       9.993619064929e-03                     -nan 
       1.013084957558e-02                     -nan 
       1.026812940392e-02                     -nan 
       1.040545739267e-02                     -nan 
       1.054283246195e-02                     -nan 
       1.068025360494e-02                     -nan 
       1.081771988384e-02                     -nan 
       1.095523042614e-02                     -nan 
       1.109278442120e-02                     -nan 
       1.123038111702e-02                     -nan 
       1.136801981731e-02                     -nan 
       1.150569987870e-02                     -nan 
       1.164342070825e-02                     -nan 
       1.178118176103e-02                     -nan 
       1.191898253796e-02                     -nan 
       1.205682258375e-02                     -nan 
       1.219470148505e-02                     -nan 
       1.233261886864e-02                     -nan 
       1.247057439982e-02                     -nan 
       1.260856778090e-02                     -nan 
       1.274659874980e-02                     -nan 
       1.288466707871e-02                     -nan 
       1.302277257290e-02                     -nan 
       1.316091506961e-02                     -nan 
       1.329909443697e-02                     -nan 
       1.343731057306e-02                     -nan 
       1.357556340500e-02                     -nan 
       1.371385288812e-02                     -nan 
       1.385217900522e-02                     -nan 
       1.399054176582e-02                     -nan 
       1.412894120554e-02                     -nan 
       1.426737738549e-02                     -nan 
       1.440585039173e-02                     -nan 
       1.454436033474e-02                     -nan 
       1.468290734901e-02                     -nan 
       1.482149159257e-02                     -nan 
       1.496011324662e-02                     -nan 
       1.509877251523e-02                     -nan 
       1.523746962498e-02                     -nan 
       1.537620482474e-02                     -nan 
       1.551497838537e-02                     -nan 
       1.565379059958e-02                     -nan 
       1.579264178168e-02                     -nan 
       1.593153226748e-02                     -nan 
       1.607046241414e-02                     -nan 
       1.620943260010e-02                     -nan 
       1.634844322494e-02                     -nan 
       1.648749470943e-02                     -nan 
       1.662658749539e-02                     -nan 
       1.676572204578e-02                     -nan 
       1.690489884467e-02                     -nan 
       1.704411839729e-02                     -nan 
       1.718338123007e-02                     -nan 
       1.732268789075e-02                     -nan 
       1.746203894847e-02                     -nan 
       1.760143499386e-02                     -nan 
       1.774087663921e-02                     -nan 
       1.788036451862e-02                     -nan 
       1.801989928814e-02                     -nan 
       1.815948162601e-02                     -nan 
       1.829911223282e-02                     -nan 
       1.843879183177e-02                     -nan 
       1.857852116891e-02                     -nan 
       1.871830101337e-02                     -nan 
       1.885813215768e-02                     -nan 
       1.899801541802e-02                     -nan 
       1.913795163458e-02                     -nan 
       1.927794167183e-02                     -nan 
       1.941798641894e-02                     -nan 
       1.955808679005e-02                     -nan 
       1.969824372473e-02                     -nan 
       1.983845818835e-02                     -nan 
       1.997873117247e-02                     -nan 
       2.011906369532e-02                     -nan 
       2.025945680218e-02                     -nan 
       2.039991156593e-02                     -nan 
       2.054042908747e-02                     -nan 
       2.068101049626e-02                     -nan 
       2.082165695084e-02                     -nan 
       2.096236963935e-02                     -nan 
       2.110314978010e-02                     -nan 
       2.124399862218e-02                     -nan 
       2.138491744602e-02                     -nan 
       2.152590756403e-02                     -nan 
       2.166697032125e-02                     -nan 
       2.180810709599e-02                     -nan 
       2.194931930055e-02                     -nan 
       2.209060838191e-02                     -nan 
       2.223197582243e-02                     -nan 
       2.237342314067e-02                     -nan 
       2.251495189210e-02                     -nan 
       2.265656366997e-02                     -nan 
       2.279826010608e-02                     -nan 
       2.294004287166e-02                     -nan 
       2.308191367825e-02                     -nan 
       2.322387427863e-02                     -nan 
       2.336592646769e-02                     -nan 
       2.350807208347e-02                     -nan 
       2.365031300814e-02                     -nan 
       2.379265116896e-02                     -nan 
       2.393508853945e-02                     -nan 
       2.407762714038e-02                     -nan 
       2.422026904095e-02                     -nan 
       2.436301635993e-02                     -nan 
       2.450587126687e-02                     -nan 
       2.464883598332e-02                     -nan 
       2.479191278410e-02                     -nan 
       2.493510399863e-02                     -nan 
       2.507841201224e-02                     -nan 
       2.522183926763e-02                     -nan 
       2.536538826623e-02                     -nan 
       2.550906156974e-02                     -nan 
       2.565286180165e-02                     -nan 
       2.579679164879e-02                     -nan 
       2.594085386301e-02                     -nan 
       2.608505126280e-02                     -nan 
       2.622938673508e-02                     -nan 
       2.637386323696e-02                     -nan 
       2.651848379758e-02                     -nan 
       2.666325152007e-02                     -nan 
       2.680816958346e-02                     -nan 
       2.695324124476e-02                     -nan 
       2.709846984104e-02                     -nan 
       2.724385879163e-02                     -nan 
       2.738941160033e-02                     -nan 
       2.753513185778e-02                     -nan 
       2.768102324380e-02                     -nan 
       2.782708952995e-02                     -nan 
       2.797333458201e-02                     -nan 
       2.811976236272e-02                     -nan 
       2.826637693446e-02                     -nan 
       2.841318246214e-02                     -nan 
       2.856018321613e-02                     -nan 
       2.870738357529e-02                     -nan 
       2.885478803014e-02                     -nan 
       2.900240118614e-02                     -nan 
       2.915022776706e-02                     -nan 
       2.929827261848e-02                     -nan 
       2.944654071146e-02                     -nan 
       2.959503714629e-02                     -nan 
       2.974376715638e-02                     -nan 
       2.989273611237e-02                     -nan 
       3.004194952627e-02                     -nan 
       3.019141305589e-02                     -nan 
       3.034113250935e-02                     -nan 
       3.049111384977e-02                     -nan 
       3.064136320019e-02                     -nan 
       3.079188684864e-02                     -nan 
       3.094269125341e-02                     -nan 
       3.109378304857e-02                     -nan 
       3.124516904964e-02                     -nan 
       3.139685625956e-02                     -nan 
       3.154885187485e-02                     -nan 
       3.170116329208e-02                     -nan 
       3.185379811450e-02                     -nan 
       3.200676415909e-02                     -nan 
       3.216006946378e-02                     -nan 
       3.231372229505e-02                     -nan 
       3.246773115581e-02                     -nan 
       3.262210479368e-02                     -nan 
       3.277685220952e-02                     -nan 
       3.293198266646e-02                     -nan 
       3.308750569925e-02                     -nan 
       3.324343112403e-02                     -nan 
       3.339976904859e-02                     -nan 
       3.355652988301e-02                     -nan 
       3.371372435091e-02                     -nan 
       3.387136350105e-02                     -nan 
       3.402945871965e-02                     -nan 
       3.418802174317e-02                     -nan 
       3.434706467175e-02                     -nan 
       3.450659998324e-02                     -nan 
       3.466664054800e-02                     -nan 
       3.482719964433e-02                     -nan 
       3.498829097472e-02                     -nan 
       3.514992868289e-02                     -nan 
       3.531212737169e-02                     -nan 
       3.547490212190e-02                     -nan 
       3.563826851203e-02                     -nan 
       3.580224263909e-02                     -nan 
       3.596684114051e-02                     -nan 
       3.613208121719e-02                     -nan 
       3.629798065778e-02                     -nan 
       3.646455786427e-02                     -nan 
       3.663183187904e-02                     -nan 
       3.679982241331e-02                     -nan 
       3.696854987723e-02                     -nan 
       3.713803541172e-02                     -nan 
       3.730830092201e-02                     -nan 
       3.747936911326e-02                     -nan 
       3.765126352813e-02                     -nan 
       3.782400858667e-02                     -nan 
       3.799762962854e-02                     -nan 
       3.817215295783e-02                     -nan 
       3.834760589060e-02                     -nan 
       3.852401680534e-02                     -nan 
       3.870141519666e-02                     -nan 
       3.887983173238e-02                     -nan 
       3.905929831420e-02                     -nan 
       3.923984814249e-02                     -nan 
       3.942151578518e-02                     -nan 
       3.960433725138e-02                     -nan 
       3.978835006995e-02                     -nan 
       3.997359337342e-02                     -nan 
       4.016010798778e-02                     -nan 
       4.034793652862e-02                     -nan 
       4.053712350410e-02                     -nan 
       4.072771542538e-02                     -nan 
       4.091976092517e-02                     -nan 
       4.111331088515e-02                     -nan 
       4.130841857294e-02                     -nan 
       4.150513978965e-02                     -nan 
       4.170353302887e-02                     -nan 
       4.190365964824e-02                     -nan 
       4.210558405477e-02                     -nan 
       4.230937390529e-02                     -nan 
       4.251510032337e-02                     -nan 
       4.272283813466e-02                     -nan 
       4.293266612216e-02                     -nan 
       4.314466730370e-02                     -nan 
       4.335892923399e-02                     -nan 
       4.357554433362e-02                     -nan 
       4.379461024828e-02                     -nan 
       4.401623024116e-02                     -nan 
