# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)n_ncdm[0]          13:(.)rho_ncdm[0]        14:(.)p_ncdm[0]          15:(.)rho_lambda         16:(.)rho_ur             17:(.)rho_crit           18:(.)rho_dcdm           19:(.)rho_dr             20:gr.fac. D             21:gr.fac. f          
       9.999999999990e+11       7.558503620449e-22       4.634894139599e-07       2.157545950009e+18       1.457605815779e+04       1.457605815779e-08       1.457605815779e+16       2.675958160646e-07       2.751560535470e+36       2.451390603497e+27       1.112650056054e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.524376497625e-08       1.903443976270e+36       4.655004526401e+36       1.219897755967e+28       1.117947532285e+03       7.610899176739e-18       2.000000000000e+12 
       9.930486593833e+11       7.664693037813e-22       4.667344910558e-07       2.127654531520e+18       1.457605815778e+04       1.467809056489e-08       1.447473501269e+16       2.694689867764e-07       2.675846458098e+36       2.400623788821e+27       1.089607747286e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.524376497625e-08       1.851067333040e+36       4.526913805496e+36       1.194634412291e+28       1.110176298161e+03       1.061813856952e-07       1.433565615446e+02 
       9.861456399039e+11       7.772374310300e-22       4.700013960246e-07       2.098177239505e+18       1.457605815778e+04       1.478083719884e-08       1.437411619929e+16       2.713552696832e-07       2.602215788101e+36       2.350908324129e+27       1.067042630777e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.524376497625e-08       1.800131926216e+36       4.402347728378e+36       1.169894257161e+28       1.102459084534e+03       2.123627713817e-07       7.167828077450e+01 
       9.792906056642e+11       7.881568396983e-22       4.732919478556e-07       2.069108336509e+18       1.457605815778e+04       1.488430305923e-08       1.427419682154e+16       2.732547565703e-07       2.530611196823e+36       2.302222436599e+27       1.044944824165e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.524376497625e-08       1.750598097618e+36       4.281209308211e+36       1.145666455659e+28       1.094795515888e+03       3.185441570670e-07       4.778552051665e+01 
       9.724832231024e+11       7.992296551389e-22       4.766043275595e-07       2.040442164562e+18       1.457605815777e+04       1.498849318064e-08       1.417497201741e+16       2.751675398656e-07       2.460976933108e+36       2.254544804313e+27       1.023304649743e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.524376497625e-08       1.702427280330e+36       4.163404226923e+36       1.121940397253e+28       1.087185219318e+03       4.247255427513e-07       3.583914038752e+01 
       9.657231609756e+11       8.104580325634e-22       4.799403541256e-07       2.012173144084e+18       1.457605815777e+04       1.509341263290e-08       1.407643695870e+16       2.770937126439e-07       2.393258779892e+36       2.207854546915e+27       1.002112630227e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.524376497625e-08       1.655581968675e+36       4.048840761772e+36       1.098705691146e+28       1.079627824513e+03       5.309069284344e-07       2.867131230998e+01 
       9.590100903431e+11       8.218441574623e-22       4.833000275539e-07       1.984295772795e+18       1.457605815777e+04       1.519906652133e-08       1.397858685074e+16       2.790333686317e-07       2.327404011990e+36       2.162131216469e+27       9.813594845994e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.524376497625e-08       1.610025689009e+36       3.937429713931e+36       1.075952161730e+28       1.072122963734e+03       6.370883141165e-07       2.389276025825e+01 
       9.523436845512e+11       8.333902460297e-22       4.866833478445e-07       1.956804624646e+18       1.457605815776e+04       1.530545998697e-08       1.388141693221e+16       2.809866022113e-07       2.263361355044e+36       2.117354788504e+27       9.610361240487e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.524376497625e-08       1.565722971327e+36       3.829084339035e+36       1.053669844127e+28       1.064670271799e+03       7.432696997975e-07       2.047950879272e+01 
       9.457236192167e+11       8.450985455953e-22       4.900903149974e-07       1.929694348762e+18       1.457605815776e+04       1.541259820688e-08       1.378492247488e+16       2.829535084260e-07       2.201080945601e+36       2.073505653242e+27       9.411336479858e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.524376497625e-08       1.522639321643e+36       3.723720279645e+36       1.031848979827e+28       1.057269386065e+03       8.494510854774e-07       1.791957019357e+01 
       9.391495722111e+11       8.569713350614e-22       4.935209290124e-07       1.902959668403e+18       1.457605815776e+04       1.552048639433e-08       1.368909878339e+16       2.849341829841e-07       2.140514292290e+36       2.030564607014e+27       9.216433401479e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.524376497625e-08       1.480741195135e+36       3.621255499570e+36       1.010480012409e+28       1.049919946409e+03       9.556324711563e-07       1.592850683867e+01 
       9.326212236456e+11       8.690109253465e-22       4.969751898898e-07       1.876595379933e+18       1.457605815775e+04       1.562912979908e-08       1.359394119503e+16       2.869287222642e-07       2.081614238065e+36       1.988512843845e+27       9.025566647807e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.524376497625e-08       1.439995970027e+36       3.521610219985e+36       9.895535833650e+27       1.042621595212e+03       1.061813856834e-06       1.433565615475e+01 
