# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)n_ncdm[0]          13:(.)rho_ncdm[0]        14:(.)p_ncdm[0]          15:(.)rho_lambda         16:(.)rho_ur             17:(.)rho_crit           18:(.)rho_dcdm           19:(.)rho_dr             20:gr.fac. D             21:gr.fac. f          
       9.999999999990e+11       7.559518497364e-22       4.635512595996e-07       2.157256296167e+18       1.456922312627e+04       1.456922312627e-08       1.456922312627e+16       2.676317460356e-07       2.751560535470e+36       2.467857824327e+27       1.112650056054e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.902194177205e+36       4.653754727354e+36       1.219983429212e+28       1.118176162442e+03       7.598483268575e-18       2.000000000000e+12 
       9.930486593833e+11       7.665722172733e-22       4.667963366956e-07       2.127368890646e+18       1.456922312627e+04       1.467120768815e-08       1.446794749381e+16       2.695051682573e-07       2.675846458098e+36       2.416749983481e+27       1.089607747286e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.849851924417e+36       4.525698396890e+36       1.194718311294e+28       1.110403339032e+03       1.060081685361e-07       1.433565615446e+02 
       9.861456399039e+11       7.773417903537e-22       4.700650606537e-07       2.097895556003e+18       1.456922312626e+04       1.477390614196e-08       1.436737586276e+16       2.713917044344e-07       2.602215788101e+36       2.366700555064e+27       1.067042630777e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.798949961721e+36       4.401165763899e+36       1.169976418666e+28       1.102684547166e+03       2.120163370635e-07       7.167828077450e+01 
       9.792906056642e+11       7.882626651661e-22       4.733537934953e-07       2.068830555552e+18       1.456922312626e+04       1.487732348496e-08       1.426750333939e+16       2.732914463648e-07       2.530611196823e+36       2.317687619997e+27       1.044944824165e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.749448656976e+36       4.280059867585e+36       1.145746915650e+28       1.095019411252e+03       3.180245055898e-07       4.778552051665e+01 
       9.724832231024e+11       7.993369673486e-22       4.766679921886e-07       2.040168232082e+18       1.456922312626e+04       1.498146474935e-08       1.416832506393e+16       2.752044864886e-07       2.460976933108e+36       2.269689713130e+27       1.023304649743e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.701309468590e+36       4.162286415199e+36       1.122019190966e+28       1.087407558309e+03       4.240326741149e-07       3.583914038752e+01 
       9.657231609756e+11       8.105668524024e-22       4.800040187547e-07       2.011903006763e+18       1.456922312625e+04       1.508633500259e-08       1.406983621046e+16       2.771309178933e-07       2.393258779892e+36       2.222685813843e+27       1.002112630227e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.654494915511e+36       4.047753708624e+36       1.098782853089e+28       1.079848617950e+03       5.300408426390e-07       2.867131230997e+01 
       9.590100903431e+11       8.219545061112e-22       4.833655111725e-07       1.984029378054e+18       1.456922312625e+04       1.519193934760e-08       1.397203198655e+16       2.790708343178e-07       2.327404011990e+36       2.176655336842e+27       9.813594845994e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.608968548044e+36       3.936372572981e+36       1.076027725696e+28       1.072342222360e+03       6.360490111619e-07       2.389276025825e+01 
       9.523436845512e+11       8.335021449668e-22       4.867488314630e-07       1.956541920634e+18       1.456922312625e+04       1.529828292303e-08       1.387490763311e+16       2.810243301572e-07       2.263361355044e+36       2.131578123140e+27       9.610361240487e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.564694919474e+36       3.828056287197e+36       1.053743843209e+28       1.064888006284e+03       7.420571796838e-07       2.047950879272e+01 
       9.457236192167e+11       8.452120166006e-22       4.901557986159e-07       1.929435284346e+18       1.456922312624e+04       1.540537090349e-08       1.377845842414e+16       2.829915004675e-07       2.201080945601e+36       2.087434431232e+27       9.411336479858e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.521639558464e+36       3.722720516481e+36       1.031921446432e+28       1.057485607003e+03       8.480653482047e-07       1.791957019357e+01 
       9.391495722111e+11       8.570864002208e-22       4.935864126310e-07       1.902704193159e+18       1.456922312624e+04       1.551320849981e-08       1.368267966647e+16       2.849724409699e-07       2.140514292290e+36       2.044204928448e+27       9.216433401479e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.479768942217e+36       3.620283246665e+36       1.010550978276e+28       1.050134664322e+03       9.540735167246e-07       1.592850683867e+01 
