# Matter power spectrum P(k) at redshift z=0
# for k=5.25106e-06 to 1.64089 h/Mpc,
# number of wavenumbers equal to 531
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       5.251063378143e-06       4.166583894297e+02 
       1.467840434853e-05       1.119840817082e+03 
       2.412008670958e-05       1.805293348982e+03 
       3.358969793042e-05       2.481764580557e+03 
       4.310093003095e-05       3.153089491725e+03 
       5.266764508642e-05       3.821659246758e+03 
       6.230394175665e-05       4.489236028955e+03 
       7.202422333320e-05       5.157253000284e+03 
       8.184326780099e-05       5.826952207522e+03 
       9.177630041548e-05       6.499457577670e+03 
       1.018390693027e-04       7.175817635849e+03 
       1.120479245952e-04       7.857032502496e+03 
       1.224199016210e-04       8.544072040992e+03 
       1.329728086667e-04       9.237888691953e+03 
       1.437253198310e-04       9.939426938689e+03 
       1.546970734772e-04       1.064963052861e+04 
       1.659087767715e-04       1.136944812548e+04 
       1.773823167613e-04       1.209983780625e+04 
       1.891408783938e-04       1.284177065614e+04 
       2.012090697932e-04       1.359623361186e+04 
       2.136130550082e-04       1.436423163103e+04 
       2.263806942804e-04       1.514678921235e+04 
       2.395416916818e-04       1.594495124681e+04 
       2.531277496902e-04       1.675978314100e+04 
       2.671727299183e-04       1.759237011434e+04 
       2.817128187535e-04       1.844381553118e+04 
       2.967866960925e-04       1.931523808307e+04 
       3.124357046406e-04       2.020776758544e+04 
       3.287040163728e-04       2.112253909504e+04 
       3.456387917033e-04       2.206068498997e+04 
       3.632903256698e-04       2.302332458568e+04 
       3.817121740012e-04       2.401155079198e+04 
       4.009612503208e-04       2.502641325686e+04 
       4.210978839648e-04       2.606889740671e+04 
       4.421858260481e-04       2.713989879925e+04 
       4.642921895816e-04       2.824019228108e+04 
       4.874873078095e-04       2.937039561817e+04 
       5.118444937177e-04       3.053092757301e+04 
       5.374396831499e-04       3.172196085860e+04 
       5.643509445269e-04       3.294337100175e+04 
       5.926578401853e-04       3.419468285404e+04 
       6.224406282457e-04       3.547501720504e+04 
       6.537793000286e-04       3.678304054077e+04 
       6.867524565607e-04       3.811692130164e+04 
       7.214360385871e-04       3.947429593042e+04 
       7.579019373093e-04       4.085224760089e+04 
       7.962165269301e-04       4.224729999295e+04 
       8.364391736627e-04       4.365542815046e+04 
       8.786207874264e-04       4.507208851724e+04 
       9.228024900805e-04       4.649227045876e+04 
       9.690144759621e-04       4.791057113067e+04 
       1.017275135408e-03       4.932129344027e+04 
       1.067590499481e-03       5.071856277525e+04 
       1.119954045013e-03       5.209645349311e+04 
       1.174346875187e-03       5.344911363480e+04 
