# Matter power spectrum P(k) at redshift z=0
# for k=9.63987e-06 to 1.69354 h/Mpc,
# number of wavenumbers equal to 561
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       9.639867365113e-06       6.086017371966e+01 
       2.213034031270e-05       1.353580532964e+02 
       3.466088194350e-05       2.083937060714e+02 
       4.726318587535e-05       2.809878387358e+02 
       5.996942861945e-05       3.532662713008e+02 
       7.281253941793e-05       4.256985772970e+02 
       8.582647808684e-05       4.985604688240e+02 
       9.904652436005e-05       5.722541023155e+02 
       1.125095822572e-04       6.467303357013e+02 
       1.262545030298e-04       7.223993610503e+02 
       1.403224302540e-04       7.994140136878e+02 
       1.547571706132e-04       8.779089566637e+02 
       1.696055938074e-04       9.595666710468e+02 
       1.849180647934e-04       1.041620983621e+03 
       2.007489111366e-04       1.126752282862e+03 
       2.171569275468e-04       1.216245951753e+03 
       2.342059185712e-04       1.307355563666e+03 
       2.519652787727e-04       1.401821882419e+03 
       2.705106073558e-04       1.500013517070e+03 
       2.899243508740e-04       1.602317257881e+03 
       3.102964631196e-04       1.709124601232e+03 
       3.317250652337e-04       1.824402472447e+03 
       3.543170812160e-04       1.941983701403e+03 
       3.781888140695e-04       2.066769993045e+03 
       4.034664156836e-04       2.197336567444e+03 
       4.302861893466e-04       2.336679676157e+03 
       4.587946480553e-04       2.483490320844e+03 
       4.891482357988e-04       2.639302928398e+03 
       5.215126049148e-04       2.804369849081e+03 
       5.560613338299e-04       2.979273197355e+03 
       5.929739706475e-04       3.166345915098e+03 
       6.324333048127e-04       3.364344934675e+03 
       6.746218073649e-04       3.574668230139e+03 
       7.197172446387e-04       3.797254512547e+03 
       7.678875615600e-04       4.034395833415e+03 
       8.192852434407e-04       4.284600738468e+03 
       8.740414854660e-04       4.550091872898e+03 
       9.322606044816e-04       4.829198275297e+03 
       9.940151906753e-04       5.122673475582e+03 
       1.059342491775e-03       5.430240140498e+03 
       1.128242435280e-03       5.751216540443e+03 
       1.200677530165e-03       6.084989701499e+03 
       1.276574675090e-03       6.430740047208e+03 
       1.355828677861e-03       6.787378763407e+03 
       1.438307106036e-03       7.153933646886e+03 
       1.523855975668e-03       7.529367290584e+03 
       1.612305757846e-03       7.911776061305e+03 
       1.703477232842e-03       8.301102102624e+03 
       1.797186825149e-03       8.695233920447e+03 
       1.893251179895e-03       9.093062539312e+03 
       1.991490865261e-03       9.493604904407e+03 
       2.091733188789e-03       9.895790292944e+03 
       2.193814189503e-03       1.029857844792e+04 
       2.297579912274e-03       1.070136570314e+04 
       2.402887090523e-03       1.110304589286e+04 
       2.509603364759e-03       1.150327876181e+04 
       2.617607154304e-03       1.190104216810e+04 
       2.726787283315e-03       1.229586624714e+04 
       2.837042443925e-03       1.268736727978e+04 
       2.948280561505e-03       1.307498569930e+04 
       3.060418111164e-03       1.345861873527e+04 
       3.173379421196e-03       1.383764064060e+04 
       3.287095988392e-03       1.421188338542e+04 
       3.401505821771e-03       1.458108277629e+04 
       3.516552824906e-03       1.494505500458e+04 
       3.632186222434e-03       1.530360751101e+04 
       3.748360033005e-03       1.565665281399e+04 
       3.865032588695e-03       1.600410708418e+04 
       3.982166099371e-03       1.634576387938e+04 
       4.099726259609e-03       1.668164331627e+04 
       4.217681895203e-03       1.701161763499e+04 
       4.336004646095e-03       1.733571519724e+04 
       4.454668682488e-03       1.765394026137e+04 
       4.573650450979e-03       1.796620968388e+04 
       4.692928447732e-03       1.827251244997e+04 
       4.812483015873e-03       1.857284197542e+04 
       4.932296164559e-03       1.886729504216e+04 
       5.052351407361e-03       1.915597147338e+04 
       5.172633617850e-03       1.943858516020e+04 
       5.293128900494e-03       1.971448189890e+04 
       5.413824475151e-03       1.997930709951e+04 
       5.534708573654e-03       2.025137906737e+04 
       5.655770347140e-03       2.051239283808e+04 
       5.776999782922e-03       2.076348244928e+04 
       5.898387629847e-03       2.100099751853e+04 
       6.019925331212e-03       2.124532092481e+04 
       6.141604964388e-03       2.149246098938e+04 
       6.263419186442e-03       2.172684685060e+04 
       6.385361185087e-03       2.194415708344e+04 
       6.507424634395e-03       2.217096895059e+04 
       6.629603654771e-03       2.238376555265e+04 
       6.751892776717e-03       2.259666449916e+04 
       6.874286908014e-03       2.280735933629e+04 
       6.996781303939e-03       2.300933299239e+04 
       7.119371540232e-03       2.320397634574e+04 
       7.242053488507e-03       2.338959512643e+04 
       7.364823293878e-03       2.357996188015e+04 
       7.487677354575e-03       2.375314472961e+04 
       7.610612303342e-03       2.392511883170e+04 
       7.733624990457e-03       2.409623007122e+04 
       7.856712468211e-03       2.426695845049e+04 
       7.979871976704e-03       2.443799920675e+04 
       8.103100930832e-03       2.459441940556e+04 
       8.226396908365e-03       2.474467762540e+04 
       8.349757638993e-03       2.489978398362e+04 
       8.473180994277e-03       2.504043964713e+04 
       8.596664978399e-03       2.517977224986e+04 
       8.720207719658e-03       2.532569508102e+04 
       8.843807462629e-03       2.545071666335e+04 
       8.967462560946e-03       2.558111996588e+04 
       9.091171470630e-03       2.570380678711e+04 
       9.214932743944e-03       2.583150739624e+04 
       9.338745023703e-03       2.594856796118e+04 
       9.462607038020e-03       2.605860322556e+04 
       9.586517595441e-03       2.616633902956e+04 
       9.710475580441e-03       2.626705661731e+04 
       9.834479949253e-03       2.637696626176e+04 
       9.958529726001e-03       2.646660275861e+04 
       1.008262399911e-02       2.656662408976e+04 
       1.020676191797e-02       2.665798748864e+04 
       1.033094268987e-02       2.674128168596e+04 
       1.045516557709e-02       2.682519293970e+04 
       1.057942989424e-02       2.690363434832e+04 
       1.070373500582e-02       2.697682988171e+04 
       1.082808032385e-02       2.705459583955e+04 
       1.095246530577e-02       2.712546521814e+04 
       1.107688945242e-02       2.719783049117e+04 
       1.120135230617e-02       2.725759929448e+04 
       1.132585344923e-02       2.731932409303e+04 
       1.145039250201e-02       2.737852110843e+04 
       1.157496912161e-02       2.743334613503e+04 
       1.169958300046e-02       2.748153059272e+04 
       1.182423386499e-02       2.752731573495e+04 
       1.194892147444e-02       2.758119169424e+04 
       1.207364561972e-02       2.762343935150e+04 
       1.219840612238e-02       2.766553501260e+04 
       1.232320283364e-02       2.770278892740e+04 
       1.244803563347e-02       2.773301584988e+04 
       1.257290442979e-02       2.777035887454e+04 
       1.269780915764e-02       2.779625363278e+04 
       1.282274977851e-02       2.782069354524e+04 
       1.294772627965e-02       2.784464890953e+04 
       1.307273867349e-02       2.786834783353e+04 
       1.319778699703e-02       2.788801836538e+04 
       1.332287131133e-02       2.790672363388e+04 
