# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)n_ncdm[0]          13:(.)rho_ncdm[0]        14:(.)p_ncdm[0]          15:(.)rho_lambda         16:(.)rho_ur             17:(.)rho_crit           18:(.)rho_dcdm           19:(.)rho_dr             20:gr.fac. D             21:gr.fac. f          
       9.999999999990e+11       7.559518496490e-22       4.635512595996e-07       2.157256296417e+18       1.419178993175e+04       1.419178993175e-08       1.419178993175e+16       2.676317460047e-07       2.751560535470e+36       2.467857824327e+27       1.112650056054e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.902194177205e+36       4.653754728430e+36       1.327579334825e+28       2.359482612998e+00       7.014567222377e-18       2.000000000000e+12 
       9.930486593833e+11       7.665722171847e-22       4.667963366956e-07       2.127368890894e+18       1.419178993175e+04       1.429113246127e-08       1.409313796599e+16       2.695051682261e-07       2.675846458098e+36       2.416749983481e+27       1.089607747286e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.849851924417e+36       4.525698397943e+36       1.300085970869e+28       2.343081045596e+00       9.786182294999e-08       1.433565615445e+02 
       9.861456399039e+11       7.773417902638e-22       4.700650606537e-07       2.097895556249e+18       1.419178993174e+04       1.439117038850e-08       1.399517176364e+16       2.713917044030e-07       2.602215788101e+36       2.366700555064e+27       1.067042630777e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.798949961721e+36       4.401165764931e+36       1.273161977830e+28       2.326793491077e+00       1.957236458918e-07       7.167828077441e+01 
       9.792906056642e+11       7.882626650749e-22       4.733537934953e-07       2.068830555796e+18       1.419178993174e+04       1.449190858121e-08       1.389788655773e+16       2.732914463332e-07       2.530611196823e+36       2.317687619997e+27       1.044944824165e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.749448656976e+36       4.280059868595e+36       1.246795564379e+28       2.310619156899e+00       2.935854688325e-07       4.778552051658e+01 
       9.724832231024e+11       7.993369672562e-22       4.766679921886e-07       2.040168232325e+18       1.419178993174e+04       1.459335194128e-08       1.380127761442e+16       2.752044864568e-07       2.460976933108e+36       2.269689713130e+27       1.023304649743e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.701309468590e+36       4.162286416188e+36       1.220975183381e+28       2.294557256029e+00       3.914472917722e-07       3.583914038745e+01 
       9.657231609756e+11       8.105668523086e-22       4.800040187547e-07       2.011903007004e+18       1.419178993173e+04       1.469550540487e-08       1.370534023279e+16       2.771309178612e-07       2.393258779892e+36       2.222685813843e+27       1.002112630227e+25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.654494915511e+36       4.047753709593e+36       1.195689526835e+28       2.278607006904e+00       4.893091147107e-07       2.867131230991e+01 
       9.590100903431e+11       8.219545060161e-22       4.833655111725e-07       1.984029378293e+18       1.419178993173e+04       1.479837394270e-08       1.361006974457e+16       2.790708342855e-07       2.327404011990e+36       2.176655336841e+27       9.813594845994e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.608968548044e+36       3.936372573930e+36       1.170927520922e+28       2.262767633396e+00       5.871709376482e-07       2.389276025819e+01 
       9.523436845512e+11       8.335021448703e-22       4.867488314630e-07       1.956541920871e+18       1.419178993173e+04       1.490196256029e-08       1.351546151397e+16       2.810243301247e-07       2.263361355044e+36       2.131578123140e+27       9.610361240486e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.564694919474e+36       3.828056288126e+36       1.146678321154e+28       2.247038364769e+00       6.850327605846e-07       2.047950879266e+01 
       9.457236192166e+11       8.452120165026e-22       4.901557986159e-07       1.929435284582e+18       1.419178993172e+04       1.500627629821e-08       1.342151093741e+16       2.829915004347e-07       2.201080945601e+36       2.087434431232e+27       9.411336479857e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.521639558464e+36       3.722720517391e+36       1.122931307626e+28       2.231418435648e+00       7.828945835200e-07       1.791957019351e+01 
       9.391495722111e+11       8.570864001214e-22       4.935864126310e-07       1.902704193393e+18       1.419178993172e+04       1.511132023230e-08       1.332821344330e+16       2.849724409369e-07       2.140514292289e+36       2.044204928448e+27       9.216433401478e+24       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.522729900522e-08       1.479768942217e+36       3.620283247556e+36       1.099676080365e+28       2.215907085975e+00       8.807564064543e-07       1.592850683861e+01 
