# Matter power spectrum P(k) at redshift z=0
# for k=8.74422e-06 to 1.56824 h/Mpc,
# number of wavenumbers equal to 554
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       8.744222696063e-06       8.859137483605e+01 
       2.068975276663e-05       2.028801112804e+02 
       3.266924639969e-05       3.149070011410e+02 
       4.471040958154e-05       4.260210185672e+02 
       5.684132636669e-05       5.308308343416e+02 
       6.909067435652e-05       6.408923374982e+02 
       8.148794594900e-05       7.517854137305e+02 
       9.406367792432e-05       8.639308459376e+02 
       1.068496919515e-04       9.777359291293e+02 
       1.198793486264e-04       1.093608523823e+03 
       1.331878176694e-04       1.211967123309e+03 
       1.468123669109e-04       1.333249072212e+03 
       1.607926726437e-04       1.457918013832e+03 
       1.751711538082e-04       1.586471181747e+03 
       1.899933322506e-04       1.702866855073e+03 
       2.053082209140e-04       1.839776165591e+03 
       2.211687412158e-04       1.982363767093e+03 
       2.376321699595e-04       2.099877804030e+03 
       2.547606148068e-04       2.239650910708e+03 
       2.726215154825e-04       2.403109339955e+03 
       2.912881653283e-04       2.555553727700e+03 
       3.108402444014e-04       2.714043278572e+03 
       3.313643508144e-04       2.889929635877e+03 
       3.529545112600e-04       3.057875964098e+03 
       3.757126444764e-04       3.274009760514e+03 
       3.997489427278e-04       3.441724651962e+03 
       4.251821262704e-04       3.650614036320e+03 
       4.521395146275e-04       3.872456017423e+03 
       4.807568470753e-04       4.105959779316e+03 
       5.111777744296e-04       4.349398622576e+03 
       5.435529370962e-04       4.596865689328e+03 
       5.780385433352e-04       4.875324936763e+03 
       6.147943703737e-04       5.156304003572e+03 
       6.539811333126e-04       5.462153878830e+03 
       6.957572060895e-04       5.786164908038e+03 
       7.402747366883e-04       6.128213307059e+03 
       7.876752735163e-04       6.489024083038e+03 
       8.380851047095e-04       6.869717871393e+03 
       8.916105948041e-04       7.270302845622e+03 
       9.483338668964e-04       7.691166398136e+03 
       1.008309204887e-03       8.129254966230e+03 
       1.071560525262e-03       8.589036896149e+03 
       1.138080186131e-03       9.064199686981e+03 
       1.207829271112e-03       9.555329199983e+03 
       1.280739328499e-03       1.006377494693e+04 
       1.356715391060e-03       1.058603179454e+04 
       1.435639977901e-03       1.112120471837e+04 
       1.517377707571e-03       1.166469107147e+04 
       1.601780137773e-03       1.221807302582e+04 
       1.688690485246e-03       1.277792501267e+04 
       1.777947953243e-03       1.334369748982e+04 
       1.869391484185e-03       1.391424125655e+04 
       1.962862843889e-03       1.448618529014e+04 
       2.058209019145e-03       1.505737661183e+04 
       2.155283966289e-03       1.562739222973e+04 
       2.253949783926e-03       1.619634976894e+04 
       2.354077400697e-03       1.676102743044e+04 
       2.455546873126e-03       1.732221714458e+04 
       2.558247383552e-03       1.788019861540e+04 
       2.662077017866e-03       1.842907214387e+04 
       2.766942390120e-03       1.897289387434e+04 
       2.872758168166e-03       1.950905715511e+04 
       2.979446542461e-03       2.003755606476e+04 
       3.086936669730e-03       2.055849166426e+04 
       3.195164114495e-03       2.107053626575e+04 
       3.304070304481e-03       2.157403570399e+04 
       3.413602010532e-03       2.206768641334e+04 
       3.523710857535e-03       2.255243785627e+04 
       3.634352869849e-03       2.302670284967e+04 
       3.745488052573e-03       2.349274233507e+04 
       3.857080008479e-03       2.394829579390e+04 
       3.969095589429e-03       2.439467208971e+04 
       4.081504580481e-03       2.483062311824e+04 
       4.194279414501e-03       2.525606669799e+04 
       4.307394914950e-03       2.567253115306e+04 
       4.420828064458e-03       2.607928265263e+04 
       4.534557796848e-03       2.647613231941e+04 
       4.648564810390e-03       2.693389346718e+04 
       4.762831400178e-03       2.733910906604e+04 
       4.877341307715e-03       2.763936910689e+04 
       4.992079585899e-03       2.800891374125e+04 
       5.107032477837e-03       2.839209956063e+04 
       5.222187307988e-03       2.867782401530e+04 
       5.337532384350e-03       2.900376457405e+04 
       5.453056910500e-03       2.933112214166e+04 
       5.568750906435e-03       2.969065543275e+04 
       5.684605137275e-03       3.001473832987e+04 
       5.800611048991e-03       3.025897836271e+04 
       5.916760710406e-03       3.050466059762e+04 
       6.033046760813e-03       3.078775037505e+04 
       6.149462362612e-03       3.106895676096e+04 
       6.266001158442e-03       3.131665047437e+04 
       6.382657232344e-03       3.160481672569e+04 
       6.499425074539e-03       3.187337088285e+04 
       6.616299549444e-03       3.204019955410e+04 
       6.733275866606e-03       3.234154371327e+04 
       6.850349554254e-03       3.251412242567e+04 
       6.967516435217e-03       3.275693710344e+04 
       7.084772604956e-03       3.292582509825e+04 
       7.202114411527e-03       3.313069560425e+04 
       7.319538437263e-03       3.337291127626e+04 
       7.437041482031e-03       3.349554084090e+04 
       7.554620547901e-03       3.368872295425e+04 
       7.672272825099e-03       3.384302446894e+04 
       7.789995679122e-03       3.404004317560e+04 
       7.907786638908e-03       3.416910732962e+04 
       8.025643385974e-03       3.434823698017e+04 
       8.143563744412e-03       3.445592827385e+04 
       8.261545671693e-03       3.458063854945e+04 
       8.379587250186e-03       3.473035906906e+04 
       8.497686679348e-03       3.487327974802e+04 
       8.615842268504e-03       3.495862911233e+04 
       8.734052430190e-03       3.509730566187e+04 
       8.852315673995e-03       3.520159470858e+04 
       8.970630600870e-03       3.531706564131e+04 
       9.088995897855e-03       3.539947021975e+04 
       9.207410333199e-03       3.547750818851e+04 
       9.325872751840e-03       3.557665526540e+04 
       9.444382071205e-03       3.564257032001e+04 
       9.562937277322e-03       3.573159559532e+04 
       9.681537421207e-03       3.581173480901e+04 
       9.800181615506e-03       3.587170004690e+04 
       9.918869031376e-03       3.597713055653e+04 
       1.003759889559e-02       3.598139665513e+04 
       1.015637048782e-02       3.608119088379e+04 
       1.027518313816e-02       3.613533513443e+04 
       1.039403622476e-02       3.611288841483e+04 
       1.051292917168e-02       3.618640701878e+04 
       1.063186144681e-02       3.619413455115e+04 
       1.075083256007e-02       3.622299327860e+04 
       1.086984206157e-02       3.626192672979e+04 
       1.098888953999e-02       3.628740087556e+04 
       1.110797462111e-02       3.629135984831e+04 
       1.122709696631e-02       3.629274202760e+04 
       1.134625627130e-02       3.630909075472e+04 
       1.146545226486e-02       3.632401417005e+04 
       1.158468470770e-02       3.631261592911e+04 
       1.170395339138e-02       3.635601930217e+04 
       1.182325813734e-02       3.631880703691e+04 
       1.194259879595e-02       3.631406141136e+04 
       1.206197524566e-02       3.631631972737e+04 
       1.218138739220e-02       3.629001168590e+04 
       1.230083516784e-02       3.628023557871e+04 
       1.242031853070e-02       3.624943535783e+04 
       1.253983746414e-02       3.624098658404e+04 
       1.265939197612e-02       3.617221915134e+04 
       1.277898209872e-02       3.615742869760e+04 
       1.289860788761e-02       3.611199826097e+04 
       1.301826942161e-02       3.607393497273e+04 
       1.313796680223e-02       3.604253329116e+04 
       1.325770015336e-02       3.599290075692e+04 
       1.337746962087e-02       3.596668057955e+04 
       1.349727537231e-02       3.589292237662e+04 
       1.361711759665e-02       3.584929502696e+04 
       1.373699650401e-02       3.580539173653e+04 
       1.385691232543e-02       3.575494504549e+04 
       1.397686531270e-02       3.567962130815e+04 
