# Matter power spectrum P(k) at redshift z=0
# for k=9.93897e-06 to 1.83885 h/Mpc,
# number of wavenumbers equal to 563
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       9.938971478466e-06       5.676828252340e+01 
       2.264340682445e-05       1.253376040849e+02 
       3.539035076717e-05       1.925905792487e+02 
       4.821316169856e-05       2.592981229318e+02 
       6.114572667465e-05       3.258873546839e+02 
       7.422275538178e-05       3.926729776532e+02 
       8.748008315144e-05       4.599209347006e+02 
       1.009549869565e-04       5.268764909258e+02 
       1.146865183523e-04       5.956356391463e+02 
       1.287158573575e-04       6.657451843359e+02 
       1.430866912837e-04       7.370942870200e+02 
       1.578456224775e-04       8.100857949941e+02 
       1.730426088010e-04       8.849716006654e+02 
       1.887314403778e-04       9.620175327158e+02 
       2.049702555899e-04       1.041534413689e+03 
       2.218220984268e-04       1.123883071242e+03 
       2.393555179063e-04       1.209331344471e+03 
       2.576452082350e-04       1.295290733930e+03 
       2.767726854232e-04       1.387357585538e+03 
       2.968269919308e-04       1.482884521667e+03 
       3.179054152849e-04       1.583892824955e+03 
       3.401141991118e-04       1.690611177441e+03 
       3.635692153317e-04       1.802284599386e+03 
       3.883965541007e-04       1.918581749056e+03 
       4.147329733911e-04       2.042804351389e+03 
       4.427261331701e-04       2.173783940528e+03 
       4.725345209032e-04       2.310919357355e+03 
       5.043269574251e-04       2.459432497112e+03 
       5.382815581919e-04       2.617360358557e+03 
       5.745840191644e-04       2.781298022595e+03 
       6.134251051163e-04       2.958391713605e+03 
       6.549972479825e-04       3.146184206904e+03 
       6.994902204030e-04       3.346809013100e+03 
       7.470859385119e-04       3.560195591951e+03 
       7.979525659079e-04       3.785765998901e+03 
       8.522382262415e-04       4.025408574914e+03 
       9.100647630633e-04       4.278399485678e+03 
       9.715220821036e-04       4.544646881524e+03 
       1.036663640737e-03       4.824625883098e+03 
       1.105503588520e-03       5.117708645789e+03 
       1.178015907499e-03       5.423415173746e+03 
       1.254135673307e-03       5.740932177164e+03 
       1.333762302164e-03       6.069227237302e+03 
       1.416764418838e-03       6.407521099801e+03 
       1.502985822635e-03       6.754836783580e+03 
       1.592251967517e-03       7.109665684618e+03 
       1.684376405989e-03       7.471270225861e+03 
       1.779166750967e-03       7.837738864851e+03 
       1.876429850833e-03       8.208702594505e+03 
       1.975976017456e-03       8.582914559801e+03 
       2.077622271174e-03       8.959242600223e+03 
       2.181194658309e-03       9.336921159826e+03 
       2.286529753772e-03       9.715143638356e+03 
       2.393475488136e-03       1.009263084208e+04 
       2.501891443004e-03       1.046917687501e+04 
       2.611648748361e-03       1.084410467132e+04 
       2.722629697703e-03       1.121678703543e+04 
       2.834727175922e-03       1.158677532268e+04 
       2.947843974518e-03       1.195377063700e+04 
       3.061892050352e-03       1.231705566053e+04 
       3.176791768689e-03       1.267647415984e+04 
       3.292471158869e-03       1.303187004629e+04 
       3.408865201286e-03       1.338288605585e+04 
       3.525915157127e-03       1.372938052321e+04 
       3.643567947026e-03       1.407117219151e+04 
       3.761775581091e-03       1.440813374194e+04 
       3.880494640194e-03       1.474001814411e+04 
       3.999685806755e-03       1.506679022435e+04 
       4.119313442251e-03       1.538841308802e+04 
       4.239345208075e-03       1.570482576693e+04 
       4.359751726185e-03       1.601602309107e+04 
       4.480506275889e-03       1.632188495409e+04 
       4.601584523252e-03       1.662241165232e+04 
       4.722964279805e-03       1.691752796786e+04 
       4.844625287440e-03       1.720732049231e+04 
       4.966549026677e-03       1.749177677186e+04 
       5.088718545709e-03       1.777088229852e+04 
       5.211118307922e-03       1.804474062599e+04 
       5.333734055804e-03       1.831917879934e+04 
