# Matter power spectrum P(k) at redshift z=3
# for k=1.28883e-05 to 1.4771 h/Mpc,
# number of wavenumbers equal to 622
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.288825736752e-05       2.175968002272e+00 
       2.786639919851e-05       4.587609877972e+00 
       4.291836882967e-05       6.966461664900e+00 
       5.809898095641e-05       9.337528576522e+00 
       7.346430397019e-05       1.171658821010e+01 
       8.907233500351e-05       1.411639845387e+01 
       1.049837042592e-04       1.654852676731e+01 
       1.212624209001e-04       1.902414518831e+01 
       1.379766728229e-04       2.155447371536e+01 
       1.551996925994e-04       2.415108019733e+01 
       1.730107015777e-04       2.682611643204e+01 
       1.914959433551e-04       2.959252610008e+01 
       2.107498162198e-04       3.246424228572e+01 
       2.308761112456e-04       3.545638394769e+01 
       2.519893578463e-04       3.858545603885e+01 
       2.742162708972e-04       4.186955472217e+01 
       2.976972818601e-04       4.532857619724e+01 
       3.225881193253e-04       4.898442441383e+01 
       3.490613803707e-04       5.286120897727e+01 
       3.773080014979e-04       5.698541952258e+01 
       4.075384953055e-04       6.138605654402e+01 
       4.399837662502e-04       6.609469110641e+01 
       4.748952577799e-04       7.114541738375e+01 
       5.125441196417e-04       7.657465351103e+01 
       5.532190300351e-04       8.242073960449e+01 
       5.972222819956e-04       8.872327991134e+01 
       6.448637745583e-04       9.552218289001e+01 
       6.964526693811e-04       1.028563731428e+02 
       7.522867110104e-04       1.107621862215e+02 
       8.126395721175e-04       1.192715118765e+02 
       8.777470418756e-04       1.284098177245e+02 
       9.477933391292e-04       1.381942499783e+02 
       1.022899165223e-03       1.486320504334e+02 
       1.103113164896e-03       1.597195280540e+02 
       1.188408141134e-03       1.714417668010e+02 
       1.278682692000e-03       1.837731442571e+02 
       1.373768062020e-03       1.966786035178e+02 
       1.473439171294e-03       2.101155006866e+02 
       1.477104874446e-03       2.106079139516e+02 
       1.577428230821e-03       2.240357752444e+02 
       1.685439190890e-03       2.383881761560e+02 
       1.797161475491e-03       2.531203167201e+02 
       1.912281897724e-03       2.681804044103e+02 
       2.030494164837e-03       2.835185728826e+02 
       2.151505835348e-03       2.990878122557e+02 
       2.275042914988e-03       3.148445408061e+02 
       2.400852461171e-03       3.307478179132e+02 
       2.528703631620e-03       3.467616403392e+02 
       2.658387599459e-03       3.628544408676e+02 
       2.789716700372e-03       3.789972790548e+02 
       2.922523104312e-03       3.951644697822e+02 
       3.056657231591e-03       4.113333147476e+02 
       3.191986069696e-03       4.274838259006e+02 
       3.328391496086e-03       4.435984527021e+02 
       3.465768673373e-03       4.596618205216e+02 
       3.604024555187e-03       4.756604847276e+02 
       3.743076521495e-03       4.915827033907e+02 
       3.882851149143e-03       5.074182304567e+02 
       4.023283115173e-03       5.231581303718e+02 
       4.164314225574e-03       5.387946142860e+02 
       4.305892559533e-03       5.543208970945e+02 
       4.447971718168e-03       5.697310737861e+02 
       4.590510166576e-03       5.850200129612e+02 
       4.733470658469e-03       6.001832650519e+02 
       4.876819733425e-03       6.152169827463e+02 
       5.020527277691e-03       6.301178513759e+02 
       5.164566140404e-03       6.448830274477e+02 
       5.308911798062e-03       6.595100840101e+02 
       5.453542060907e-03       6.739969619881e+02 
       5.598436815734e-03       6.883419269734e+02 
       5.743577800305e-03       7.025435311074e+02 
       5.888948405225e-03       7.166005797437e+02 
       6.034533499680e-03       7.305121024962e+02 
       6.180319277922e-03       7.442773281808e+02 
       6.326293123821e-03       7.578956630762e+02 
       6.472443491154e-03       7.713666719160e+02 
       6.618759797630e-03       7.846900288918e+02 
       6.765232330927e-03       7.978655635840e+02 
       6.911852165224e-03       8.108932576422e+02 
       7.058611086945e-03       8.237731581829e+02 
       7.205501528579e-03       8.365054028131e+02 
       7.352516509614e-03       8.490902099200e+02 
       7.499649583714e-03       8.615278708230e+02 
       7.646894791431e-03       8.738187424110e+02 
       7.794246617773e-03       8.859632414256e+02 
       7.941699954104e-03       8.979618388267e+02 
       8.089250063854e-03       9.098150552638e+02 
       8.236892551628e-03       9.215234563019e+02 
       8.384623335331e-03       9.330876483816e+02 
       8.532438620983e-03       9.445082743342e+02 
       8.680334879926e-03       9.557860097600e+02 
       8.828308828170e-03       9.669215588932e+02 
       8.976357407661e-03       9.779156515409e+02 
       9.124477769257e-03       9.887690398765e+02 
       9.272667257246e-03       9.994824962114e+02 
       9.420923395246e-03       1.010056810592e+03 
       9.569243873348e-03       1.020492789472e+03 
       9.717626536381e-03       1.030791253922e+03 
       9.866069373190e-03       1.040953038680e+03 
       1.001457050682e-02       1.050978990658e+03 
       1.016312818554e-02       1.060869967991e+03 
       1.031174077459e-02       1.070626838759e+03 
       1.046040674864e-02       1.080250479624e+03 
       1.060912468484e-02       1.089741775027e+03 
       1.075789325645e-02       1.099101615637e+03 
       1.090671122696e-02       1.108330897425e+03 
       1.105557744466e-02       1.117430522835e+03 
       1.120449083771e-02       1.126401409819e+03 
       1.135345040952e-02       1.135244607331e+03 
       1.150245523447e-02       1.143960862324e+03 
       1.165150445406e-02       1.152551071190e+03 
       1.180059727327e-02       1.161016141363e+03 
       1.194973295718e-02       1.169356979491e+03 
       1.209891082791e-02       1.177574490561e+03 
       1.224813026175e-02       1.185669576993e+03 
       1.239739068651e-02       1.193643138708e+03 
       1.254669157903e-02       1.201496072898e+03 
       1.269603246296e-02       1.209229273960e+03 
       1.284541290661e-02       1.216843633485e+03 
       1.299483252098e-02       1.224340040364e+03 
       1.314429095800e-02       1.231719380923e+03 
       1.329378790880e-02       1.238982539027e+03 
       1.344332310219e-02       1.246130396262e+03 
       1.359289630318e-02       1.253163832463e+03 
       1.374250731164e-02       1.260083740781e+03 
       1.389215596111e-02       1.266890937974e+03 
       1.404184211759e-02       1.273586363217e+03 
       1.419156567850e-02       1.280170857672e+03 
       1.434132657172e-02       1.286645288928e+03 
       1.449112475462e-02       1.293010520486e+03 
       1.464096021330e-02       1.299267412185e+03 
       1.477104874446e-02       1.304611271235e+03 
       1.479083296175e-02       1.305416820250e+03 
       1.494074304115e-02       1.311459597339e+03 
       1.509069051925e-02       1.317396592634e+03 
       1.524067548972e-02       1.323228652103e+03 
       1.539069807166e-02       1.328956618760e+03 
       1.554075840901e-02       1.334581333045e+03 
       1.569085667018e-02       1.340103633214e+03 
       1.584099304759e-02       1.345524355716e+03 
       1.599116775730e-02       1.350844335421e+03 
       1.614138103869e-02       1.356064405857e+03 
       1.629163315415e-02       1.361185399355e+03 
       1.644192438881e-02       1.366208147116e+03 
       1.659225505032e-02       1.371133479101e+03 
       1.674262546867e-02       1.375962223849e+03 
       1.689303599596e-02       1.380695207737e+03 
       1.704348700633e-02       1.385333251562e+03 
       1.719397889580e-02       1.389877164061e+03 
       1.734451208221e-02       1.394327736098e+03 
       1.749508700514e-02       1.398685744563e+03 
       1.764570412588e-02       1.402951965831e+03 
       1.779636392743e-02       1.407127184444e+03 
       1.794706691448e-02       1.411212190814e+03 
       1.809781361350e-02       1.415207775103e+03 
       1.824860457272e-02       1.419114723536e+03 
       1.839944036227e-02       1.422933817399e+03 
       1.855032157422e-02       1.426665833237e+03 
       1.870124882275e-02       1.430311543313e+03 
       1.885222274425e-02       1.433871716021e+03 
       1.900324399749e-02       1.437347116152e+03 
       1.915431326378e-02       1.440738505063e+03 
       1.930543124717e-02       1.444046640793e+03 
       1.945659867466e-02       1.447272278131e+03 
       1.960781629644e-02       1.450416168675e+03 
       1.975908488611e-02       1.453479060784e+03 
       1.991040524097e-02       1.456461699684e+03 
       2.006177818228e-02       1.459364827425e+03 
       2.021320455559e-02       1.462189182882e+03 
       2.036468523101e-02       1.464935501754e+03 
       2.051622110359e-02       1.467604516557e+03 
       2.066781309365e-02       1.470196956624e+03 
       2.081946214714e-02       1.472713548076e+03 
       2.097116923606e-02       1.475155013820e+03 
       2.112293535883e-02       1.477522073511e+03 
       2.127476154072e-02       1.479815443543e+03 
       2.142664883431e-02       1.482035837072e+03 
       2.157859831993e-02       1.484183963952e+03 
       2.173061110614e-02       1.486260530762e+03 
       2.188268833024e-02       1.488266240766e+03 
       2.203483115874e-02       1.490201793899e+03 
       2.218704078795e-02       1.492067886759e+03 
       2.233931844451e-02       1.493865212573e+03 
       2.249166538594e-02       1.495594461216e+03 
       2.264408290126e-02       1.497256319144e+03 
       2.279657231159e-02       1.498851469430e+03 
       2.294913497080e-02       1.500380591731e+03 
       2.310177226612e-02       1.501844362255e+03 
       2.325448561887e-02       1.503243453809e+03 
       2.340727648514e-02       1.504578535720e+03 
       2.356014635649e-02       1.505850273853e+03 
       2.371309676070e-02       1.507059330638e+03 
       2.386612926257e-02       1.508206365003e+03 
       2.401924546466e-02       1.509292032425e+03 
       2.417244700817e-02       1.510316984933e+03 
       2.432573557370e-02       1.511281871046e+03 
       2.447911288220e-02       1.512187335795e+03 
       2.463258069580e-02       1.513034020748e+03 
       2.478614081879e-02       1.513822563961e+03 
       2.493979509852e-02       1.514553599965e+03 
