# Matter power spectrum P(k) at redshift z=3
# for k=1.0432e-05 to 1.4771 h/Mpc,
# number of wavenumbers equal to 615
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.043203858107e-05       5.012922838782e+00 
       2.328250661512e-05       1.089799937735e+01 
       3.617797078844e-05       1.669151045670e+01 
       4.915296309624e-05       2.245119250849e+01 
       6.224258417700e-05       2.821059561939e+01 
       7.548281482110e-05       3.399528277657e+01 
       8.891083739711e-05       3.982738676610e+01 
       1.025653714523e-04       4.572748648487e+01 
       1.164870277761e-04       5.171557637303e+01 
       1.307186852493e-04       5.781166011502e+01 
       1.453058948080e-04       6.403616870576e+01 
       1.602973147953e-04       7.041029077356e+01 
       1.757451818003e-04       7.695625835062e+01 
       1.917058207283e-04       8.369761116068e+01 
       2.082401972036e-04       9.065945242281e+01 
       2.254145143652e-04       9.786870353229e+01 
       2.433008544953e-04       1.053543613424e+02 
       2.619778635193e-04       1.131477589644e+02 
       2.815314729665e-04       1.212828283874e+02 
       3.020556491566e-04       1.297963603952e+02 
       3.236531528200e-04       1.387282539343e+02 
       3.464362836637e-04       1.481217430451e+02 
       3.705275731937e-04       1.580235845376e+02 
       3.960603751444e-04       1.684841837041e+02 
       4.231792861444e-04       1.795576285774e+02 
       4.520403102637e-04       1.913015958707e+02 
       4.828106611155e-04       2.037770844541e+02 
       5.156680766544e-04       2.170479261886e+02 
       5.507995086575e-04       2.311800209732e+02 
       5.883990467393e-04       2.462402454186e+02 
       6.286649527995e-04       2.622949956364e+02 
       6.717957238123e-04       2.794083472407e+02 
       7.179851753087e-04       2.976398519305e+02 
       7.674166468997e-04       3.170420398458e+02 
       8.202565688562e-04       3.376577563880e+02 
       8.766477781197e-04       3.595175226130e+02 
       9.367031046784e-04       3.826371562826e+02 
       1.000499829185e-03       4.070159106113e+02 
       1.068075606491e-03       4.326353665366e+02 
       1.139426338949e-03       4.594592470380e+02 
       1.214506275363e-03       4.874342161377e+02 
       1.293230342602e-03       5.164916008065e+02 
       1.375478443363e-03       5.465498584791e+02 
       1.461101234101e-03       5.775175320220e+02 
       1.477104874446e-03       5.832691588466e+02 
       1.549926773533e-03       6.092964032472e+02 
       1.641767417678e-03       6.417845760470e+02 
       1.736426416743e-03       6.748792782902e+02 
       1.833703808208e-03       7.084792479497e+02 
       1.933401360327e-03       7.424866439688e+02 
       2.035326468703e-03       7.768073643351e+02 
       2.139295025781e-03       8.113544455718e+02 
       2.245133361982e-03       8.460480955196e+02 
       2.352679399977e-03       8.808144508996e+02 
       2.461783177830e-03       9.155865010173e+02 
       2.572306891270e-03       9.503039467019e+02 
       2.684124588499e-03       9.849129083717e+02 
       2.797121628954e-03       1.019365527228e+03 
       2.911193994679e-03       1.053619500002e+03 
       3.026247521927e-03       1.087637583555e+03 
       3.142197102560e-03       1.121387100001e+03 
       3.258965890083e-03       1.154839465597e+03 
       3.376484533647e-03       1.187969758156e+03 
       3.494690454632e-03       1.220756329277e+03 
       3.613527174028e-03       1.253180460686e+03 
       3.732943694304e-03       1.285226059342e+03 
       3.852893936329e-03       1.316879384117e+03 
       3.973336229847e-03       1.348128797366e+03 
       4.094232854730e-03       1.378964536763e+03 
       4.215549629511e-03       1.409378505295e+03 
       4.337255543345e-03       1.439364079272e+03 
       4.459322427468e-03       1.468915935164e+03 
       4.581724662325e-03       1.498029895866e+03 
       4.704438916702e-03       1.526702795989e+03 
       4.827443915473e-03       1.554932364539e+03 
       4.950720232837e-03       1.582717122423e+03 
       5.074250108231e-03       1.610056291896e+03 
       5.198017282334e-03       1.636949715471e+03 
       5.322006850924e-03       1.663397626924e+03 
       5.446205134511e-03       1.689400959222e+03 
       5.570599561972e-03       1.714961099136e+03 
       5.695178566569e-03       1.740079709418e+03 
       5.819931492944e-03       1.764758780163e+03 
       5.944848513836e-03       1.789000591218e+03 
       6.069920555432e-03       1.812807680805e+03 
       6.195139230356e-03       1.836182817864e+03 
       6.320496777467e-03       1.859128977083e+03 
       6.445986007694e-03       1.881649318608e+03 
       6.571600255246e-03       1.903747154802e+03 
       6.697333333610e-03       1.925425933133e+03 
       6.823179495818e-03       1.946689213661e+03 
       6.949133398529e-03       1.967540647694e+03 
       7.075190069513e-03       1.987983961076e+03 
       7.201344878183e-03       2.008022939645e+03 
       7.327593508862e-03       2.027661417904e+03 
       7.453931936491e-03       2.046903271000e+03 
       7.580356404542e-03       2.065752407090e+03 
       7.706863404907e-03       2.084212762145e+03 
       7.833449659560e-03       2.102288294165e+03 
       7.960112103834e-03       2.119982977762e+03 
       8.086847871136e-03       2.137300799285e+03 
       8.213654278970e-03       2.154245750981e+03 
       8.340528816145e-03       2.170821826955e+03 
       8.467469131051e-03       2.187033015071e+03 
       8.594473020908e-03       2.202883290578e+03 
       8.721538421891e-03       2.218376864937e+03 
       8.848663400058e-03       2.233518008638e+03 
       8.975846143007e-03       2.248310021586e+03 
       9.103084952189e-03       2.262756861023e+03 
       9.230378235834e-03       2.276862417939e+03 
       9.357724502420e-03       2.290630555091e+03 
       9.485122354651e-03       2.304065106167e+03 
       9.612570483892e-03       2.317169874980e+03 
       9.740067665025e-03       2.329948634921e+03 
       9.867612751698e-03       2.342405129533e+03 
       9.995204671916e-03       2.354543072641e+03 
       1.012284242397e-02       2.366366149529e+03 
       1.025052507265e-02       2.377878017044e+03 
       1.037825174577e-02       2.389082304321e+03 
       1.050602163086e-02       2.399982612418e+03 
       1.063383397222e-02       2.410582514110e+03 
       1.076168806808e-02       2.420885552552e+03 
       1.088958326801e-02       2.430895239761e+03 
       1.101751897047e-02       2.440615055007e+03 
       1.114549462062e-02       2.450048442657e+03 
       1.127350970819e-02       2.459198810747e+03 
       1.140156376557e-02       2.468069529700e+03 
       1.152965636594e-02       2.476663932054e+03 
       1.165778712167e-02       2.484985312903e+03 
       1.178595568268e-02       2.493036931554e+03 
       1.191416173507e-02       2.500822013731e+03 
       1.204240499966e-02       2.508343755246e+03 
       1.217068523083e-02       2.515605324520e+03 
       1.229900221530e-02       2.522609866298e+03 
       1.242735577104e-02       2.529360504630e+03 
       1.255574574630e-02       2.535860344844e+03 
       1.268417201861e-02       2.542112475779e+03 
       1.281263449396e-02       2.548119970676e+03 
       1.294113310601e-02       2.553885887074e+03 
       1.306966781526e-02       2.559413265908e+03 
       1.319823860846e-02       2.564705119634e+03 
       1.332684549791e-02       2.569764400597e+03 
       1.345548852088e-02       2.574593961086e+03 
       1.358416773911e-02       2.579196562054e+03 
       1.371288323827e-02       2.583574959519e+03 
       1.384163512752e-02       2.587731872428e+03 
       1.397042353912e-02       2.591670197979e+03 
       1.409924862801e-02       2.595392683835e+03 
       1.422811057152e-02       2.598902099275e+03 
       1.435700956904e-02       2.602201178259e+03 
       1.448594584174e-02       2.605292623258e+03 
       1.461491963234e-02       2.608179108499e+03 
       1.474393120491e-02       2.610863282274e+03 
       1.477104874446e-02       2.611401900663e+03 
       1.487298084466e-02       2.613347768358e+03 
       1.500206885779e-02       2.615635166941e+03 
       1.513119557140e-02       2.617728055275e+03 
       1.526036133332e-02       2.619628988243e+03 
       1.538956651208e-02       2.621340498473e+03 
       1.551881149682e-02       2.622865097022e+03 
       1.564809669729e-02       2.624205273392e+03 
       1.577742254379e-02       2.625363496001e+03 
       1.590678948722e-02       2.626342212330e+03 
       1.603619799910e-02       2.627143849295e+03 
       1.616564857159e-02       2.627770813439e+03 
       1.629514171760e-02       2.628225491098e+03 
       1.642467797082e-02       2.628510248756e+03 
       1.655425788591e-02       2.628627433082e+03 
       1.668388203854e-02       2.628579371325e+03 
       1.681355102557e-02       2.628368371530e+03 
       1.694326546522e-02       2.627996722643e+03 
       1.707302599722e-02       2.627466694854e+03 
       1.720283328301e-02       2.626780539691e+03 
       1.733268800596e-02       2.625940490238e+03 
       1.746259087162e-02       2.624948761375e+03 
       1.759254260791e-02       2.623807549835e+03 
       1.772254396541e-02       2.622519034432e+03 
       1.785259571766e-02       2.621085376253e+03 
       1.798269866141e-02       2.619508718789e+03 
       1.811285361697e-02       2.617791188114e+03 
       1.824306142851e-02       2.615934892914e+03 
       1.837332296442e-02       2.613941924665e+03 
       1.850363911767e-02       2.611814357877e+03 
       1.863401080617e-02       2.609554250076e+03 
       1.876443897320e-02       2.607163641982e+03 
       1.889492458778e-02       2.604644557691e+03 
       1.902546864515e-02       2.601999004711e+03 
       1.915607216715e-02       2.599228973963e+03 
       1.928673620276e-02       2.596336440070e+03 
       1.941746182851e-02       2.593323361323e+03 
       1.954825014903e-02       2.590191679807e+03 
       1.967910229757e-02       2.586943321356e+03 
       1.981001943651e-02       2.583580195980e+03 
       1.994100275791e-02       2.580104197594e+03 
       2.007205348415e-02       2.576517204067e+03 
       2.020317286845e-02       2.572821077650e+03 
       2.033436219554e-02       2.569017664837e+03 
       2.046562278227e-02       2.565108796142e+03 
       2.059695597829e-02       2.561096286643e+03 
       2.072836316670e-02       2.556981935750e+03 
       2.085984576480e-02       2.552767527266e+03 
       2.099140522478e-02       2.548454829486e+03 
       2.112304303447e-02       2.544045595381e+03 
       2.125476071814e-02       2.539541562601e+03 
       2.138655983728e-02       2.534944452611e+03 
       2.151844199142e-02       2.530255972492e+03 
       2.165040881899e-02       2.525477813366e+03 
       2.178246199820e-02       2.520611651274e+03 
       2.191460324793e-02       2.515659146932e+03 
       2.204683432867e-02       2.510621945825e+03 
       2.217915704349e-02       2.505501678429e+03 
       2.231157323902e-02       2.500299959594e+03 
       2.244408480647e-02       2.495018389368e+03 
       2.257669368272e-02       2.489658552278e+03 
       2.270940185135e-02       2.484222018096e+03 
       2.284221134382e-02       2.478710341059e+03 
       2.297512424056e-02       2.473125060561e+03 
       2.310814267226e-02       2.467467700316e+03 
       2.324126882099e-02       2.461739769846e+03 
       2.337450492157e-02       2.455942762822e+03 
       2.350785326281e-02       2.450078158103e+03 
       2.364131618889e-02       2.444147419383e+03 
       2.377489610075e-02       2.438151995265e+03 
       2.390859545755e-02       2.432093319287e+03 
       2.404241677810e-02       2.425972809856e+03 
       2.417636264245e-02       2.419791870374e+03 
       2.431043569345e-02       2.413551889146e+03 
       2.444463863838e-02       2.407254239281e+03 
       2.457897425062e-02       2.400900278852e+03 
       2.471344537143e-02       2.394491350893e+03 
       2.484805491172e-02       2.388028783444e+03 
       2.498280585390e-02       2.381513889197e+03 
       2.511770125384e-02       2.374947965882e+03 
       2.525274424280e-02       2.368332296177e+03 
       2.538793802951e-02       2.361668147683e+03 
       2.552328590228e-02       2.354956772816e+03 
       2.565879123119e-02       2.348199408832e+03 
       2.579445747035e-02       2.341397277910e+03 
       2.593028816024e-02       2.334551587120e+03 
       2.606628693013e-02       2.327663528547e+03 
       2.620245750059e-02       2.320734278979e+03 
       2.633880368609e-02       2.313764999971e+03 
       2.647532939765e-02       2.306756838075e+03 
       2.661203864566e-02       2.299710924798e+03 
       2.674893554272e-02       2.292628376416e+03 
       2.688602430663e-02       2.285510293695e+03 
       2.702330926347e-02       2.278357762790e+03 
       2.716079485081e-02       2.271171854273e+03 
       2.729848562103e-02       2.263953623927e+03 
       2.743638624470e-02       2.256704111872e+03 
       2.757450151421e-02       2.249424343314e+03 
       2.771283634742e-02       2.242115328416e+03 
       2.785139579150e-02       2.234778061412e+03 
       2.799018502691e-02       2.227413521960e+03 
       2.812920937152e-02       2.220022674358e+03 
       2.826847428492e-02       2.212606467566e+03 
       2.840798537282e-02       2.205165835201e+03 
       2.854774839173e-02       2.197701696113e+03 
       2.868776925371e-02       2.190214953454e+03 
       2.882805403141e-02       2.182706494807e+03 
       2.896860896323e-02       2.175177192901e+03 
       2.910944045873e-02       2.167627904904e+03 
       2.925055510425e-02       2.160059472828e+03 
       2.939195966876e-02       2.152472723190e+03 
       2.953366110992e-02       2.144868467454e+03 
       2.967566658048e-02       2.137247501215e+03 
       2.981798343481e-02       2.129610605023e+03 
       2.996061923582e-02       2.121958543966e+03 
       3.010358176213e-02       2.114292067389e+03 
       3.024687901556e-02       2.106611909381e+03 
       3.039051922891e-02       2.098918788570e+03 
       3.053451087410e-02       2.091213407946e+03 
       3.067886267072e-02       2.083496455291e+03 
       3.082358359483e-02       2.075768602277e+03 
       3.096868288831e-02       2.068030505133e+03 
       3.111417006851e-02       2.060282804639e+03 
       3.126005493837e-02       2.052526125567e+03 
       3.140634759708e-02       2.044761077241e+03 
       3.155305845111e-02       2.036988253073e+03 
       3.170019822585e-02       2.029208230447e+03 
       3.184777797777e-02       2.021421571095e+03 
       3.199580910713e-02       2.013628820747e+03 
       3.214430337140e-02       2.005830509192e+03 
       3.229327289917e-02       1.998027149868e+03 
       3.244273020490e-02       1.990219240323e+03 
       3.259268820433e-02       1.982407261743e+03 
       3.274316023067e-02       1.974591679086e+03 
       3.289416005156e-02       1.966772940816e+03 
       3.304570188703e-02       1.958951479130e+03 
       3.319780042823e-02       1.951127709349e+03 
       3.335047085723e-02       1.943302030131e+03 
       3.350372886787e-02       1.935474823444e+03 
       3.365759068763e-02       1.927646454366e+03 
       3.381207310080e-02       1.919817270601e+03 
       3.396719347282e-02       1.911987602802e+03 
       3.412296977596e-02       1.904157764441e+03 
       3.427942061651e-02       1.896328051045e+03 
       3.443656526339e-02       1.888498740924e+03 
       3.459442367848e-02       1.880670094019e+03 
       3.475301654858e-02       1.872842352238e+03 
       3.491236531937e-02       1.865015739378e+03 
       3.507249223126e-02       1.857190460321e+03 
       3.523342035738e-02       1.849366701493e+03 
       3.539517364391e-02       1.841544630475e+03 
       3.555777695283e-02       1.833724395327e+03 
       3.572125610727e-02       1.825906123399e+03 
       3.588563793977e-02       1.818089923554e+03 
       3.605095034352e-02       1.810275883342e+03 
       3.621722232688e-02       1.802464069861e+03 
       3.638448407146e-02       1.794654529490e+03 
       3.655276699396e-02       1.786847287163e+03 
       3.672210381218e-02       1.779042345809e+03 
       3.689252861538e-02       1.771239684153e+03 
       3.706407693952e-02       1.763439259881e+03 
       3.723678584761e-02       1.755641006301e+03 
       3.741069401577e-02       1.747844832855e+03 
       3.758584182528e-02       1.740050624229e+03 
       3.776227146138e-02       1.732258239361e+03 
       3.794002701914e-02       1.724467511928e+03 
       3.811915461725e-02       1.716678245695e+03 
       3.829970252029e-02       1.708890218856e+03 
       3.848172127033e-02       1.701103179484e+03 
       3.866526382866e-02       1.693316847714e+03 
       3.885038572866e-02       1.685530910526e+03 
       3.903714524079e-02       1.677745024133e+03 
       3.922560355094e-02       1.669958810952e+03 
       3.941582495337e-02       1.662171857780e+03 
       3.960787705976e-02       1.654383714110e+03 
       3.980183102590e-02       1.646593895276e+03 
       3.999776179797e-02       1.638801874007e+03 
       4.019574838027e-02       1.631007082540e+03 
       4.039587412679e-02       1.623208909350e+03 
       4.059822705914e-02       1.615406697352e+03 
       4.080290021373e-02       1.607599739665e+03 
       4.100999202144e-02       1.599787280424e+03 
       4.121960672347e-02       1.591968509406e+03 
       4.143185482750e-02       1.584142558803e+03 
       4.164685360896e-02       1.576308501766e+03 
       4.186472766268e-02       1.568465345814e+03 
       4.208560951121e-02       1.560612029972e+03 
       4.230964027662e-02       1.552747422206e+03 
       4.253697042399e-02       1.544870308995e+03 
       4.276776058572e-02       1.536979395284e+03 
       4.300218247731e-02       1.529073296388e+03 
       4.324041991684e-02       1.521150529540e+03 
       4.348266996239e-02       1.513209506908e+03 
       4.372914418379e-02       1.505248528198e+03 
       4.398007008794e-02       1.497265769375e+03 
       4.423569272006e-02       1.489259273038e+03 
       4.449627646702e-02       1.481226935487e+03 
       4.476210709362e-02       1.473166492570e+03 
       4.503349404805e-02       1.465075504336e+03 
       4.531077307950e-02       1.456951338098e+03 
       4.559430921869e-02       1.448791146202e+03 
       4.588450018228e-02       1.440591844479e+03 
       4.618178027337e-02       1.432350083435e+03 
       4.648662486535e-02       1.424062218830e+03 
       4.679955557385e-02       1.415724273057e+03 
       4.712114624379e-02       1.407331895584e+03 
       4.745202990554e-02       1.398880311090e+03 
       4.779290688837e-02       1.390364260581e+03 
       4.814455432152e-02       1.381777930927e+03 
       4.850783730641e-02       1.373114872923e+03 
       4.888372211064e-02       1.364367897357e+03 
       4.927329181847e-02       1.355528953302e+03 
       4.967776498039e-02       1.346588978027e+03 
       5.009851794014e-02       1.337537710762e+03 
       5.053711169157e-02       1.328363460188e+03 
       5.099532433928e-02       1.319052817184e+03 
       5.147519051868e-02       1.309590286330e+03 
       5.197904948919e-02       1.299957813208e+03 
       5.250960406403e-02       1.290134174798e+03 
       5.306999309806e-02       1.280094188508e+03 
       5.366388092793e-02       1.269807651906e+03 
       5.429556793282e-02       1.259237937329e+03 
       5.497012719093e-02       1.248340094707e+03 
       5.569357286787e-02       1.237058248617e+03 
       5.647306607577e-02       1.225322033267e+03 
       5.731716262059e-02       1.213041636385e+03 
