# Matter power spectrum P(k) at redshift z=3
# for k=1.00694e-05 to 1.4771 h/Mpc,
# number of wavenumbers equal to 608
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.006944188083e-05       6.052198139172e+00 
       2.281330340261e-05       1.334988399557e+01 
       3.560033042391e-05       2.053130330834e+01 
       4.846419544640e-05       2.766894488606e+01 
       6.143911015176e-05       3.480440449483e+01 
       7.456012402237e-05       4.196916305140e+01 
       8.786343223785e-05       4.919035694400e+01 
       1.013866968657e-04       5.649313580600e+01 
       1.151693853946e-04       6.390187214547e+01 
       1.292531306935e-04       7.144089652093e+01 
       1.436821164866e-04       7.913501096853e+01 
       1.585034923939e-04       8.700989130321e+01 
       1.737678224328e-04       9.509243248993e+01 
       1.895295705668e-04       1.034110659568e+02 
       2.058476263216e-04       1.119960650973e+02 
       2.227858725589e-04       1.208798481880e+02 
       2.404137960621e-04       1.300972834813e+02 
       2.588071394422e-04       1.396859978443e+02 
       2.780485897950e-04       1.496866872286e+02 
       2.982284952249e-04       1.601434239724e+02 
       3.194455944807e-04       1.711039521198e+02 
       3.418077371401e-04       1.826199573165e+02 
       3.654325617000e-04       1.947472922169e+02 
       3.904480862997e-04       2.075461316025e+02 
       4.169931515816e-04       2.210810236209e+02 
       4.452176377237e-04       2.354207950111e+02 
       4.752823589692e-04       2.506382595823e+02 
       5.073585210403e-04       2.668096718005e+02 
       5.416266129538e-04       2.840138630618e+02 
       5.782745998454e-04       3.023309997991e+02 
       6.174952937828e-04       3.218409133520e+02 
       6.594828124041e-04       3.426209750676e+02 
       7.044280970537e-04       3.647435291995e+02 
       7.525135561829e-04       3.882729514140e+02 
       8.039070229653e-04       4.132624687449e+02 
       8.587553555412e-04       4.397509488873e+02 
       9.171781404617e-04       4.677599284384e+02 
       9.792620528403e-04       4.972911832375e+02 
       1.045056447636e-03       5.283251327362e+02 
       1.114570682915e-03       5.608203055329e+02 
       1.187773506754e-03       5.947139794374e+02 
       1.264594600150e-03       6.299239663836e+02 
       1.344928106627e-03       6.663513705586e+02 
       1.428637750613e-03       7.038840388156e+02 
       1.477104874446e-03       7.254171339300e+02 
       1.515562996897e-03       7.424003678232e+02 
       1.605525654334e-03       7.817731380900e+02 
       1.698336372904e-03       8.218731000472e+02 
       1.793800597501e-03       8.625721202793e+02 
       1.891723688618e-03       9.037457834509e+02 
       1.991915066345e-03       9.452740799538e+02 
