# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)n_ncdm[0]          13:(.)rho_ncdm[0]        14:(.)p_ncdm[0]          15:(.)n_ncdm[1]          16:(.)rho_ncdm[1]        17:(.)p_ncdm[1]          18:(.)rho_lambda         19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_dcdm           22:(.)rho_dr             23:gr.fac. D             24:gr.fac. f          
       9.999999999990e+11       7.558504522989e-22       4.634894139599e-07       2.157545692383e+18       1.466918317700e+04       1.466918317700e-08       1.466918317700e+16       2.675958480175e-07       2.751560535470e+36       2.451390603497e+27       1.112650056054e+26       2.009121583218e+23       6.331470950076e+35       2.110490316692e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.270295769850e+36       4.655003414719e+36       1.182960348636e+28       1.049820273328e+03       7.742757467137e-18       2.000000000000e+12 
       9.930486593833e+11       7.664693953033e-22       4.667344910558e-07       2.127654277462e+18       1.466918317699e+04       1.477186745923e-08       1.456721268817e+16       2.694690189530e-07       2.675846458098e+36       2.400623788821e+27       1.089607747286e+26       1.967513892084e+23       6.157249276516e+35       2.052416425505e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.235341324558e+36       4.526912724402e+36       1.158461956294e+28       1.041000698417e+03       1.080209706989e-07       1.433565615447e+02 
       9.861456399039e+11       7.772375238378e-22       4.700013960246e-07       2.098176988967e+18       1.466918317699e+04       1.487527053144e-08       1.446595103095e+16       2.713553020850e-07       2.602215788101e+36       2.350908324129e+27       1.067042630777e+26       1.926767871034e+23       5.987821621877e+35       1.995940540626e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.201348712939e+36       4.402346677030e+36       1.134470910819e+28       1.032284309616e+03       2.160419413889e-07       7.167828077452e+01 
       9.792906056642e+11       7.881569338099e-22       4.732919478556e-07       2.069108089441e+18       1.466918317699e+04       1.497939742516e-08       1.436539327800e+16       2.732547891989e-07       2.530611196823e+36       2.302222436599e+27       1.044944824165e+26       1.886865675401e+23       5.823056070212e+35       1.941018690071e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.168291468430e+36       4.281208285791e+36       1.110976705365e+28       1.023669237287e+03       3.240629120777e-07       4.778552051667e+01 
       9.724832231024e+11       7.992297505727e-22       4.766043275595e-07       2.040441920917e+18       1.466918317698e+04       1.508425320713e-08       1.426553453625e+16       2.751675727226e-07       2.460976933108e+36       2.254544804313e+27       1.023304649743e+26       1.847789830072e+23       5.662824335472e+35       1.887608111824e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.136143852743e+36       4.163403232635e+36       1.087969050677e+28       1.015153656500e+03       4.320838827655e-07       3.583914038754e+01 
       9.657231609756e+11       8.104581293380e-22       4.799403541256e-07       2.012172903814e+18       1.466918317698e+04       1.518984297958e-08       1.416636994662e+16       2.770937457309e-07       2.393258779892e+36       2.207854546915e+27       1.002112630227e+26       1.809523221834e+23       5.507001661628e+35       1.835667220543e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.104880835825e+36       4.048839794842e+36       1.065437870583e+28       1.006735785848e+03       5.401048534521e-07       2.867131230999e+01 
       9.590100903431e+11       8.218442555965e-22       4.833000275539e-07       1.984295535853e+18       1.466918317698e+04       1.529617188044e-08       1.406789468383e+16       2.790334019503e-07       2.327404011990e+36       2.162131216470e+27       9.813594845994e+25       1.772049091875e+23       5.355466725536e+35       1.785155575179e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.074478076368e+36       3.937428773606e+36       1.043373297582e+28       9.984138862927e+02       6.481258241377e-07       2.389276025827e+01 
       9.523436845512e+11       8.333903455426e-22       4.866833478445e-07       1.956804390986e+18       1.466918317697e+04       1.540324508360e-08       1.397010395613e+16       2.809866357632e-07       2.263361355044e+36       2.117354788504e+27       9.610361240487e+25       1.735351028450e+23       5.208101542472e+35       1.736033847491e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.044911902861e+36       3.829083424583e+36       1.021765668524e+28       9.901862600494e+02       7.561467948222e-07       2.047950879274e+01 
       9.457236192167e+11       8.450986465063e-22       4.900903149974e-07       1.929694118340e+18       1.466918317697e+04       1.551106779918e-08       1.387299300509e+16       2.829535422127e-07       2.201080945601e+36       2.073505653242e+27       9.411336479858e+25       1.699412959693e+23       5.064791374274e+35       1.688263791425e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.016159295153e+36       3.723719390355e+36       1.000605520376e+28       9.820512494947e+02       8.641677655057e-07       1.791957019359e+01 
       9.391495722111e+11       8.569714373900e-22       4.935209290124e-07       1.902959441173e+18       1.466918317697e+04       1.561964527377e-08       1.377655710535e+16       2.849342170073e-07       2.140514292290e+36       2.030564607014e+27       9.216433401479e+25       1.664219146573e+23       4.925424640000e+35       1.641808213333e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       9.881978665369e+35       3.621254634748e+36       9.798835860813e+27       9.740072361080e+02       9.721887361882e-07       1.592850683869e+01 
