# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)n_ncdm[0]          13:(.)rho_ncdm[0]        14:(.)p_ncdm[0]          15:(.)n_ncdm[1]          16:(.)rho_ncdm[1]        17:(.)p_ncdm[1]          18:(.)rho_lambda         19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_dcdm           22:(.)rho_dr             23:gr.fac. D             24:gr.fac. f          
       9.999999999990e+11       7.558504523351e-22       4.634894139599e-07       2.157545692279e+18       1.496005310172e+04       1.496005310172e-08       1.496005310172e+16       2.675958480303e-07       2.751560535470e+36       2.451390603497e+27       1.112650056054e+26       2.009121583218e+23       6.331470950076e+35       2.110490316692e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.270295769850e+36       4.655003414273e+36       1.138376604251e+28       5.323910292433e+02       8.013948180365e-18       2.000000000000e+12 
       9.930486593833e+11       7.664693953400e-22       4.667344910558e-07       2.127654277359e+18       1.496005310172e+04       1.506477347343e-08       1.485606067698e+16       2.694690189659e-07       2.675846458098e+36       2.400623788821e+27       1.089607747286e+26       1.967513892084e+23       6.157249276516e+35       2.052416425505e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.235341324558e+36       4.526912723965e+36       1.114801514252e+28       5.279183945620e+02       1.118044140279e-07       1.433565615447e+02 
       9.861456399039e+11       7.772375238750e-22       4.700013960246e-07       2.098176988865e+18       1.496005310171e+04       1.517022688774e-08       1.475279113900e+16       2.713553020980e-07       2.602215788101e+36       2.350908324129e+27       1.067042630777e+26       1.926767871034e+23       5.987821621877e+35       1.995940540626e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.201348712939e+36       4.402346676603e+36       1.091714650088e+28       5.234980882269e+02       2.236088280467e-07       7.167828077456e+01 
       9.792906056642e+11       7.881569338477e-22       4.732919478556e-07       2.069108089340e+18       1.496005310171e+04       1.527641847595e-08       1.465023946276e+16       2.732547892120e-07       2.530611196823e+36       2.302222436599e+27       1.044944824165e+26       1.886865675401e+23       5.823056070212e+35       1.941018690071e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.168291468430e+36       4.281208285372e+36       1.069105900898e+28       5.191291620971e+02       3.354132420643e-07       4.778552051671e+01 
       9.724832231024e+11       7.992297506110e-22       4.766043275595e-07       2.040441920816e+18       1.496005310171e+04       1.538335340528e-08       1.454840065815e+16       2.751675727358e-07       2.460976933108e+36       2.254544804313e+27       1.023304649743e+26       1.847789830072e+23       5.662824335472e+35       1.887608111824e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.136143852743e+36       4.163403232225e+36       1.046965365211e+28       5.148106907032e+02       4.472176560808e-07       3.583914038757e+01 
       9.657231609756e+11       8.104581293768e-22       4.799403541256e-07       2.012172903714e+18       1.496005310170e+04       1.549103687911e-08       1.444726976975e+16       2.770937457442e-07       2.393258779892e+36       2.207854546915e+27       1.002112630227e+26       1.809523221834e+23       5.507001661628e+35       1.835667220543e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.104880835825e+36       4.048839794441e+36       1.025283346608e+28       5.105417706471e+02       5.590220700963e-07       2.867131231002e+01 
       9.590100903431e+11       8.218442556359e-22       4.833000275539e-07       1.984295535754e+18       1.496005310170e+04       1.559947413727e-08       1.434684187661e+16       2.790334019637e-07       2.327404011990e+36       2.162131216470e+27       9.813594845995e+25       1.772049091875e+23       5.355466725536e+35       1.785155575179e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.074478076368e+36       3.937428773213e+36       1.004050349478e+28       5.063215200180e+02       6.708264841106e-07       2.389276025829e+01 
       9.523436845512e+11       8.333903455826e-22       4.866833478445e-07       1.956804390888e+18       1.496005310170e+04       1.570867045622e-08       1.424711209197e+16       2.809866357766e-07       2.263361355044e+36       2.117354788504e+27       9.610361240487e+25       1.735351028450e+23       5.208101542473e+35       1.736033847491e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.044911902861e+36       3.829083424198e+36       9.832570748586e+27       5.021490778251e+02       7.826308981239e-07       2.047950879277e+01 
       9.457236192167e+11       8.450986465468e-22       4.900903149974e-07       1.929694118242e+18       1.496005310169e+04       1.581863114941e-08       1.414807556302e+16       2.829535422263e-07       2.201080945601e+36       2.073505653242e+27       9.411336479858e+25       1.699412959693e+23       5.064791374274e+35       1.688263791425e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       1.016159295153e+36       3.723719389978e+36       9.628944163629e+27       4.980236034446e+02       8.944353121361e-07       1.791957019361e+01 
       9.391495722111e+11       8.569714374312e-22       4.935209290124e-07       1.902959441076e+18       1.496005310169e+04       1.592936156746e-08       1.404972747072e+16       2.849342170210e-07       2.140514292290e+36       2.030564607014e+27       9.216433401479e+25       1.664219146573e+23       4.925424640000e+35       1.641808213333e+35       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.496354284261e-08       9.881978665369e+35       3.621254634379e+36       9.429534561916e+27       4.939442760830e+02       1.006239726147e-06       1.592850683871e+01 
