# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_dcdm           16:gr.fac. D             17:gr.fac. f          
       3.153164929795e+05       7.575955814346e-09       1.466153693533e+00       2.156433702221e+05       1.414343575226e+04       4.485458646337e-02       4.459672703521e+09       8.460336613717e-01       2.720015204006e+10       7.736852739495e+07       3.488211334308e+05       3.510489637255e-08       1.880386426637e+10       4.650206312073e+10       4.203294657731e+08       2.108250737394e-04       8.047731257723e-02 
       3.131245728872e+05       7.682200006836e-09       1.476389215490e+00       2.126636854609e+05       1.414342551674e+04       4.516854176530e-02       4.428668217517e+09       8.519368274229e-01       2.645167773947e+10       7.576624243772e+07       3.415971255082e+05       3.510489637255e-08       1.828643299855e+10       4.522584311381e+10       4.116245362266e+08       2.109435090400e-04       8.054153467839e-02 
       3.109478895811e+05       7.789932813650e-09       1.486696001086e+00       2.097252270019e+05       1.414341520996e+04       4.548469437858e-02       4.397879254421e+09       8.578810491418e-01       2.572379932573e+10       7.419714024400e+07       3.345227242741e+05       3.510489637255e-08       1.778323996955e+10       4.398467084098e+10       4.030998827397e+08       2.110621059466e-04       8.060643958742e-02 
       3.087863371452e+05       7.899175063982e-09       1.497074543802e+00       2.068274240655e+05       1.414340483141e+04       4.580305967910e-02       4.367304316059e+09       8.638666102038e-01       2.501595006046e+10       7.266053361311e+07       3.275948314387e+05       3.510489637255e-08       1.729389338481e+10       4.277758334559e+10       3.947517718733e+08       2.111808656663e-04       8.067203160549e-02 
       3.066398103996e+05       8.009947877885e-09       1.507525340498e+00       2.039697137776e+05       1.414339438062e+04       4.612365315036e-02       4.336941914674e+09       8.698937962185e-01       2.432757880024e+10       7.115574957598e+07       3.208104128764e+05       3.510489637255e-08       1.681801223080e+10       4.160364413853e+10       3.865765475058e+08       2.112997894147e-04       8.073831506078e-02 
       3.045082048957e+05       8.122272670320e-09       1.518048891436e+00       2.011515410594e+05       1.414338385707e+04       4.644649038412e-02       4.306790572850e+09       8.759628947425e-01       2.365814956743e+10       6.968212910039e+07       3.141664972966e+05       3.510489637255e-08       1.635522597831e+10       4.046194247057e+10       3.785706292324e+08       2.114188784170e-04       8.080529430852e-02 
       3.023914169108e+05       8.236171155261e-09       1.528645700306e+00       1.983723585198e+05       1.414337326026e+04       4.677158708125e-02       4.276848823441e+09       8.820741952922e-01       2.300714113291e+10       6.823902680237e+07       3.076601749430e+05       3.510489637255e-08       1.590517429401e+10       3.935159262469e+10       3.707305107966e+08       2.115381339069e-04       8.087297373122e-02 
       3.002893434434e+05       8.351665349857e-09       1.539316274240e+00       1.956316263488e+05       1.414336258968e+04       4.709895905243e-02       4.247115209501e+09       8.882279893571e-01       2.237404661022e+10       6.682581066352e+07       3.012885963188e+05       3.510489637255e-08       1.546750675983e+10       3.827173322787e+10       3.630527585546e+08       2.116575571278e-04       8.094135773872e-02 
       2.982018822079e+05       8.468777578652e-09       1.550061123851e+00       1.929288122126e+05       1.414335184483e+04       4.742862221892e-02       4.217588284210e+09       8.944245704123e-01       2.175837306088e+10       6.544186175424e+07       2.950489709389e+05       3.510489637255e-08       1.504188260019e+10       3.722152658177e+10       3.555340099719e+08       2.117771493319e-04       8.101045076843e-02 
       2.961289316296e+05       8.587530477864e-09       1.560880763238e+00       1.902633911500e+05       1.414334102519e+04       4.776059261339e-02       4.188266610805e+09       9.006642339323e-01       2.115964111061e+10       6.408657396267e+07       2.889385661076e+05       3.510489637255e-08       1.462797041661e+10       3.620015801190e+10       3.481709721505e+08       2.118969117810e-04       8.108025728539e-02 
       2.940703908402e+05       8.707946999722e-09       1.571775710021e+00       1.876348454701e+05       1.414333013025e+04       4.809488638062e-02       4.159148762513e+09       9.069472774039e-01       2.057738457608e+10       6.275935372921e+07       2.829547057223e+05       3.510489637255e-08       1.422544792969e+10       3.520683523459e+10       3.409604203864e+08       2.120168457461e-04       8.115078178245e-02 
       2.920261596721e+05       8.830050416862e-09       1.582746485363e+00       1.850426646519e+05       1.414331915947e+04       4.843151977834e-02       4.130233322477e+09       9.132740003395e-01       2.001115010191e+10       6.145961978663e+07       2.770947691011e+05       3.510489637255e-08       1.383400172823e+10       3.424078774146e+10       3.338991967580e+08       2.121369525078e-04       8.122202878038e-02 
       2.899961386545e+05       8.953864326789e-09       1.593793613989e+00       1.824863452446e+05       1.414330811234e+04       4.877050917800e-02       4.101518883688e+09       9.196447042907e-01       1.946049680773e+10       6.018680290542e+07       2.713561898351e+05       3.510489637255e-08       1.345332702515e+10       3.330126620071e+10       3.269842087426e+08       2.122572333559e-04       8.129400282807e-02 
       2.879802290077e+05       9.079412656395e-09       1.604917624214e+00       1.799653907700e+05       1.414329698833e+04       4.911187106557e-02       4.073004048921e+09       9.260596928614e-01       1.892499594484e+10       5.894034564456e+07       2.657364546644e+05       3.510489637255e-08       1.308312742019e+10       3.238754187499e+10       3.202124278621e+08       2.123776895902e-04       8.136670850259e-02 
       2.859783326389e+05       9.206719666542e-09       1.616119047969e+00       1.774793116258e+05       1.414328578691e+04       4.945562204234e-02       4.044687430661e+09       9.325192717218e-01       1.840423056247e+10       5.771970210737e+07       2.602331023777e+05       3.510489637255e-08       1.272311466914e+10       3.149890605518e+10       3.135808883568e+08       2.124983225198e-04       8.144015040942e-02 
       2.839903521369e+05       9.335809956709e-09       1.627398420816e+00       1.750276249904e+05       1.414327450754e+04       4.980177882570e-02       4.016567651039e+09       9.390237486217e-01       1.789779518305e+10       5.652433770243e+07       2.548437227341e+05       3.510489637255e-08       1.237300845943e+10       3.063466950980e+10       3.070866858865e+08       2.126191334636e-04       8.151433318253e-02 
       2.820161907679e+05       9.466708469702e-09       1.638756281982e+00       1.726098547289e+05       1.414326314967e+04       5.015035825001e-02       3.988643341763e+09       9.455734334046e-01       1.740529548657e+10       5.535372890943e+07       2.495659554077e+05       3.510489637255e-08       1.203253619184e+10       2.979416194953e+10       3.007269762583e+08       2.127401237505e-04       8.158926148452e-02 
       2.800557524704e+05       9.599440496432e-09       1.650193174381e+00       1.702255313003e+05       1.414325171278e+04       5.050137726736e-02       3.960913144054e+09       9.521686380210e-01       1.692634800350e+10       5.420736304993e+07       2.443974889537e+05       3.510489637255e-08       1.170143276826e+10       2.897673150648e+10       2.944989741814e+08       2.128612947190e-04       8.166494000680e-02 
       2.781089418507e+05       9.734031680752e-09       1.661709644632e+00       1.678741916667e+05       1.414324019631e+04       5.085485294842e-02       3.933375708577e+09       9.588096765428e-01       1.646057981628e+10       5.308473806281e+07       2.393360597963e+05       3.510489637255e-08       1.137944038531e+10       2.818174422775e+10       2.883999520469e+08       2.129826477177e-04       8.174137346974e-02 
       2.761756641782e+05       9.870508024374e-09       1.673306243094e+00       1.655553792026e+05       1.414322859971e+04       5.121080248326e-02       3.906029695378e+09       9.654968651772e-01       1.600762826890e+10       5.198536228441e+07       2.343794512372e+05       3.510489637255e-08       1.106630833356e+10       2.740858358293e+10       2.824272387333e+08       2.131041841050e-04       8.181856662275e-02 
       2.742558253807e+05       1.000889589184e-08       1.684983523885e+00       1.632686436066e+05       1.414321692243e+04       5.156924318220e-02       3.878873773817e+09       9.722305222803e-01       1.556714068459e+10       5.090875423317e+07       2.295254924850e+05       3.510489637255e-08       1.076179280239e+10       2.665664998514e+10       2.765782184371e+08       2.132259052497e-04       8.189652424449e-02 
       2.723493320401e+05       1.014922201556e-08       1.696742044904e+00       1.610135408133e+05       1.414320516391e+04       5.193019247662e-02       3.851906622502e+09       9.790109683720e-01       1.513877409117e+10       4.985444239881e+07       2.247720577043e+05       3.510489637255e-08       1.046565669009e+10       2.592536032524e+10       2.708503295265e+08       2.133478125304e-04       8.197525114296e-02 
       2.704560913876e+05       1.029151350095e-08       1.708582367864e+00       1.587896329075e+05       1.414319332359e+04       5.229366791985e-02       3.825126929230e+09       9.858385261496e-01       1.472219495405e+10       4.882196503577e+07       2.201170650846e+05       3.510489637255e-08       1.017766941932e+10       2.521414751889e+10       2.652410634199e+08       2.134699073363e-04       8.205475215571e-02 
       2.685760112992e+05       1.043579783161e-08       1.720505058314e+00       1.565964880383e+05       1.414318140090e+04       5.265968718798e-02       3.798533390916e+09       9.927135205026e-01       1.431707891651e+10       4.781086996104e+07       2.155584759290e+05       3.510489637255e-08       9.897606757511e+09       2.452246006594e+10       2.597479634875e+08       2.135921910667e-04       8.213503214991e-02 
       2.667090002915e+05       1.058210287455e-08       1.732510685661e+00       1.544336803360e+05       1.414316939527e+04       5.302826808073e-02       3.772124713536e+09       9.996362785269e-01       1.392311054717e+10       4.682071435612e+07       2.110942937607e+05       3.510489637255e-08       9.625250642317e+09       2.384976162211e+10       2.543686239749e+08       2.137146651312e-04       8.221609602253e-02 
       2.648549675168e+05       1.073045688557e-08       1.744599823198e+00       1.523007898282e+05       1.414315730613e+04       5.339942852235e-02       3.745899612059e+09       1.006607129539e+00       1.353998309438e+10       4.585106457305e+07       2.067225634493e+05       3.510489637255e-08       9.360389011825e+09       2.319553058229e+10       2.491006889498e+08       2.138373309501e-04       8.229794870052e-02 
       2.630138227591e+05       1.088088851464e-08       1.756773048135e+00       1.501974023590e+05       1.414314513291e+04       5.377318656243e-02       3.719856810388e+09       1.013626405092e+00       1.316739824739e+10       4.490149594453e+07       2.024413703541e+05       3.510489637255e-08       9.102815639432e+09       2.255925967540e+10       2.439418512701e+08       2.139601899540e-04       8.238059514087e-02 
       2.611854764293e+05       1.103342681139e-08       1.769030941616e+00       1.481231095081e+05       1.414313287502e+04       5.414956037681e-02       3.693995041297e+09       1.020694438988e+00       1.280506590406e+10       4.397159259791e+07       1.982488394856e+05       3.510489637255e-08       8.852329973280e+09       2.194045557035e+10       2.388898515738e+08       2.140832435842e-04       8.246404033084e-02 
       2.593698395613e+05       1.118810123063e-08       1.781374088752e+00       1.460775085112e+05       1.414312053187e+04       5.452856826847e-02       3.668313046367e+09       1.027811567294e+00       1.245270394503e+10       4.306094727306e+07       1.941431346847e+05       3.510489637255e-08       8.608736980103e+09       2.133863849283e+10       2.339424772888e+08       2.142064932929e-04       8.254828928804e-02 
       2.575668238072e+05       1.134494163803e-08       1.793803078646e+00       1.440602021817e+05       1.414310810288e+04       5.491022866841e-02       3.642809575928e+09       1.034978128359e+00       1.211003801400e+10       4.216916114405e+07       1.901224578181e+05       3.510489637255e-08       8.371846993373e+09       2.075334185264e+10       2.290975616647e+08       2.143299405427e-04       8.263334706063e-02 
       2.557763414335e+05       1.150397831582e-08       1.806318504414e+00       1.420707988339e+05       1.414309558745e+04       5.529456013651e-02       3.617483388998e+09       1.042194462824e+00       1.177680130415e+10       4.129584364441e+07       1.861850479910e+05       3.510489637255e-08       8.141475565623e+09       2.018411188129e+10       2.243529828232e+08       2.144535868073e-04       8.271921872742e-02 
       2.539983053164e+05       1.166524196854e-08       1.818920963222e+00       1.401089122060e+05       1.414308298499e+04       5.568158136251e-02       3.592333253220e+09       1.049460913641e+00       1.145273435041e+10       4.044061229615e+07       1.823291807761e+05       3.510489637255e-08       7.917443324832e+09       1.963050727955e+10       2.197066628294e+08       2.145774335713e-04       8.280590939803e-02 
       2.522326289377e+05       1.182876372895e-08       1.831611056303e+00       1.381741613858e+05       1.414307029490e+04       5.607131116682e-02       3.567357944803e+09       1.056777826089e+00       1.113758482740e+10       3.960309254219e+07       1.785531674580e+05       3.510489637255e-08       7.699575834770e+09       1.909209887466e+10       2.151565667812e+08       2.147014823303e-04       8.289342421307e-02 
       2.504792263806e+05       1.199457516396e-08       1.844389388987e+00       1.362661707359e+05       1.414305751657e+04       5.646376850153e-02       3.542556248464e+09       1.064145547785e+00       1.083110735300e+10       3.878291758239e+07       1.748553542939e+05       3.510489637255e-08       7.487703459173e+09       1.856846928703e+10       2.107007019186e+08       2.148257345909e-04       8.298176834422e-02 
       2.487380123259e+05       1.216270828069e-08       1.857256570733e+00       1.343845698212e+05       1.414304464939e+04       5.685897245125e-02       3.517926957369e+09       1.071564428701e+00       1.053306329728e+10       3.797972821285e+07       1.712341217892e+05       3.510489637255e-08       7.281661229668e+09       1.805921260603e+10       2.063371167505e+08       2.149501918710e-04       8.307094699442e-02 
       2.470089020469e+05       1.233319553253e-08       1.870213215148e+00       1.325289933364e+05       1.414303169274e+04       5.725694223407e-02       3.493468873070e+09       1.079034821182e+00       1.024322059669e+10       3.719317266860e+07       1.676878839883e+05       3.510489637255e-08       7.081288717324e+09       1.756393407477e+10       2.020639002005e+08       2.150748556998e-04       8.316096539802e-02 
       2.452918114062e+05       1.250606982540e-08       1.883259940027e+00       1.306990810353e+05       1.414301864602e+04       5.765769720252e-02       3.469180805452e+09       1.086557079959e+00       9.961353573407e+09       3.642290646960e+07       1.642150877800e+05       3.510489637255e-08       6.886429907740e+09       1.708224978347e+10       1.978791807696e+08       2.151997276175e-04       8.325182882091e-02 
       2.435866568514e+05       1.268136452399e-08       1.896397367362e+00       1.288944776604e+05       1.414300550859e+04       5.806125684445e-02       3.445061572674e+09       1.094131562165e+00       9.687242759572e+09       3.566859226980e+07       1.608142122173e+05       3.510489637255e-08       6.696933079570e+09       1.661378637134e+10       1.937811257167e+08       2.153248091762e-04       8.334354256067e-02 
       2.418933554106e+05       1.285911345817e-08       1.909626123386e+00       1.271148328740e+05       1.414299227983e+04       5.846764078403e-02       3.421110001108e+09       1.101758627350e+00       9.420674726446e+09       3.492989970945e+07       1.574837678515e+05       3.510489637255e-08       6.512650686396e+09       1.615818073658e+10       1.897679402559e+08       2.154501019392e-04       8.343611194669e-02 
       2.402118246888e+05       1.303935092940e-08       1.922946838598e+00       1.253598011900e+05       1.414297895912e+04       5.887686878267e-02       3.397324925284e+09       1.109438637499e+00       9.161441918221e+09       3.420650527040e+07       1.542222960793e+05       3.510489637255e-08       6.333439241839e+09       1.571507975440e+10       1.858378667706e+08       2.155756074815e-04       8.352954234037e-02 
       2.385419828638e+05       1.322211171736e-08       1.936360147783e+00       1.236290419068e+05       1.414296554581e+04       5.928896073998e-02       3.373705187837e+09       1.117171957046e+00       8.909342490411e+09       3.349809213439e+07       1.510283685049e+05       3.510489637255e-08       6.159159207846e+09       1.528414000280e+10       1.819891840436e+08       2.157013273897e-04       8.362383913523e-02 
       2.368837486821e+05       1.340743108648e-08       1.949866690051e+00       1.219222190409e+05       1.414295203927e+04       5.970393669476e-02       3.350249639444e+09       1.124958952891e+00       8.664180152697e+09       3.280435004435e+07       1.479005863136e+05       3.510489637255e-08       5.989674886037e+09       1.486502749587e+10       1.782202065031e+08       2.158272632623e-04       8.371900775707e-02 
       2.352370414549e+05       1.359534479279e-08       1.963467108857e+00       1.202390012616e+05       1.414293843885e+04       6.012181682594e-02       3.326957138772e+09       1.132799994414e+00       8.425764016094e+09       3.212497516848e+07       1.448375796595e+05       3.510489637255e-08       5.824854312057e+09       1.445741742438e+10       1.745292834850e+08       2.159534167095e-04       8.381505366410e-02 
       2.336017810547e+05       1.378588909064e-08       1.977162052037e+00       1.185790618264e+05       1.414292474390e+04       6.054262145361e-02       3.303826552424e+09       1.140695453496e+00       8.193908444319e+09       3.145966996719e+07       1.418380070658e+05       3.510489637255e-08       5.664569152818e+09       1.406099390362e+10       1.709147985097e+08       2.160797893535e-04       8.391198234710e-02 
       2.319778879106e+05       1.397910073970e-08       1.990952171829e+00       1.169420785177e+05       1.414291095378e+04       6.096637103992e-02       3.280856754877e+09       1.148645704527e+00       7.968432909255e+09       3.080814306283e+07       1.389005548369e+05       3.510489637255e-08       5.508694606585e+09       1.367544972803e+10       1.673751685740e+08       2.162063828286e-04       8.400979932957e-02 
       2.303652830049e+05       1.417501701192e-08       2.004838124909e+00       1.153277335800e+05       1.414289706783e+04       6.139308619018e-02       3.258046628438e+09       1.156651124433e+00       7.749161850392e+09       3.017010911201e+07       1.360239364833e+05       3.510489637255e-08       5.357109305799e+09       1.330048613270e+10       1.639088434580e+08       2.163331987810e-04       8.410851016785e-02 
       2.287638878694e+05       1.437367569866e-08       2.018820572417e+00       1.137357136581e+05       1.414288308538e+04       6.182278765376e-02       3.235395063177e+09       1.164712092684e+00       7.535924538126e+09       2.954528868069e+07       1.332068921582e+05       3.510489637255e-08       5.209695222581e+09       1.293581256133e+10       1.605143050464e+08       2.164602388695e-04       8.420812045131e-02 
       2.271736245810e+05       1.457511511792e-08       2.032900179987e+00       1.121657097363e+05       1.414286900578e+04       6.225549632518e-02       3.212900956886e+09       1.172828991314e+00       7.328554940835e+09       2.893340812181e+07       1.304481881055e+05       3.510489637255e-08       5.066337576833e+09       1.258114644064e+10       1.571900666629e+08       2.165875047647e-04       8.430863580245e-02 
       2.255944157586e+05       1.477937412159e-08       2.047077617779e+00       1.106174170778e+05       1.414285482834e+04       6.269123324506e-02       3.190563215013e+09       1.181002204936e+00       7.126891595599e+09       2.833419945537e+07       1.277466161198e+05       3.510489637255e-08       4.926924746871e+09       1.223621296096e+10       1.539346724202e+08       2.167149981499e-04       8.441006187709e-02 
       2.240261845589e+05       1.498649210293e-08       2.061353560501e+00       1.090905351661e+05       1.414284055240e+04       6.313001960117e-02       3.168380750618e+09       1.189232120763e+00       6.930777482488e+09       2.774740025114e+07       1.251009930169e+05       3.510489637255e-08       4.791348182511e+09       1.190074486282e+10       1.507466965813e+08       2.168427207208e-04       8.451240436448e-02 
       2.224688546726e+05       1.519650900404e-08       2.075728687450e+00       1.075847676461e+05       1.414282617727e+04       6.357187672948e-02       3.146352484317e+09       1.197519128618e+00       6.740059902298e+09       2.717275351372e+07       1.225101601160e+05       3.510489637255e-08       4.659502320553e+09       1.157448222946e+10       1.476247429358e+08       2.169706741858e-04       8.461566898746e-02 
       2.209223503210e+05       1.540946532348e-08       2.090203682534e+00       1.060998222665e+05       1.414281170227e+04       6.401682611513e-02       3.124477344226e+09       1.205863620958e+00       6.554590357663e+09       2.661000756994e+07       1.199729827319e+05       3.510489637255e-08       4.531284502589e+09       1.125717228499e+10       1.445674441881e+08       2.170988602656e-04       8.471986150262e-02 
       2.193865962523e+05       1.562540212399e-08       2.104779234303e+00       1.046354108233e+05       1.414279712672e+04       6.446488939355e-02       3.102754265916e+09       1.214265992887e+00       6.374224437430e+09       2.605891595868e+07       1.174883496785e+05       3.510489637255e-08       4.406594895070e+09       1.094856919817e+10       1.415734613587e+08       2.172272806941e-04       8.482498770040e-02 
       2.178615177376e+05       1.584436104033e-08       2.119456035987e+00       1.031912491033e+05       1.414278244992e+04       6.491608835144e-02       3.081182192355e+09       1.222726642172e+00       6.198821704222e+09       2.551923732293e+07       1.150551727815e+05       3.510489637255e-08       4.285336411575e+09       1.064843389149e+10       1.386414831979e+08       2.173559372177e-04       8.493105340531e-02 
       2.163470405674e+05       1.606638428721e-08       2.134234785517e+00       1.017670568289e+05       1.414276767117e+04       6.537044492791e-02       3.059760073858e+09       1.231245969266e+00       6.028245585086e+09       2.499073530407e+07       1.126723864025e+05       3.510489637255e-08       4.167414637220e+09       1.035653385561e+10       1.357702256113e+08       2.174848315958e-04       8.503806447600e-02 
       2.148430910483e+05       1.629151466730e-08       2.149116185561e+00       1.003625576038e+05       1.414275278977e+04       6.582798121543e-02       3.038486868039e+09       1.239824377318e+00       5.862363265162e+09       2.447317843835e+07       1.103389469718e+05       3.510489637255e-08       4.052737755140e+09       1.007264296878e+10       1.329584310975e+08       2.176139656011e-04       8.514602680545e-02 
       2.133495959989e+05       1.651979557944e-08       2.164100943555e+00       9.897747885936e+04       1.414273780501e+04       6.628871946102e-02       3.017361539756e+09       1.248462272197e+00       5.701045584265e+09       2.396634005557e+07       1.080538325319e+05       3.510489637255e-08       3.941216475005e+09       9.796541321355e+09       1.302048681974e+08       2.177433410191e-04       8.525494632112e-02 
       2.118664827468e+05       1.675127102688e-08       2.179189771732e+00       9.761155180100e+04       1.414272271618e+04       6.675268206724e-02       2.996383061064e+09       1.257160062506e+00       5.544166936325e+09       2.346999817972e+07       1.058160422891e+05       3.510489637255e-08       3.832763963497e+09       9.528015044999e+09       1.275083309549e+08       2.178729596488e-04       8.536482898505e-02 
       2.103936791246e+05       1.698598562563e-08       2.194383387159e+00       9.626451135646e+04       1.414270752257e+04       6.721989159334e-02       2.975550411164e+09       1.265918159598e+00       5.391605171585e+09       2.298393543186e+07       1.036245961761e+05       3.510489637255e-08       3.727295776695e+09       9.266856146697e+09       1.248676383888e+08       2.180028233022e-04       8.547568079405e-02 
       2.089311134665e+05       1.722398461303e-08       2.209682511761e+00       9.493609612404e+04       1.414269222344e+04       6.769037075631e-02       2.954862576350e+09       1.274736977601e+00       5.243241501496e+09       2.250793893484e+07       1.014785344222e+05       3.510489637255e-08       3.624729794332e+09       9.012862347273e+09       1.222816339754e+08       2.181329338051e-04       8.558750777982e-02 
       2.074787146050e+05       1.746531385629e-08       2.225087872355e+00       9.362604832179e+04       1.414267681808e+04       6.816414243200e-02       2.934318549967e+09       1.283616933428e+00       5.098960406224e+09       2.204180022013e+07       9.937691713314e+04       3.510489637255e-08       3.524986155851e+09       8.765836924355e+09       1.197491851422e+08       2.182632929965e-04       8.570031600913e-02 
       2.060364118672e+05       1.771001986126e-08       2.240600200690e+00       9.233411373737e+04       1.414266130576e+04       6.864122965624e-02       2.913917332353e+09       1.292558446797e+00       4.958649544705e+09       2.158531513648e+07       9.731882387952e+04       3.510489637255e-08       3.427987198227e+09       8.525588559665e+09       1.172691827717e+08       2.183939027292e-04       8.581411158389e-02 
       2.046041350717e+05       1.795814978127e-08       2.256220233467e+00       9.106004167857e+04       1.414264568572e+04       6.912165562593e-02       2.893657930799e+09       1.301561940254e+00       4.822199667178e+09       2.113828376052e+07       9.530335329359e+04       3.510489637255e-08       3.333657395496e+09       8.291931190504e+09       1.148405407157e+08       2.185247648698e-04       8.592890064139e-02 
       2.031818145247e+05       1.820975142612e-08       2.271948712381e+00       8.980358492464e+04       1.414262995724e+04       6.960544370020e-02       2.873539359494e+09       1.310627839184e+00       4.689504530116e+09       2.070051030921e+07       9.332962267454e+04       3.510489637255e-08       3.241923299950e+09       8.064683865318e+09       1.124621953198e+08       2.186558812984e-04       8.604468935436e-02 
       2.017693810168e+05       1.846487327116e-08       2.287786384150e+00       8.856449967813e+04       1.414261411957e+04       7.009261740152e-02       2.853560639480e+09       1.319756571835e+00       4.560460813509e+09       2.027180305411e+07       9.139676760192e+04       3.510489637255e-08       3.152713484949e+09       7.843670603237e+09       1.101331049573e+08       2.187872539094e-04       8.616148393116e-02 
       2.003667658201e+05       1.872356446651e-08       2.303734000545e+00       8.734254551749e+04       1.414259817196e+04       7.058320041683e-02       2.833720798607e+09       1.328948569333e+00       4.434968040415e+09       1.985197423736e+07       8.950394155706e+04       3.510489637255e-08       3.065958489307e+09       7.628720257474e+09       1.078522495733e+08       2.189188846111e-04       8.627929061592e-02 
       1.989739006841e+05       1.898587484644e-08       2.319792318429e+00       8.613748535034e+04       1.414258211364e+04       7.107721659873e-02       2.814018871478e+09       1.338204265703e+00       4.312928498725e+09       1.944083998951e+07       8.765031555234e+04       3.510489637255e-08       2.981590763212e+09       7.419666382480e+09       1.056186302377e+08       2.190507753257e-04       8.639811568866e-02 
       1.975907178329e+05       1.925185493880e-08       2.335962099787e+00       8.494908536734e+04       1.414256594386e+04       7.157468996660e-02       2.794453899412e+09       1.347524097885e+00       4.194247165088e+09       1.903822024896e+07       8.583507776809e+04       3.510489637255e-08       2.899544615625e+09       7.216347104747e+09       1.034312687077e+08       2.191829279899e-04       8.651796546545e-02 
       1.962171499616e+05       1.952155597467e-08       2.352244111757e+00       8.377711499671e+04       1.414254966184e+04       7.207564470777e-02       2.775024930387e+09       1.356908505755e+00       4.078831630919e+09       1.864393868312e+07       8.405743319710e+04       3.510489637255e-08       2.819756163137e+09       7.018604997172e+09       1.012892069998e+08       2.193153445548e-04       8.663884629855e-02 
       1.948531302332e+05       1.979502989809e-08       2.368639126671e+00       8.262134685940e+04       1.414253326683e+04       7.258010517871e-02       2.755731019002e+09       1.366357932142e+00       3.966592030454e+09       1.825782261115e+07       8.231660329643e+04       3.510489637255e-08       2.742163280224e+09       6.826286956862e+09       9.919150696951e+07       2.194480269857e-04       8.676076457656e-02 
       1.934985922754e+05       2.007232937592e-08       2.385147922078e+00       8.148155672487e+04       1.414251675803e+04       7.308809590620e-02       2.736571226428e+09       1.375872822850e+00       3.857440970774e+09       1.787970292838e+07       8.061182564643e+04       3.510489637255e-08       2.666705550879e+09       6.639244086309e+09       9.713724990131e+07       2.195809772625e-04       8.688372672453e-02 
       1.921534701772e+05       2.035350780787e-08       2.401771280791e+00       8.035752346747e+04       1.414250013468e+04       7.359964158853e-02       2.717544620360e+09       1.385453626674e+00       3.751293463762e+09       1.750941403221e+07       7.894235361683e+04       3.510489637255e-08       2.593324221572e+09       6.457331577825e+09       9.512553610569e+07       2.197141973799e-04       8.700773920413e-02 
       1.908176984858e+05       2.063861933664e-08       2.418509990910e+00       7.924902902343e+04       1.414248339597e+04       7.411476709667e-02       2.698650274975e+09       1.395100795418e+00       3.648066859929e+09       1.714679374962e+07       7.730745603976e+04       3.510489637255e-08       2.521962155496e+09       6.280408601157e+09       9.315548452538e+07       2.198476893473e-04       8.713280851380e-02 
       1.894912122034e+05       2.092771885821e-08       2.435364845864e+00       7.815585834848e+04       1.414246654111e+04       7.463349747552e-02       2.679887270887e+09       1.404814783921e+00       3.547680784065e+09       1.679168326610e+07       7.570641688954e+04       3.510489637255e-08       2.452563788090e+09       6.108338194188e+09       9.122623234941e+07       2.199814551889e-04       8.725894118885e-02 
       1.881739467839e+05       2.122086203225e-08       2.452336644441e+00       7.707779937600e+04       1.414244956931e+04       7.515585794507e-02       2.661254695099e+09       1.414596050068e+00       3.450057072654e+09       1.644392705614e+07       7.413853496908e+04       3.510489637255e-08       2.385075083767e+09       5.940987156648e+09       8.933693463531e+07       2.201154969440e-04       8.738614380163e-02 
       1.868658381301e+05       2.151810529274e-08       2.469426190823e+00       7.601464297580e+04       1.414243247977e+04       7.568187390169e-02       2.642751640962e+09       1.424445054816e+00       3.355119713014e+09       1.610337281510e+07       7.260312360278e+04       3.510489637255e-08       2.319443493847e+09       5.778225946739e+09       8.748676393898e+07       2.202498166669e-04       8.751442296166e-02 
       1.855668225901e+05       2.181950585863e-08       2.486634294626e+00       7.496618291342e+04       1.414241527166e+04       7.621157091929e-02       2.624377208127e+09       1.434362262210e+00       3.262794784117e+09       1.576987139249e+07       7.109951033584e+04       3.510489637255e-08       2.255617915636e+09       5.619928580608e+09       8.567490995235e+07       2.203844164272e-04       8.764378531577e-02 
       1.842768369547e+05       2.212512174476e-08       2.503961770932e+00       7.393221581005e+04       1.414239794419e+04       7.674497475063e-02       2.606130502507e+09       1.444348139405e+00       3.173010399029e+09       1.544327672668e+07       6.962703663967e+04       3.510489637255e-08       2.193548652643e+09       5.465972534584e+09       8.390057914852e+07       2.205192983096e-04       8.777423754823e-02 
       1.829958184539e+05       2.243501177283e-08       2.521409440320e+00       7.291254110297e+04       1.414238049652e+04       7.728211132850e-02       2.588010636227e+09       1.454403156682e+00       3.085696648939e+09       1.512344578091e+07       6.818505762358e+04       3.510489637255e-08       2.133187375880e+09       5.316238650092e+09       8.216299443418e+07       2.206544644146e-04       8.790578638092e-02 
